OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
OTU_517	2.176	8.601	0.0109741471057093	0.0948613395474345	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea	0.055	0.013	0.012	0.275	0.005	0.016	0.003	0.017	0.012	0.009	0.012	0.015	0.012	0.018
OTU_2848	4.576	6.599	0.0110027460839271	0.0948613395474345	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	0.007	0	0	0	0.042	0	0	0	0	0	0	0	0	0
OTU_292	1.31	9.324	0.0113075340175528	0.0965986477499508	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	0.073	0.037	0.065	0.065	0.076	0.024	0.158	0.047	0.049	0.071	0.023	0.022	0.035	0.024
OTU_45	1.009	11.898	0.0113504759953028	0.09665864209924	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	0.451	0.277	0.324	0.732	0.625	0.288	0.52	0.218	0.315	0.268	0.295	0.17	0.314	0.301
OTU_47	0.848	12.165	0.0114744900711706	0.0974064756514825	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	0.521	0.354	0.485	0.443	0.481	0.522	0.556	0.643	0.37	0.277	0.379	0.395	0.367	0.337
OTU_2240	2.818	6.408	0.0117110029305703	0.0984890540906434	Enriched	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.001	0	0	0.008	0.005	0.01	0.003	0.003	0	0	0	0	0
OTU_1234	4.167	8.595	0.0117951301840187	0.0985042731800685	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	0.054	0.003	0.006	0	0.319	0	0	0	0	0.009	0.009	0	0	0.003
OTU_665	1.122	8.519	0.0118799284888372	0.0985042731800685	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.039	0.022	0.04	0.034	0.039	0.032	0.039	0.047	0.04	0.009	0.009	0.022	0.018	0.036
OTU_1862	1.701	6.753	0.0118876952383238	0.0985042731800685	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	0.007	0.002	0.006	0.011	0.003	0.008	0.005	0.011	0.003	0.006	0.003	0	0	0.003
OTU_232	1.42	9.79	0.0119903501806613	0.0989755593133731	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	0.107	0.05	0.068	0.062	0.201	0.223	0.018	0.069	0.067	0.062	0.02	0.04	0.076	0.033
