OTUID	All	East	North	Outside	South
OTU_3887	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3888	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3889	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_389	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3890	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3891	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3892	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3893	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3894	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3895	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3896	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3897	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3898	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3899	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_39	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_390	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3900	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3901	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3902	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3903	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3905	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3906	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3907	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3908	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3909	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3910	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3911	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3912	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3913	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3914	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3915	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3916	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3917	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3918	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3919	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_392	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3920	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3921	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3923	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3924	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3925	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3926	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3927	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3928	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3929	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_393	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3930	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3931	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3932	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3933	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3934	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3935	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3936	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3937	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3938	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3939	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3940	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3941	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3942	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3945	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3946	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3947	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3948	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3949	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3950	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3951	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3952	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3953	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3954	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3955	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3956	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3957	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3958	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3959	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3960	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3961	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3962	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3963	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3964	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3965	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3966	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3967	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3968	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3969	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_397	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3970	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3971	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3972	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3973	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3974	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3975	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3976	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3977	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3978	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3979	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3980	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3981	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3982	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3983	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3984	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3985	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3986	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3987	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3988	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3989	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_399	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_3990	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3991	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3992	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3993	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3994	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3995	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3996	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3997	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_3998	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_400	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4001	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4002	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4004	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4005	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4006	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4007	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4009	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_401	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4010	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4011	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4013	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4014	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4015	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4016	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4017	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4018	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4019	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_402	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4020	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4021	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4022	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4023	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4024	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4025	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4026	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4027	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4028	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4029	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4030	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4031	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4032	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4033	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4034	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4035	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4036	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4037	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4038	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4039	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4040	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4041	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4042	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4043	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4044	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4045	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4046	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4049	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4050	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4051	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4052	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4053	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4054	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4055	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4056	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4057	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4058	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_406	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4060	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4061	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4062	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4063	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4065	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4066	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4067	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4068	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4069	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_407	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4070	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4071	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4072	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4073	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4074	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4075	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4077	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4078	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4079	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_408	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4081	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4082	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4083	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4084	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4088	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4089	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_409	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4090	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4091	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4092	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4093	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4094	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4095	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4096	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4097	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4098	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4099	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_410	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4100	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4101	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4102	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4103	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4104	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4105	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4106	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4107	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4108	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4109	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4110	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4111	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4112	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4113	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4114	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4115	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4116	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4117	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4118	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4119	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_412	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4121	0.01747	0.0000000	0.0000000	0.1048218	0.0000000
OTU_4122	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4123	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4124	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4125	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4126	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4127	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4128	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4129	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_413	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4131	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4132	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4133	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4134	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4136	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4138	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4139	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_414	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4140	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4141	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4142	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4143	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4144	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4145	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4146	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4147	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4148	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4149	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_415	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4150	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4151	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4152	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4153	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4154	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4155	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4156	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4157	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4158	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_416	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4161	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4162	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4163	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4165	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4167	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4168	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4169	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_417	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4170	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4171	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4172	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4173	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4174	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4175	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4176	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4177	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4178	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4179	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_418	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4180	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4181	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4183	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4184	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4185	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4186	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4187	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4188	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4189	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_419	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4190	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4191	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4192	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4193	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4194	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4195	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4197	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4198	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4199	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_42	0.027233	0.04668534	0.00000000	0.00000000	0.00000000
OTU_420	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4200	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4201	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4203	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4204	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4205	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4207	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4208	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4209	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_421	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4210	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4211	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4212	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4213	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4214	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4215	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4216	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4217	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4218	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4219	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_422	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4220	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4221	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4222	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4223	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4224	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4225	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4226	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4227	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4228	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4229	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_423	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4230	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4231	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4232	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4233	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4234	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4235	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4236	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4237	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4238	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4239	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4240	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4241	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4242	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4243	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4244	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4245	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4246	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4247	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4248	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4249	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4250	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4251	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4252	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4254	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4255	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4256	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4257	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4258	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4259	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_426	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4260	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4261	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4262	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4263	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4264	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4265	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4266	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4267	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4268	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4269	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_427	0.013249	0.02271179	0.00000000	0.00000000	0.00000000
OTU_4270	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4271	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4272	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4273	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4274	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4275	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
OTU_4276	0.029551	0.0000000	0.0000000	0.0000000	0.3546099
