Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Unassigned|Unassigned	4	6	11	8	6	4	12	17	6	9	8	8	8	4	15	8	13	4
Bacteria|Actinobacteria|Actinobacteria|Cryptosporangiales|Cryptosporangiaceae|Cryptosporangium	1	0	1	0	0	5	0	1	0	1	1	4	1	0	0	3	5	1
Bacteria|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia	4	5	1	5	1	2	5	6	3	6	6	8	6	1	4	3	6	3
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus	5	25	12	9	3	9	14	21	9	9	9	32	7	3	10	14	17	6
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus	0	3	0	0	1	1	2	4	4	0	2	4	0	2	2	3	5	2
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Glycomyces	8	19	9	4	5	8	2	3	9	3	2	4	9	5	3	7	8	4
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Angustibacter	10	15	6	9	6	4	14	6	6	7	6	11	7	7	7	5	9	6
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Kineosporia	36	91	43	89	13	26	78	49	59	83	69	44	133	133	92	93	105	64
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Unassigned	3	10	2	3	4	4	4	11	4	1	2	7	4	2	8	1	4	4
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas	8	1	1	3	0	5	16	5	10	7	7	10	21	3	10	2	6	14
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Intrasporangium	2	9	7	2	2	2	0	2	2	1	0	3	1	2	2	5	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces	71	148	109	108	73	70	91	116	87	95	102	90	87	73	115	107	85	116
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Cryobacterium	1	0	0	0	0	3	5	5	7	1	20	0	2	0	2	3	2	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium	26	3	4	10	4	6	12	2	3	9	7	18	4	4	9	8	10	11
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter	4	9	8	4	3	1	7	15	8	9	15	4	4	2	9	8	7	3
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Paenarthrobacter	9	8	5	4	2	10	7	23	10	11	16	19	12	8	8	20	8	18
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Antribacter	3	2	0	0	1	3	0	1	1	0	3	0	1	6	6	3	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Cellulosimicrobium	7	0	0	0	0	0	1	2	0	1	0	8	10	0	2	0	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora	23	40	15	29	11	52	30	18	17	15	57	33	15	24	21	20	15	20
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes	297	510	370	346	174	388	289	412	586	372	444	304	405	340	357	355	452	416
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catellatospora	39	35	16	32	6	12	40	44	27	13	40	20	30	17	33	13	18	36
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora	9	6	11	2	4	1	4	8	5	2	3	5	6	3	4	3	4	15
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catenuloplanes	4	15	1	4	10	4	6	7	3	6	10	7	6	11	9	7	7	6
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Couchioplanes	62	62	9	13	4	27	39	58	21	17	18	39	46	45	46	27	70	25
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Dactylosporangium	42	84	39	45	18	37	68	68	44	45	47	64	56	30	51	48	39	79
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Hamadaea	1	5	0	0	0	1	2	1	0	1	0	0	0	4	0	0	7	0
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora	28	37	70	14	12	17	34	50	23	33	37	37	34	36	39	32	19	34
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Phytohabitans	2	6	4	2	3	2	1	9	2	1	1	4	5	6	3	8	2	10
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Planosporangium	3	4	0	0	1	0	2	1	3	1	0	0	2	2	1	0	0	1
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Plantactinospora	1	18	0	0	2	2	9	5	2	3	4	7	3	2	1	1	2	2
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Rhizocola	13	5	0	5	1	6	2	9	6	1	7	11	6	9	20	6	4	3
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Unassigned	40	77	21	54	52	28	50	68	44	39	30	26	36	31	53	45	32	44
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Virgisporangium	20	18	53	14	23	13	21	25	29	24	9	31	24	9	20	11	5	25
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium	54	62	57	29	15	23	43	34	30	34	26	33	37	20	58	34	34	22
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae|Nocardia	10	13	25	1	10	5	6	12	6	13	12	7	20	4	23	13	4	8
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Flindersiella	9	2	1	1	0	0	4	2	1	4	2	2	0	3	4	12	0	5
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Thermasporomyces	2	0	0	1	2	3	7	6	7	8	6	4	9	3	3	7	4	1
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Unassigned	10	4	3	2	2	8	7	4	5	9	6	7	4	1	4	5	4	3
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae|Kribbella	47	121	75	44	38	48	77	72	63	55	82	73	76	111	68	104	141	74
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium	43	81	115	68	67	58	18	37	35	41	40	38	37	31	45	49	35	45
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Marmoricola	7	10	12	13	8	5	7	15	4	6	10	3	5	1	5	13	6	8
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides	182	284	318	231	233	271	175	305	201	161	274	183	195	159	251	213	218	218
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus	6	3	0	3	0	4	6	2	2	2	0	1	1	2	3	0	0	2
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Unassigned|Unassigned	18	30	12	19	11	18	25	27	28	15	17	26	23	18	28	21	16	23
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinocrispum	107	113	447	159	23	27	172	158	131	106	134	96	209	38	151	120	79	356
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora	0	0	1	0	4	0	3	4	1	0	3	1	3	2	2	0	1	1
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinophytocola	20	41	1	53	4	58	38	18	26	27	28	40	24	54	21	64	18	71
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	104	356	194	147	146	168	73	103	47	123	112	68	171	185	107	230	633	100
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kibdelosporangium	26	33	7	444	189	10	39	59	26	64	30	32	110	15	40	43	26	66
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Lentzea	321	705	405	302	323	349	289	277	253	303	451	315	555	415	477	447	364	347
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia	33	57	82	51	19	37	43	49	39	32	39	43	48	41	31	68	34	51
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix	20	39	13	4	2	9	8	32	7	7	4	11	9	9	14	5	3	6
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Umezawaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Unassigned	7	22	15	20	8	13	21	23	20	25	21	28	21	18	21	23	24	20
Bacteria|Actinobacteria|Actinobacteria|Sporichthyales|Sporichthyaceae|Sporichthya	42	51	60	42	20	45	28	33	57	34	39	21	70	43	43	39	82	76
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	340	349	425	292	157	232	285	402	890	515	362	342	497	453	386	766	568	412
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Unassigned	20	15	12	8	6	5	5	12	93	59	13	15	34	10	20	28	7	11
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Nonomuraea	5	5	0	2	2	8	10	3	5	3	5	3	3	3	9	0	39	17
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Sphaerisporangium	0	0	0	14	0	0	0	4	0	0	0	0	1	1	1	0	1	0
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Unassigned	5	44	27	29	3	8	20	28	13	14	31	4	11	30	16	8	5	22
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Thermomonosporaceae|Actinocorallia	107	115	27	174	46	75	63	110	44	89	96	70	140	149	78	115	165	85
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	36	46	22	16	9	23	33	48	16	35	38	44	34	28	29	35	19	23
Bacteria|Actinobacteria|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter	2	15	6	6	1	6	13	9	4	6	4	15	10	5	7	8	14	6
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales|Gaiellaceae|Gaiella	46	83	52	66	41	68	69	96	56	70	80	87	87	65	77	62	58	64
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Baekduiaceae|Baekduia	14	32	23	26	17	18	35	56	19	25	23	34	39	18	28	19	28	21
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Conexibacteraceae|Conexibacter	10	16	4	14	10	23	19	12	12	11	10	13	7	6	8	8	15	21
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Parviterribacteraceae|Parviterribacter	1	8	2	6	4	4	2	2	1	2	2	4	5	0	3	3	4	2
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Patulibacteraceae|Patulibacter	2	0	1	1	1	0	4	0	0	0	0	0	0	4	0	0	7	2
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Solirubrobacteraceae|Solirubrobacter	61	53	29	32	34	72	103	54	49	49	70	103	34	24	38	29	56	35
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Unassigned|Unassigned	2	19	8	13	3	4	8	12	9	9	10	13	8	10	7	8	16	10
Bacteria|Actinobacteria|Thermoleophilia|Unassigned|Unassigned|Unassigned	8	2	2	10	4	4	7	15	7	8	9	4	6	1	8	4	4	7
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned|Unassigned	18	22	9	9	7	17	23	19	20	27	9	23	19	9	30	20	17	25
Bacteria|Armatimonadetes|Unassigned|Unassigned|Unassigned|Armatimonadetes_gp5	0	1	2	1	0	3	6	5	4	1	2	3	3	1	5	3	2	1
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Compostibacter	2	2	0	3	3	0	1	4	0	1	0	1	1	3	0	2	0	1
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niastella	15	7	8	7	3	9	52	29	54	44	33	23	41	58	37	43	30	18
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Unassigned	1	0	0	0	0	0	8	3	3	3	2	4	2	3	4	0	1	2
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus	8	4	8	6	2	5	11	8	34	15	10	8	16	15	14	12	12	11
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Chryseotalea	7	8	2	2	1	1	21	17	16	21	12	18	12	16	22	9	10	16
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae|Chryseolinea	21	7	4	13	4	2	51	36	33	42	35	20	27	30	41	40	15	34
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae|Ohtaekwangia	75	58	19	16	44	11	72	26	61	168	58	37	82	68	83	98	37	40
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Unassigned|Unassigned	2	0	0	1	0	0	10	8	5	3	3	3	1	3	4	11	5	6
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae|Crocinitomix	4	4	5	4	2	1	8	5	13	13	7	12	8	19	14	14	15	5
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae|Unassigned	1	1	0	0	2	0	0	3	4	1	3	2	2	6	4	0	0	3
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium	172	207	917	308	576	224	159	742	719	521	224	208	443	509	303	189	435	516
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium	0	3	1	2	1	1	2	12	7	7	6	2	2	0	6	26	3	2
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter	3	2	0	5	5	0	1	2	0	2	3	2	3	6	1	2	2	1
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Solitalea	5	0	1	1	2	0	2	1	1	1	4	2	1	1	3	0	2	2
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium	3	5	6	4	11	1	3	2	9	6	3	6	9	23	5	6	8	12
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Unassigned	3	0	1	4	4	2	0	2	3	2	1	2	0	1	1	0	5	3
Bacteria|Bacteroidetes|Unassigned|Unassigned|Unassigned|Unassigned	2	0	1	2	0	1	3	2	4	3	1	1	4	2	1	1	0	2
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Unassigned|Unassigned	7	1	1	1	4	3	11	13	7	10	4	2	2	8	10	5	8	5
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis	0	0	2	2	17	1	0	10	0	2	2	0	0	0	4	1	0	6
Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia	2	1	0	0	1	3	5	2	4	8	1	0	0	1	10	1	0	7
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae|Chloroflexus	16	26	10	12	23	8	13	16	15	16	12	19	36	18	25	22	12	18
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Oscillochloridaceae|Oscillochloris	11	18	5	9	13	8	10	13	17	5	10	9	12	15	7	12	13	13
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Roseiflexaceae|Roseiflexus	86	123	25	75	65	41	63	94	89	66	73	70	89	49	87	64	39	73
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Unassigned|Unassigned	1	7	1	4	2	2	4	14	11	3	6	5	6	0	5	3	0	4
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales|Herpetosiphonaceae|Herpetosiphon	78	101	38	135	102	63	69	192	57	97	140	101	385	46	115	92	149	130
Bacteria|Chloroflexi|Chloroflexia|Kallotenuales|Kallotenuaceae|Kallotenue	2	4	0	0	13	1	1	0	0	1	1	1	0	0	0	1	0	1
Bacteria|Chloroflexi|Chloroflexia|Unassigned|Unassigned|Unassigned	5	15	3	7	9	5	9	6	3	15	6	9	14	9	4	38	4	3
Bacteria|Chloroflexi|Ktedonobacteria|Ktedonobacterales|Unassigned|Unassigned	0	0	1	0	5	4	2	3	1	1	11	1	1	5	5	0	18	0
Bacteria|Chloroflexi|Thermomicrobia|Thermomicrobiales|Thermomicrobiaceae|Unassigned	4	5	0	3	1	5	5	2	1	7	1	2	7	2	3	5	3	5
Bacteria|Chloroflexi|Unassigned|Unassigned|Unassigned|Unassigned	6	9	2	3	2	3	5	13	4	5	7	2	5	4	3	5	6	8
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Tumebacillus	0	0	0	1	1	4	4	4	0	3	19	1	1	3	0	10	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Alkalihalobacillus	1	2	0	0	0	1	1	3	1	4	0	16	0	1	1	0	1	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Bacillus	66	78	41	43	26	81	248	113	145	153	75	278	38	20	47	32	20	52
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Cytobacillus	9	5	3	3	2	2	3	3	5	1	2	10	3	4	4	4	0	7
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Fictibacillus	2	3	2	0	0	1	2	0	0	1	5	1	0	1	1	2	5	1
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Mesobacillus	4	4	4	8	4	3	8	4	6	7	4	13	3	1	4	3	5	1
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Metabacillus	6	4	5	5	5	1	11	9	3	3	7	10	4	3	8	4	2	1
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Neobacillus	3	0	3	2	0	3	7	5	4	4	4	7	2	2	0	3	2	3
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Peribacillus	10	10	6	7	4	9	34	14	19	30	17	49	4	3	8	2	3	4
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Unassigned	4	4	3	5	5	5	5	3	7	5	4	9	5	6	3	3	1	3
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_2|Terribacillus	3	0	0	0	1	0	18	2	10	1	1	2	0	0	1	0	0	3
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Brevibacillus	2	1	67	1	0	0	0	3	1	0	3	1	0	0	1	1	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Cohnella	3	2	1	5	2	1	8	7	1	2	5	7	0	2	6	3	5	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus	33	33	10	320	14	65	180	86	40	89	20	60	21	14	21	22	14	17
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_2|Oxalophagus	2	4	5	4	2	5	3	10	0	1	1	1	1	0	1	1	0	1
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Lysinibacillus	2	2	0	0	1	1	5	2	2	0	1	22	0	0	0	0	2	1
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Paenisporosarcina	3	3	3	6	1	3	4	0	4	1	12	5	2	3	3	2	2	3
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_1|Novibacillus	1	2	2	1	0	2	0	0	4	1	0	5	0	0	1	3	0	3
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_2|Planifilum	5	10	3	12	3	2	4	18	9	3	9	9	1	1	4	6	3	10
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	14	7	47	12	7	11	20	5	7	14	16	14	18	18	18	9	10	28
Bacteria|Firmicutes|Bacilli|Unassigned|Unassigned|Unassigned	90	45	61	73	35	47	53	48	106	80	55	41	31	48	46	64	43	50
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto	0	37	2	1	1	0	4	0	9	0	1	1	0	0	0	0	0	9
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Intestinibacter	0	0	2	1	1	1	2	1	1	1	1	7	0	2	0	1	1	2
Bacteria|Firmicutes|Unassigned|Unassigned|Unassigned|Unassigned	1	1	1	3	0	2	1	3	1	3	2	2	0	0	1	0	3	1
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas	2	3	2	2	0	1	3	1	2	1	0	3	0	4	2	2	1	4
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatirosa	14	18	11	12	7	12	19	20	15	13	17	13	9	11	11	15	11	16
Bacteria|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|Ignavibacteriaceae|Ignavibacterium	2	2	0	2	0	5	1	1	0	7	0	0	0	0	1	0	0	3
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira	5	6	3	7	3	6	10	6	9	7	11	15	9	9	9	38	13	19
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae|Algisphaera	4	5	0	2	0	1	4	1	0	0	2	5	2	1	1	4	1	3
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae|Bythopirellula	0	7	2	1	0	0	5	8	7	1	5	5	4	3	4	2	5	1
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae|Lacipirellula	0	12	7	2	0	2	30	44	18	6	12	24	11	12	11	11	3	2
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae|Blastopirellula	1	1	1	0	0	0	4	9	3	1	0	3	2	1	4	0	1	3
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae|Pirellula	1	0	1	0	0	3	4	2	0	3	5	5	1	0	1	2	2	0
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae|Rhodopirellula	1	1	2	0	1	1	10	3	2	5	4	3	4	3	5	1	0	3
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Aquidulcibacter	6	7	3	3	6	6	7	3	5	3	7	7	8	7	8	2	9	10
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Asticcacaulis	4	2	6	15	14	6	2	1	6	2	3	3	1	18	2	4	5	1
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	19	14	23	27	40	12	12	21	3	6	11	8	8	6	12	14	12	6
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter	40	26	18	24	24	44	35	43	24	32	52	31	35	37	27	36	29	30
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	75	77	104	67	107	109	55	41	26	40	70	57	60	68	46	54	56	70
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Asprobacter	7	5	1	2	0	3	7	9	3	6	0	9	5	1	5	4	10	5
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Hyphomonas	7	5	5	5	6	0	7	7	2	8	11	5	4	5	5	10	3	11
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Unassigned	3	4	1	1	3	2	9	1	1	2	6	3	3	1	2	6	2	5
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Unassigned|Unassigned	5	0	0	3	0	2	1	6	2	1	1	4	3	0	0	1	1	16
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Afifellaceae|Afifella	17	13	18	17	13	15	15	12	7	11	12	14	12	8	26	19	9	13
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Ancalomicrobiaceae|Prosthecomicrobium	3	11	9	3	2	2	11	10	13	5	8	6	7	5	7	15	10	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Boseaceae|Bosea	42	45	118	155	97	56	44	56	24	28	53	32	51	36	34	62	88	58
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium	214	302	277	220	259	283	308	204	178	185	265	246	206	191	240	253	223	261
