Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	40	50	10	27	40	50	43	31	29	25	18	26	81	29	32	22	42	41
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae|Turneriella	6	2	11	11	15	10	10	10	11	20	16	7	11	15	13	16	7	20
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Marispirochaeta	1	1	1	2	1	0	2	3	3	3	2	3	0	6	2	3	0	4
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	50	76	68	62	65	59	58	59	62	41	48	51	57	62	64	53	73	50
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Lacunisphaera	0	1	1	0	2	0	1	1	2	5	6	7	4	3	5	3	2	1
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus	1	0	0	0	0	0	0	2	2	1	1	9	2	1	4	3	0	2
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Unassigned	0	0	1	2	1	3	2	0	7	3	10	8	9	6	7	3	5	3
Bacteria|Verrucomicrobia|Spartobacteria|Unassigned|Unassigned|Spartobacteria_genera_incertae_sedis	3	1	3	0	2	2	13	3	7	1	5	8	4	2	3	8	2	3
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned|Subdivision3_genera_incertae_sedis	7	3	5	1	2	5	4	4	7	6	8	4	3	2	8	4	1	4
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Luteolibacter	0	0	3	0	1	1	2	2	7	1	8	7	3	6	1	3	3	1
