ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_164	1.438	10.996	0.0227748490356752	0.126296890106926	Enriched	0.175	0.067	0.028	0.095	0.558	0.168	0.061	0.143	0.034	0.084	0.099	0.035	0.067	0.086
ASV_17	0.534	13.96	0.0285956676772809	0.153911976027718	Enriched	1.274	0.897	1.507	0.885	0.999	1.288	1.196	1.77	1.041	0.826	0.913	0.952	0.852	0.799
ASV_283	0.911	11.013	0.0319358097357169	0.158571510924663	Enriched	0.16	0.089	0.13	0.104	0.24	0.08	0.273	0.134	0.052	0.076	0.161	0.078	0.109	0.06
ASV_92	1.813	11.227	0.0320013948565812	0.158571510924663	Enriched	0.232	0.067	0.54	0.2	0.225	0.296	0.008	0.126	0.034	0.051	0	0.251	0.05	0.017
ASV_68	0.616	12.75	0.0332128483772585	0.158571510924663	Enriched	0.546	0.365	0.512	0.399	0.612	0.488	0.712	0.554	0.421	0.438	0.278	0.312	0.267	0.472
ASV_30	-0.659	13.23	0.0334354142081452	0.158571510924663	Depleted	0.502	0.808	0.754	0.677	0.411	0.392	0.22	0.562	0.654	0.649	0.985	0.883	0.627	1.048
ASV_40	0.917	11.63	0.0342771736548064	0.158571510924663	Enriched	0.267	0.143	0.381	0.373	0.132	0.184	0.114	0.419	0.181	0.076	0.206	0.113	0.067	0.215
ASV_144	-1.15	10.798	0.0346604395463745	0.158571510924663	Depleted	0.067	0.152	0.177	0.087	0.015	0.032	0.038	0.05	0.12	0.042	0.313	0.156	0.167	0.112
ASV_59	0.615	12.28	0.0360256491089909	0.160797409437691	Enriched	0.389	0.26	0.251	0.312	0.356	0.424	0.568	0.419	0.249	0.244	0.188	0.277	0.292	0.309
ASV_45	0.854	12.849	0.0400049823877609	0.17053323385099	Enriched	0.619	0.348	0.558	0.321	0.651	0.648	1.075	0.461	0.396	0.607	0.197	0.173	0.46	0.258
ASV_115	-0.778	11.236	0.0400706505770085	0.17053323385099	Depleted	0.109	0.192	0.102	0.191	0.124	0.048	0.121	0.067	0.112	0.261	0.197	0.19	0.142	0.249
ASV_156	0.904	9.898	0.0456320469754494	0.189787831738801	Enriched	0.065	0.035	0.093	0.087	0.046	0.056	0.03	0.075	0.034	0.025	0.072	0.017	0.025	0.034
ASV_10	0.697	14.416	0.0545144838978994	0.220955129066425	NotSig	1.812	1.137	1.005	1.12	1.797	2.112	2.824	2.013	1.187	1.693	0.743	0.814	1.588	0.799
ASV_94	-1.24	11.692	0.0555406335358227	0.220955129066425	NotSig	0.122	0.297	0.019	0.043	0.186	0.184	0.182	0.117	0.146	0.143	0.072	0.165	0.551	0.704
ASV_8	-0.617	14.555	0.0596606518208352	0.23229572943006	NotSig	1.288	2.025	1.758	1.693	1.666	1.184	0.583	0.847	1.978	2.317	1.782	3.083	1.412	1.58
ASV_67	0.685	12.362	0.0650047789816537	0.243084081492706	NotSig	0.419	0.266	0.251	0.234	0.519	0.44	0.598	0.47	0.181	0.362	0.125	0.277	0.318	0.335
ASV_48	-0.539	12.365	0.0670451011876282	0.243084081492706	NotSig	0.283	0.416	0.354	0.321	0.201	0.376	0.129	0.319	0.335	0.447	0.367	0.45	0.393	0.507
ASV_925	1.171	11.065	0.067357731152279	0.243084081492706	NotSig	0.179	0.084	0.047	0.069	0.217	0.408	0.106	0.226	0.043	0.025	0.17	0.199	0.017	0.052
ASV_174	-0.742	10.624	0.0677447440225574	0.243084081492706	NotSig	0.069	0.118	0.112	0.113	0.062	0.016	0.03	0.084	0.12	0.11	0.152	0.147	0.075	0.103
ASV_16	-0.679	13.877	0.0722658095484506	0.25233051605139	NotSig	0.773	1.258	0.763	0.712	1.325	0.816	0.409	0.612	1.368	0.969	0.725	0.987	2.398	1.099
ASV_125	-0.691	11.19	0.073316908485921	0.25233051605139	NotSig	0.108	0.18	0.13	0.087	0.209	0.096	0.053	0.075	0.146	0.27	0.134	0.173	0.167	0.189
ASV_152	-0.511	11.297	0.0744581850643446	0.25233051605139	NotSig	0.128	0.188	0.158	0.087	0.124	0.112	0.121	0.168	0.146	0.177	0.251	0.199	0.175	0.18
ASV_21	-0.622	13.24	0.0802397980679515	0.264725721456523	NotSig	0.511	0.794	0.428	1.033	0.566	0.352	0.288	0.403	0.645	0.927	0.573	0.814	1.178	0.627
ASV_75	0.575	11.887	0.0810089639429798	0.264725721456523	NotSig	0.286	0.199	0.13	0.234	0.38	0.256	0.424	0.294	0.232	0.185	0.215	0.208	0.159	0.197
ASV_1276	0.418	13.179	0.0837777877173949	0.265965369358868	NotSig	0.704	0.543	0.586	0.703	0.86	0.744	0.644	0.688	0.473	0.573	0.708	0.45	0.476	0.575
ASV_99	0.509	11.432	0.084295035097346	0.265965369358868	NotSig	0.203	0.147	0.158	0.174	0.194	0.248	0.182	0.26	0.103	0.11	0.206	0.165	0.125	0.172
ASV_71	0.845	11.992	0.0879997232575382	0.272948294171686	NotSig	0.344	0.193	0.27	0.13	0.132	0.248	0.227	1.057	0.163	0.16	0.278	0.165	0.142	0.249
ASV_130	-0.568	11.039	0.0916013150289906	0.279384010838421	NotSig	0.103	0.157	0.13	0.148	0.108	0.104	0.053	0.075	0.12	0.152	0.251	0.113	0.134	0.172
ASV_73	-0.795	12.054	0.0952330270377857	0.285699081113357	NotSig	0.203	0.362	0.344	0.182	0.116	0.216	0.083	0.277	0.103	0.345	0.313	0.901	0.267	0.24
ASV_88	1.493	11.78	0.104662745030589	0.303930668039476	NotSig	0.344	0.124	0.307	0.425	0.054	0.048	0.015	1.216	0.189	0.034	0.331	0.156	0.008	0.026
ASV_70	0.718	12.797	0.105817312960653	0.303930668039476	NotSig	0.573	0.36	0.27	0.295	0.875	0.448	1.022	0.528	0.301	0.194	0.242	0.355	0.719	0.352
ASV_158	-0.891	10.719	0.106750562019752	0.303930668039476	NotSig	0.069	0.13	0.102	0.035	0.015	0.048	0.129	0.084	0.241	0.152	0.116	0.043	0.042	0.189
ASV_61	-0.606	11.763	0.107953515970306	0.303930668039476	NotSig	0.178	0.275	0.251	0.339	0.101	0.168	0.106	0.101	0.387	0.227	0.34	0.294	0.167	0.232
ASV_3	-0.464	15.395	0.12092190553704	0.335283465352702	NotSig	2.439	3.46	1.972	1.502	2.851	2.368	3.369	2.575	2.813	5.35	3.197	3.602	3.451	2.344
ASV_90	0.673	11.743	0.133696010636384	0.3519273158179	NotSig	0.272	0.172	0.14	0.304	0.147	0.288	0.182	0.57	0.12	0.101	0.215	0.156	0.351	0.086
ASV_76	-0.516	12.015	0.135280082894375	0.3519273158179	NotSig	0.221	0.326	0.4	0.243	0.209	0.168	0.136	0.168	0.206	0.278	0.528	0.416	0.201	0.326
ASV_105	-0.668	11.417	0.1385433277528	0.3519273158179	NotSig	0.132	0.211	0.121	0.078	0.093	0.24	0.083	0.176	0.396	0.329	0.116	0.165	0.142	0.12
ASV_112	-0.724	10.995	0.13877967046883	0.3519273158179	NotSig	0.093	0.159	0.186	0.13	0.093	0.064	0.045	0.042	0.292	0.084	0.179	0.242	0.058	0.094
ASV_266	0.677	10.547	0.139391988351433	0.3519273158179	NotSig	0.107	0.067	0.177	0.139	0.07	0.024	0.098	0.134	0.043	0.025	0.081	0.061	0.092	0.103
ASV_89	-0.547	11.566	0.139896549300458	0.3519273158179	NotSig	0.157	0.232	0.195	0.226	0.101	0.144	0.068	0.21	0.095	0.295	0.233	0.251	0.217	0.301
ASV_108	0.507	11.497	0.140386306309873	0.3519273158179	NotSig	0.213	0.151	0.205	0.182	0.147	0.232	0.235	0.277	0.155	0.169	0.09	0.104	0.259	0.129
ASV_172	0.632	10.802	0.147007095157924	0.363544573160811	NotSig	0.129	0.085	0.13	0.148	0.217	0.104	0.023	0.151	0.103	0.076	0.134	0.061	0.058	0.077
ASV_52	-0.517	12.522	0.151054282809299	0.367991446183778	NotSig	0.315	0.462	0.27	0.373	0.573	0.208	0.182	0.285	0.335	0.699	0.421	0.346	0.368	0.601
ASV_167	-0.612	10.73	0.152827048688345	0.367991446183778	NotSig	0.08	0.126	0.065	0.174	0.077	0.032	0.038	0.092	0.086	0.084	0.215	0.173	0.092	0.103
ASV_20	-0.962	13.768	0.156115219543703	0.371027080214256	NotSig	0.643	1.227	0.558	1.259	0.209	0.816	0.507	0.512	0.714	0.843	0.278	0.338	4.804	0.386
ASV_113	1.173	13.332	0.161867583275458	0.372050814696206	NotSig	0.942	0.431	0.242	0.286	0.054	3.553	1.431	0.084	0.946	0.126	0.358	0.372	0.217	0.567
ASV_103	1.088	11.519	0.163686366472801	0.372050814696206	NotSig	0.243	0.12	0.074	0.026	0.139	0.168	0.833	0.218	0.009	0.034	0.125	0.104	0.142	0.309
ASV_98	0.99	11.456	0.16461718317761	0.372050814696206	NotSig	0.227	0.121	0.177	0.043	0.077	0.16	0.81	0.092	0.12	0.008	0.107	0.173	0.117	0.197
ASV_124	0.38	11.358	0.164678229455698	0.372050814696206	NotSig	0.184	0.145	0.177	0.174	0.217	0.184	0.167	0.185	0.163	0.118	0.179	0.121	0.134	0.155
ASV_188	0.538	11.015	0.168607665096453	0.376282959910378	NotSig	0.148	0.103	0.214	0.104	0.139	0.168	0.121	0.143	0.198	0.093	0.081	0.043	0.134	0.069
ASV_109	0.421	11.606	0.173091143601806	0.378292372070244	NotSig	0.224	0.172	0.214	0.156	0.263	0.192	0.273	0.243	0.189	0.185	0.179	0.19	0.201	0.086
ASV_668	-0.608	10.67	0.173642400294538	0.378292372070244	NotSig	0.076	0.118	0.14	0.061	0.015	0.04	0.091	0.109	0.095	0.169	0.152	0.121	0.117	0.052
ASV_128	0.427	11.233	0.179135916035778	0.385669089818204	NotSig	0.171	0.129	0.233	0.156	0.101	0.224	0.114	0.201	0.129	0.135	0.152	0.113	0.15	0.094
ASV_84	-0.423	11.816	0.193740261742888	0.412261254638936	NotSig	0.195	0.269	0.205	0.069	0.217	0.256	0.227	0.193	0.215	0.32	0.26	0.242	0.259	0.318
ASV_77	-0.63	11.962	0.218169942275288	0.454378677588946	NotSig	0.199	0.32	0.205	0.122	0.294	0.184	0.212	0.176	0.138	0.539	0.134	0.814	0.134	0.163
ASV_47	0.291	12.747	0.218499036217635	0.454378677588946	NotSig	0.499	0.419	0.465	0.425	0.488	0.48	0.515	0.621	0.335	0.379	0.43	0.494	0.384	0.489
ASV_14	-0.395	13.97	0.223381516424455	0.459312556243542	NotSig	0.923	1.255	0.642	0.529	0.937	0.992	1.522	0.914	1.204	0.885	1.379	0.866	1.554	1.64
ASV_78	-0.498	11.821	0.228654594282198	0.464931008373802	NotSig	0.191	0.28	0.223	0.191	0.093	0.112	0.341	0.185	0.206	0.11	0.287	0.528	0.309	0.24
ASV_54	0.484	12.842	0.237585373683832	0.477781575649904	NotSig	0.566	0.41	0.381	0.2	0.356	1.008	0.613	0.839	0.482	0.64	0.251	0.39	0.326	0.369
ASV_42	-0.642	12.891	0.241167769857163	0.47971415091153	NotSig	0.395	0.611	0.428	0.174	0.17	0.656	0.379	0.562	0.637	1.736	0.188	0.39	0.451	0.266
ASV_15	0.252	13.891	0.257106195761326	0.50059486699307	NotSig	1.113	0.96	0.949	1.302	1.147	1.048	1.022	1.208	0.8	0.725	1.021	1.195	0.969	1.048
ASV_119	-0.414	11.287	0.257136161187697	0.50059486699307	NotSig	0.131	0.181	0.121	0.148	0.186	0.112	0.129	0.092	0.181	0.093	0.242	0.095	0.201	0.275
ASV_183	0.529	10.854	0.268448948344803	0.514211129011842	NotSig	0.13	0.091	0.13	0.035	0.124	0.104	0.121	0.268	0.026	0.152	0.063	0.104	0.125	0.077
ASV_129	-0.37	11.227	0.270127333641987	0.514211129011842	NotSig	0.131	0.171	0.149	0.226	0.077	0.128	0.061	0.143	0.181	0.143	0.224	0.173	0.125	0.18
ASV_288	0.611	11.323	0.272559997345075	0.514211129011842	NotSig	0.194	0.131	0.074	0.217	0.256	0.088	0.091	0.436	0.06	0.042	0.152	0.338	0.075	0.12
ASV_28	-0.454	13.697	0.277880031176184	0.51889842556369	NotSig	0.762	1.044	0.995	0.998	0.209	1.392	0.348	0.629	1.204	1.255	0.699	0.996	1.379	0.73
ASV_101	0.383	11.294	0.292744285143838	0.541133375568913	NotSig	0.173	0.137	0.167	0.095	0.186	0.168	0.303	0.117	0.112	0.194	0.143	0.139	0.134	0.103
ASV_160	-0.351	10.715	0.306929559814307	0.561681094460182	NotSig	0.087	0.113	0.047	0.139	0.077	0.112	0.053	0.092	0.12	0.076	0.107	0.13	0.117	0.129
ASV_149	-0.422	11.036	0.315344808395029	0.571367326101884	NotSig	0.11	0.152	0.084	0.191	0.062	0.064	0.098	0.159	0.138	0.059	0.313	0.139	0.159	0.103
ASV_143	-0.44	10.899	0.330270464402425	0.589196980204251	NotSig	0.096	0.137	0.149	0.043	0.046	0.088	0.174	0.075	0.077	0.084	0.197	0.26	0.117	0.086
ASV_107	0.489	11.451	0.331624529841737	0.589196980204251	NotSig	0.207	0.147	0.167	0.156	0.023	0.248	0.204	0.444	0.267	0.152	0.134	0.087	0.134	0.112
ASV_96	0.649	11.561	0.353171992711028	0.621446871789597	NotSig	0.224	0.153	0.167	0.069	0.054	0.056	0.931	0.067	0.163	0.084	0.251	0.13	0.15	0.137
ASV_132	0.284	11.13	0.358659482344748	0.622198773727856	NotSig	0.151	0.126	0.158	0.208	0.093	0.192	0.144	0.109	0.129	0.11	0.17	0.104	0.134	0.112
ASV_69	0.231	11.934	0.360399289700288	0.622198773727856	NotSig	0.271	0.236	0.27	0.304	0.287	0.256	0.257	0.252	0.198	0.202	0.278	0.199	0.301	0.24
ASV_60	-0.323	12.129	0.364226147774346	0.622928832174817	NotSig	0.255	0.33	0.214	0.243	0.178	0.192	0.5	0.201	0.31	0.43	0.331	0.346	0.167	0.395
ASV_51	-0.386	12.582	0.372258232900291	0.62784388416677	NotSig	0.35	0.471	0.344	0.642	0.55	0.144	0.129	0.294	0.49	0.194	0.439	0.771	0.443	0.489
ASV_13	-0.489	13.643	0.373961657782393	0.62784388416677	NotSig	0.7	1.012	0.093	0.382	1.728	0.864	0.447	0.688	0.843	0.885	0.672	0.476	1.487	1.709
ASV_965	-0.395	10.643	0.388204784279709	0.63920253555159	NotSig	0.081	0.11	0.084	0.139	0.07	0.056	0.038	0.101	0.103	0.042	0.224	0.087	0.042	0.163
ASV_140	0.339	11.122	0.388994265809049	0.63920253555159	NotSig	0.151	0.123	0.13	0.113	0.093	0.16	0.25	0.159	0.052	0.143	0.179	0.13	0.175	0.06
ASV_34	-0.257	12.855	0.395574450446899	0.63920253555159	NotSig	0.45	0.547	0.707	0.443	0.442	0.384	0.227	0.495	0.559	0.598	0.734	0.398	0.384	0.61
ASV_66	0.265	12.227	0.400657896453052	0.63920253555159	NotSig	0.339	0.286	0.27	0.304	0.372	0.384	0.326	0.377	0.258	0.371	0.224	0.234	0.468	0.163
ASV_173	-0.218	12.912	0.400964974318538	0.63920253555159	NotSig	0.469	0.564	0.363	0.382	0.519	0.392	0.628	0.528	0.473	0.564	0.618	0.632	0.468	0.627
ASV_415	-0.34	11.201	0.401684653488704	0.63920253555159	NotSig	0.129	0.165	0.149	0.217	0.101	0.168	0.045	0.092	0.232	0.126	0.206	0.095	0.1	0.232
ASV_18	-0.278	14.538	0.419180435353924	0.648215164924748	NotSig	1.478	1.803	1.498	2.995	0.852	1.176	0.78	1.568	2.236	1.87	2.302	1.169	1.955	1.288
ASV_102	0.424	11.668	0.42099928381197	0.648215164924748	NotSig	0.232	0.176	0.251	0.095	0.256	0.112	0.507	0.168	0.112	0.362	0.063	0.095	0.209	0.215
ASV_46	0.299	12.324	0.42150821320194	0.648215164924748	NotSig	0.364	0.308	0.419	0.165	0.457	0.344	0.5	0.302	0.155	0.177	0.331	0.398	0.493	0.292
ASV_12	-0.194	14.026	0.421516965169645	0.648215164924748	NotSig	1.047	1.23	0.949	1.111	0.914	1.064	1.204	1.04	1.118	1.618	1.299	1.498	0.886	0.962
ASV_62	0.192	12.206	0.430062452898683	0.655845240670492	NotSig	0.327	0.292	0.298	0.356	0.287	0.368	0.333	0.319	0.292	0.337	0.304	0.234	0.334	0.249
ASV_148	-0.415	11.126	0.439496192360529	0.660908412636555	NotSig	0.114	0.158	0.028	0.113	0.07	0.2	0.242	0.034	0.138	0.076	0.134	0.113	0.267	0.223
ASV_53	-0.435	12.44	0.44060560842437	0.660908412636555	NotSig	0.3	0.428	0.14	0.139	0.263	0.112	0.977	0.168	0.568	0.244	0.43	0.364	0.217	0.747
ASV_26	-0.587	13.1	0.446003766713697	0.662951011807233	NotSig	0.468	0.713	0.577	0.582	0.387	1.08	0.114	0.067	1.333	0.227	0.466	0.294	0.033	1.923
ASV_136	-0.287	10.957	0.449212707454082	0.662951011807233	NotSig	0.107	0.133	0.13	0.061	0.085	0.104	0.167	0.092	0.181	0.177	0.081	0.078	0.15	0.129
ASV_157	0.337	10.974	0.461153091461485	0.675128125899614	NotSig	0.137	0.108	0.14	0.191	0.155	0.04	0.061	0.235	0.069	0.118	0.063	0.113	0.201	0.086
ASV_100	-0.343	11.291	0.476936575690094	0.692693598026088	NotSig	0.14	0.178	0.205	0.295	0.031	0.048	0.076	0.185	0.163	0.101	0.251	0.139	0.184	0.232
ASV_11	-0.166	14.054	0.504712848610531	0.727263396029349	NotSig	1.08	1.245	0.958	1.224	0.767	1.024	1.416	1.09	1.187	1.458	1.567	1.212	0.852	1.194
ASV_166	0.365	10.783	0.517392451693448	0.732824758084799	NotSig	0.12	0.094	0.279	0.226	0.015	0.08	0.053	0.067	0.12	0.076	0.143	0.078	0.033	0.112
ASV_24	0.3	13.359	0.519664476744071	0.732824758084799	NotSig	0.775	0.649	0.391	1.328	1.278	0.296	0.492	0.864	0.516	0.64	0.385	1.533	0.426	0.395
ASV_141	0.415	11.024	0.520585893721442	0.732824758084799	NotSig	0.14	0.109	0.093	0.035	0.356	0.072	0.189	0.092	0.017	0.051	0.054	0.156	0.267	0.112
ASV_1396	-0.251	10.895	0.526734826269785	0.735820406163135	NotSig	0.105	0.126	0.102	0.226	0.093	0.096	0.03	0.084	0.146	0.11	0.116	0.104	0.159	0.12
ASV_843	0.213	11.254	0.545808959791126	0.756689694255879	NotSig	0.162	0.141	0.186	0.174	0.201	0.144	0.068	0.201	0.181	0.101	0.09	0.121	0.184	0.172
ASV_74	0.22	11.811	0.555899158849492	0.764883805033512	NotSig	0.246	0.219	0.251	0.286	0.302	0.168	0.257	0.21	0.129	0.236	0.448	0.095	0.159	0.249
ASV_9	-0.179	14.347	0.578104690635042	0.784507193976034	NotSig	1.338	1.524	1.088	2.378	1.007	1.296	0.704	1.551	1.626	0.952	1.29	1.342	2.189	1.743
ASV_855	-0.221	11.139	0.581300635608656	0.784507193976034	NotSig	0.128	0.152	0.177	0.087	0.124	0.072	0.114	0.193	0.189	0.194	0.143	0.225	0.042	0.12
ASV_81	0.242	11.532	0.583021739785468	0.784507193976034	NotSig	0.199	0.178	0.27	0.13	0.147	0.216	0.341	0.092	0.155	0.059	0.376	0.173	0.15	0.155
ASV_165	-0.237	10.692	0.592436493673673	0.791356776221038	NotSig	0.089	0.108	0.112	0.087	0.132	0.064	0.038	0.101	0.052	0.135	0.152	0.13	0.025	0.155
ASV_83	0.538	11.86	0.600363932786062	0.79276757011244	NotSig	0.292	0.197	0.177	0.382	0.147	0	0.023	1.023	0.628	0	0.116	0.208	0.084	0.146
ASV_186	-0.227	11.365	0.602156788227482	0.79276757011244	NotSig	0.153	0.182	0.177	0.286	0.085	0.176	0.061	0.134	0.095	0.177	0.161	0.329	0.084	0.249
ASV_79	0.222	11.967	0.610446872405851	0.797941268930505	NotSig	0.279	0.239	0.326	0.139	0.101	0.272	0.326	0.512	0.258	0.472	0.152	0.182	0.184	0.189
ASV_91	-0.335	11.62	0.620118699441223	0.800949870251759	NotSig	0.179	0.226	0.074	0.312	0.008	0.424	0.03	0.226	0.181	0.447	0.161	0.32	0.125	0.12
ASV_106	-0.28	11.69	0.621502085113387	0.800949870251759	NotSig	0.184	0.233	0.028	0.078	0.178	0.352	0.386	0.084	0.258	0.438	0.17	0.234	0.175	0.12
ASV_126	0.295	11.2	0.636407945219765	0.810827538166839	NotSig	0.16	0.132	0.047	0.382	0.209	0.232	0.023	0.067	0.095	0.253	0.143	0.069	0.042	0.189
ASV_93	-0.329	11.453	0.642567061410921	0.810827538166839	NotSig	0.151	0.201	0.112	0.043	0.093	0.088	0.477	0.092	0.017	0.076	0.349	0.069	0.418	0.275
ASV_577	0.17	11.167	0.646079672197869	0.810827538166839	NotSig	0.151	0.137	0.167	0.191	0.132	0.184	0.053	0.176	0.086	0.118	0.26	0.095	0.125	0.137
ASV_139	-0.197	11.018	0.649778983404295	0.810827538166839	NotSig	0.116	0.138	0.14	0.148	0.248	0.048	0.053	0.059	0.112	0.118	0.161	0.19	0.109	0.137
ASV_736	0.164	11.508	0.651320481478281	0.810827538166839	NotSig	0.192	0.175	0.149	0.139	0.201	0.272	0.167	0.226	0.155	0.135	0.09	0.277	0.267	0.129
ASV_153	0.225	11.154	0.660760113761154	0.81702095147494	NotSig	0.151	0.133	0.112	0.339	0.116	0.168	0.098	0.075	0.224	0.126	0.143	0.225	0.025	0.052
ASV_162	-0.23	10.6	0.665837371693581	0.81777341624111	NotSig	0.084	0.099	0.13	0.174	0.077	0.032	0.015	0.075	0.163	0.034	0.134	0.052	0.075	0.137
ASV_33	0.124	12.894	0.677864051346729	0.82699414264301	NotSig	0.527	0.493	0.595	0.304	0.341	0.536	0.591	0.797	0.507	0.632	0.564	0.416	0.384	0.455
