#OTUID	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_769	0	0	0	0	0	0	198	1	0	1	0	82	1	0	0	30	0	0
ASV_995	0	0	0	0	0	0	3	59	120	56	1	10	9	10	4	13	0	28
ASV_1097	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	50	0	0
ASV_389	99	0	12	0	196	3	0	0	0	0	0	0	0	0	0	0	0	1
ASV_513	0	0	0	0	0	0	228	83	0	0	0	0	0	0	0	0	0	0
ASV_612	0	0	0	0	0	0	250	61	0	0	0	0	0	0	0	0	0	0
ASV_1337	4	0	0	0	0	2	37	0	0	22	0	22	0	29	0	114	24	56
ASV_1235	0	29	0	160	49	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1001	0	0	0	0	0	0	4	0	0	0	0	0	65	0	0	0	239	0
ASV_328	0	8	2	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0
ASV_552	61	0	3	81	9	154	0	0	0	0	0	0	0	0	0	0	0	0
ASV_617	0	0	0	0	0	0	8	54	13	0	1	23	21	0	72	92	3	21
ASV_782	0	1	0	19	1	3	9	0	0	0	3	0	17	28	150	30	46	1
ASV_599	0	2	0	3	0	0	0	54	103	0	0	0	145	0	0	0	0	0
ASV_1352	0	0	0	0	0	0	128	152	0	0	0	0	1	0	0	0	3	22
ASV_527	0	233	20	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_886	0	0	0	0	0	0	2	97	0	0	103	0	38	0	65	0	0	0
ASV_970	0	0	0	0	0	0	140	62	0	0	13	0	0	0	11	0	0	79
ASV_994	0	0	0	0	0	24	1	1	37	1	0	0	40	2	0	25	170	3
ASV_664	1	0	0	2	1	1	11	14	3	110	1	13	12	74	15	37	1	7
ASV_735	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	9	21
ASV_804	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	299	0
ASV_1261	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	7	250	6
ASV_1292	0	0	0	0	0	0	21	1	13	0	0	0	10	0	0	0	0	254
ASV_795	269	4	1	7	1	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV_952	0	0	0	0	0	0	25	0	0	0	0	188	0	0	0	32	37	17
ASV_502	0	0	0	0	0	0	3	74	37	142	0	4	10	10	6	9	0	3
ASV_906	0	0	0	0	0	0	10	11	172	0	19	3	55	0	17	6	1	4
ASV_1301	0	0	0	0	0	0	19	95	1	0	5	33	2	0	33	46	1	62
ASV_525	147	71	69	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_914	0	224	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_916	5	3	23	114	102	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_484	0	0	0	0	0	0	294	1	0	0	0	0	0	0	0	0	0	0
ASV_459	24	18	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_751	103	51	127	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_772	0	0	0	0	0	0	0	187	78	0	0	0	14	0	6	0	1	8
ASV_1190	0	0	0	0	3	1	79	111	0	0	0	19	11	0	10	48	0	11
ASV_1196	0	0	0	0	0	0	28	1	19	70	0	8	1	84	0	59	17	6
ASV_516	0	0	0	0	0	0	0	0	0	290	0	0	0	3	0	0	0	0
ASV_581	31	18	12	183	7	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_464	0	0	0	0	0	0	0	0	0	278	0	0	0	11	0	0	2	0
ASV_640	88	21	2	168	9	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_663	0	8	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_671	163	17	110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_696	0	0	0	0	0	0	175	57	0	2	14	32	0	5	2	0	0	4
ASV_614	0	0	0	0	0	0	44	45	46	106	41	0	0	5	1	0	0	2
ASV_903	0	0	0	0	0	0	0	126	0	49	35	2	0	42	35	1	0	0
ASV_1246	0	0	0	0	0	0	15	6	0	0	2	49	9	0	2	33	0	173
ASV_1500	0	0	0	0	0	0	56	29	0	0	65	0	0	0	82	0	6	51
ASV_869	0	2	0	0	0	0	70	80	70	1	2	8	36	0	13	4	0	3
ASV_573	0	1	15	146	26	100	0	0	0	0	0	0	0	0	0	0	0	0
ASV_489	29	44	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
ASV_572	0	12	5	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
ASV_736	0	0	0	0	0	0	0	0	197	0	0	0	89	0	0	0	0	0
ASV_704	49	95	1	4	133	1	0	2	0	0	0	0	0	0	0	0	0	0
ASV_1229	1	9	0	84	1	23	17	0	0	0	0	0	3	0	48	12	80	6
ASV_567	0	0	0	0	0	0	6	1	19	179	7	4	10	56	0	0	0	2
ASV_859	0	0	0	0	0	0	43	10	0	137	23	53	0	9	8	1	0	0
ASV_711	14	188	3	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_884	0	0	0	0	0	0	48	3	55	13	1	46	38	20	0	22	20	17
ASV_490	94	0	122	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_582	206	5	0	45	1	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1498	0	0	0	0	0	0	59	99	2	0	0	0	39	0	0	0	3	79
ASV_579	1	0	0	100	0	2	0	0	0	0	6	0	0	1	165	0	5	0
ASV_725	0	179	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_741	0	2	67	40	171	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_790	0	0	0	0	0	0	25	0	228	0	0	1	25	1	0	0	0	0
ASV_1348	0	0	0	0	0	0	115	40	0	0	0	10	14	0	0	69	11	20
ASV_895	0	1	0	1	1	29	45	4	12	1	0	2	23	15	9	72	53	11
ASV_506	0	0	0	0	0	0	91	121	0	0	0	0	0	0	0	0	0	66
ASV_747	0	0	0	0	0	0	11	152	2	9	0	3	21	12	8	8	2	50
ASV_488	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1139	0	275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	263	0
ASV_533	0	0	0	0	0	0	267	0	0	0	0	0	1	0	0	0	7	0
ASV_684	0	0	0	0	0	0	101	83	44	0	0	2	6	0	20	2	6	11
ASV_808	0	0	0	0	0	0	27	13	38	123	0	2	22	33	0	10	7	0
ASV_729	12	0	0	3	1	258	0	0	0	0	0	0	0	0	0	0	0	0
ASV_999	0	0	0	0	0	0	20	60	14	2	0	21	27	2	18	40	3	66
ASV_560	0	0	0	0	0	0	216	51	0	0	0	0	0	0	0	0	4	1
ASV_585	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0
ASV_600	0	0	0	0	0	0	105	104	0	0	0	0	0	0	0	0	4	58
ASV_629	0	136	0	0	68	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1251	0	0	0	0	0	0	76	42	0	0	44	0	0	0	65	0	1	42
ASV_477	0	0	0	0	0	0	0	0	258	0	1	0	10	0	0	0	0	1
ASV_577	0	0	0	0	0	0	1	2	229	0	0	0	38	0	0	0	0	0
ASV_1065	0	0	0	0	0	0	7	86	0	0	0	129	0	0	0	27	0	20
ASV_1106	1	1	0	0	0	24	50	0	0	0	0	45	3	0	0	63	77	5
ASV_650	0	0	0	0	0	0	55	36	0	0	31	73	0	0	12	19	0	43
ASV_813	0	0	0	0	0	0	0	117	0	0	135	0	0	0	16	0	0	1
ASV_1143	0	0	0	0	0	0	145	69	0	0	1	0	2	0	4	0	2	45
ASV_694	0	130	25	107	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_800	0	236	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_825	0	1	0	0	0	0	20	171	21	0	0	1	18	23	0	3	7	2
ASV_471	0	0	0	0	0	0	263	2	0	0	0	0	0	0	0	0	0	0
ASV_820	0	0	0	263	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_943	0	0	0	15	0	5	4	0	11	4	0	2	58	28	56	16	58	7
ASV_786	0	0	0	0	0	0	83	45	0	0	12	0	36	0	29	0	0	58
ASV_793	143	61	2	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_821	0	32	0	3	228	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_913	0	67	3	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1295	0	0	0	0	0	0	35	0	1	6	0	3	2	175	0	12	19	9
ASV_422	236	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_545	0	0	0	0	0	0	111	32	16	64	4	14	1	5	0	0	0	15
ASV_546	0	0	0	0	0	0	0	1	219	0	0	4	37	0	0	1	0	0
ASV_992	2	7	0	19	12	222	0	0	0	0	0	0	0	0	0	0	0	0
ASV_954	0	0	0	0	0	0	42	60	0	0	43	6	22	0	49	6	0	33
ASV_609	186	61	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_628	23	10	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_672	0	251	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_695	0	0	0	0	0	0	82	95	47	0	1	10	1	0	0	0	18	5
ASV_517	99	1	3	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_548	0	0	0	55	0	203	0	0	0	0	0	0	0	0	0	0	0	0
ASV_828	0	0	0	0	0	0	0	0	0	0	190	2	0	0	65	1	0	0
ASV_678	0	0	0	0	0	0	164	8	1	0	0	17	4	0	1	57	4	1
ASV_1028	3	0	0	2	3	0	4	0	10	6	4	15	2	15	7	60	20	105
ASV_519	224	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_544	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	1	0
ASV_988	8	21	25	0	100	102	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1021	0	2	88	0	1	163	0	0	0	0	0	0	0	0	0	0	0	1
ASV_676	0	0	0	31	0	0	0	0	0	0	1	0	0	0	222	1	0	0
ASV_491	0	8	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
ASV_534	0	0	0	0	0	0	2	3	12	215	0	0	3	18	0	0	0	1
ASV_1150	0	0	0	0	0	0	21	74	47	0	1	0	30	0	24	1	0	55
ASV_553	45	3	0	182	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_730	0	0	0	0	0	0	46	29	14	110	0	13	18	11	0	3	0	9
ASV_842	193	27	2	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_556	0	19	3	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
ASV_809	0	0	0	0	0	0	0	33	170	0	0	0	37	0	0	0	2	10
ASV_822	0	0	0	0	0	0	21	13	9	0	17	0	73	0	97	0	5	17
ASV_1031	0	0	0	0	0	0	4	0	0	0	4	0	54	0	169	1	15	4
ASV_679	0	0	0	0	0	0	30	0	0	10	0	155	0	18	1	37	0	0
ASV_888	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	249	0
ASV_551	0	0	0	0	0	0	0	0	245	0	0	0	5	0	0	0	0	0
ASV_574	0	0	0	0	0	0	130	0	0	0	0	59	0	0	20	11	14	16
ASV_827	0	0	0	0	0	0	2	0	4	137	1	4	0	24	1	53	1	23
ASV_1090	3	3	0	2	12	17	12	2	0	0	0	10	23	26	19	98	19	3
ASV_948	0	0	0	0	3	0	24	53	10	0	0	29	11	0	1	83	21	14
ASV_588	0	0	0	0	0	0	2	12	218	1	0	3	3	1	0	5	3	0
ASV_858	0	0	0	0	0	0	4	7	215	0	1	7	9	0	4	0	1	0
ASV_928	0	0	0	0	0	0	7	66	7	57	0	18	11	26	37	6	3	10
ASV_1117	0	0	0	0	0	0	219	11	0	0	0	0	0	0	0	0	0	17
ASV_1007	0	0	0	0	0	0	3	0	1	0	54	29	5	0	98	28	2	26
ASV_503	0	0	0	0	0	0	0	0	237	0	0	0	9	0	0	0	0	0
ASV_1135	7	0	0	0	0	0	11	0	0	56	0	0	1	60	0	12	98	0
ASV_454	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_706	58	54	20	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_876	0	0	0	0	0	0	2	0	3	4	0	0	81	20	51	0	73	9
ASV_1060	1	0	0	0	0	0	6	1	1	3	0	0	79	83	17	0	33	18
ASV_1360	0	0	0	0	0	0	1	202	1	7	0	8	12	3	0	3	2	3
ASV_550	0	0	0	0	0	0	0	71	131	0	0	0	36	0	3	0	0	1
ASV_787	0	0	0	0	0	0	51	5	7	112	8	13	4	15	1	1	2	23
ASV_1452	0	0	0	0	0	0	16	1	0	1	0	0	0	8	3	0	185	27
ASV_1509	0	0	0	0	0	0	9	40	0	0	59	0	45	0	87	0	0	1
ASV_562	0	0	0	0	0	0	3	179	35	5	0	9	8	0	0	2	0	0
ASV_1148	0	0	0	0	0	0	10	24	2	86	51	30	1	26	2	2	0	6
ASV_631	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_662	1	1	5	232	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_521	0	9	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
ASV_866	99	8	7	82	21	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_900	0	0	0	0	0	0	165	0	0	0	70	0	0	0	3	0	0	0
ASV_1113	0	0	0	0	0	0	9	9	17	0	1	6	26	0	33	7	3	126
ASV_448	41	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_686	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0
ASV_924	0	0	0	1	0	0	18	0	11	0	0	0	28	21	36	29	83	6
ASV_1212	0	0	0	0	0	0	0	0	176	4	1	1	13	7	27	3	0	0
ASV_960	1	19	2	0	30	180	0	0	0	0	0	0	0	0	0	0	0	0
ASV_615	0	0	0	0	0	0	40	100	57	9	4	2	8	0	1	1	0	9
ASV_717	0	0	0	0	0	0	3	189	0	0	0	0	0	0	0	0	0	39
ASV_1005	0	0	0	0	0	0	0	17	61	13	60	3	5	42	26	2	0	0
ASV_641	60	35	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
ASV_824	0	0	0	0	0	0	36	94	0	6	0	74	0	11	0	6	0	2
ASV_645	0	194	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1294	0	0	0	0	0	0	39	0	2	0	0	9	5	0	0	69	85	18
ASV_246	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_512	58	73	12	3	22	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1035	0	0	0	0	0	0	2	109	0	0	0	95	0	0	0	20	0	0
ASV_526	169	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_737	0	0	0	0	0	0	1	0	49	20	2	0	54	55	2	0	6	37
ASV_766	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1036	0	0	0	0	0	0	10	19	0	0	173	0	0	0	23	0	0	0
ASV_1168	0	0	0	0	0	0	32	0	0	0	0	44	2	1	0	121	17	8
ASV_583	0	0	0	177	0	0	0	0	0	0	1	0	0	0	46	0	1	0
ASV_665	0	0	0	0	0	0	62	35	0	0	8	3	1	0	24	22	4	66
ASV_776	63	55	2	63	39	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_702	0	0	0	0	0	0	0	0	196	0	0	8	15	0	0	5	0	0
ASV_841	90	89	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1019	0	28	0	8	0	186	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	20
ASV_595	0	18	1	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
ASV_565	9	15	2	2	102	91	0	0	0	0	0	0	0	0	0	0	0	0
ASV_569	0	0	0	0	0	0	154	0	0	18	0	0	0	49	0	0	0	0
ASV_675	0	0	4	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_756	0	2	1	196	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_925	0	0	1	0	0	0	23	0	2	0	0	25	12	5	35	83	30	5
ASV_892	24	13	51	99	15	18	0	0	0	0	0	0	0	0	0	0	0	0
ASV_982	32	26	20	33	29	80	0	0	0	0	0	0	0	0	0	0	0	0
ASV_621	7	12	0	1	7	192	0	0	0	0	0	0	0	0	0	0	0	0
ASV_627	213	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_644	0	0	0	0	0	0	0	1	193	0	0	3	16	1	1	0	1	3
ASV_710	0	13	1	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
ASV_882	0	0	0	0	0	0	29	27	8	112	0	3	0	21	2	3	0	14
ASV_564	0	0	0	0	0	0	0	0	212	0	0	0	6	0	0	0	0	0
ASV_658	138	3	5	0	7	65	0	0	0	0	0	0	0	0	0	0	0	0
ASV_670	0	0	0	0	0	0	0	0	212	0	0	0	6	0	0	0	0	0
ASV_979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	216	0
ASV_998	0	0	0	0	0	0	43	53	26	0	50	1	12	0	18	15	0	0
ASV_816	115	3	3	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1506	0	0	0	0	0	0	12	130	2	0	0	11	24	0	0	13	0	24
ASV_880	0	0	0	0	0	0	51	0	18	1	0	2	3	0	32	73	34	2
ASV_904	0	0	0	0	0	0	0	14	5	0	0	0	93	0	0	0	97	7
ASV_839	0	0	0	0	0	0	0	25	65	0	0	0	38	0	44	0	12	31
ASV_875	0	1	0	0	0	0	24	4	82	17	0	23	4	13	1	8	34	4
ASV_997	0	0	0	0	0	0	23	14	6	29	0	3	8	46	41	35	9	1
ASV_1057	0	0	0	0	0	1	54	12	1	22	1	79	0	15	0	0	12	17
ASV_1116	0	0	0	0	0	0	33	0	19	0	0	9	105	0	0	32	0	16
ASV_1121	0	0	0	0	0	0	16	65	16	1	0	20	14	1	14	20	0	47
ASV_594	0	170	10	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1025	0	0	0	0	0	0	7	135	0	0	0	31	2	0	0	19	4	15
ASV_1287	0	0	0	0	0	0	31	33	0	35	0	29	17	56	0	12	0	0
ASV_680	0	0	0	0	0	0	4	194	5	0	0	1	1	0	0	0	1	7
ASV_893	18	16	19	38	69	53	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1164	0	0	0	0	0	0	2	0	11	0	0	27	64	0	0	84	13	11
ASV_613	0	0	0	0	0	0	136	0	0	49	0	0	0	16	0	0	11	0
ASV_833	0	7	2	4	2	197	0	0	0	0	0	0	0	0	0	0	0	0
ASV_838	0	0	0	0	0	0	42	3	0	0	0	8	0	1	0	1	156	0
ASV_865	208	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1124	65	5	1	24	44	71	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1331	0	59	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_669	0	0	0	0	0	0	13	37	15	0	12	0	69	0	15	0	1	48
ASV_835	0	0	0	3	0	0	9	1	16	148	0	1	4	9	3	1	2	13
ASV_1083	0	58	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1160	0	0	0	0	0	0	70	98	6	0	0	0	2	0	1	9	1	22
ASV_1191	0	0	0	0	0	0	6	12	32	40	0	0	54	56	6	0	0	3
ASV_732	0	0	0	0	0	0	18	0	0	0	0	1	12	1	0	177	0	0
ASV_857	0	0	0	0	0	0	3	1	168	1	0	2	18	5	0	8	0	3
ASV_899	0	0	0	0	0	0	159	25	0	0	3	0	0	0	2	0	0	20
ASV_1037	0	0	0	0	0	0	6	4	94	0	0	64	17	0	0	23	0	0
ASV_844	13	0	0	0	0	31	12	0	2	1	0	0	13	1	4	0	96	35
ASV_930	0	0	0	0	0	0	0	0	4	0	0	0	203	0	0	1	0	0
ASV_1145	0	0	0	0	0	0	52	13	0	0	1	12	3	0	53	33	39	1
ASV_1521	1	0	0	0	0	0	10	0	2	2	0	0	47	14	18	2	46	65
ASV_796	51	3	17	61	0	75	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1446	0	0	0	0	0	0	0	1	0	0	1	0	0	3	185	1	8	7
ASV_625	0	0	0	0	0	0	14	99	28	0	0	1	27	0	0	3	3	31
ASV_504	9	1	0	192	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_834	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	24
ASV_973	0	1	0	2	0	0	1	17	40	0	0	0	83	0	19	1	2	39
ASV_619	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_831	21	35	0	0	64	84	0	0	0	0	0	0	0	0	0	0	0	0
ASV_604	163	17	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_734	0	0	0	0	0	0	2	110	26	0	0	22	7	0	16	3	7	10
ASV_934	112	25	46	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1297	0	0	0	0	0	0	101	25	0	0	0	18	0	0	7	9	1	40
ASV_1340	0	0	0	0	0	0	100	21	0	0	0	0	0	0	0	0	0	80
ASV_690	2	192	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_765	30	27	4	119	1	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV_777	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_922	0	0	0	0	0	0	18	1	0	0	16	0	86	0	80	0	0	0
ASV_1490	0	0	0	0	0	0	87	58	0	0	1	0	0	0	11	2	0	41
ASV_543	0	0	0	0	0	0	15	5	111	0	0	2	3	1	10	6	33	14
ASV_722	9	182	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_905	0	0	0	0	0	0	1	3	86	4	0	30	19	13	0	16	4	24
ASV_1040	0	0	0	0	0	0	5	0	0	2	0	9	6	8	0	70	5	93
ASV_1233	51	20	25	83	0	19	0	0	0	0	0	0	0	0	0	0	0	0
ASV_578	0	0	0	0	0	0	0	0	180	0	0	0	5	0	0	0	0	13
ASV_738	37	152	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_799	0	68	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1363	0	0	0	0	0	0	0	0	16	0	0	3	116	1	0	37	24	0
ASV_885	0	0	0	0	0	0	3	84	3	20	0	12	13	32	2	22	0	6
ASV_890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
ASV_910	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1206	0	0	0	0	0	0	1	195	0	0	0	0	0	0	0	0	0	0
ASV_868	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_753	0	87	23	79	4	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_823	0	0	0	0	0	0	82	26	28	16	0	3	12	5	0	6	15	1
ASV_915	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_731	0	0	0	0	0	0	42	0	56	0	0	35	5	0	1	9	33	12
ASV_1039	0	0	0	0	0	0	5	0	1	0	0	165	10	0	0	7	4	0
ASV_1122	0	0	0	0	0	0	2	53	0	92	0	6	1	14	0	12	1	10
ASV_590	33	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
ASV_610	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_748	0	0	0	0	0	0	149	7	1	0	0	12	2	1	0	8	4	7
ASV_1000	0	0	0	0	0	0	63	51	1	14	0	6	1	0	0	13	1	40
ASV_1010	31	0	3	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1221	24	3	18	96	35	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV_661	0	13	4	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1016	139	2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1091	0	0	0	0	0	0	127	16	0	0	0	0	0	0	1	0	1	44
ASV_1516	0	0	0	0	0	0	15	5	0	98	0	0	1	45	1	7	1	16
ASV_929	0	0	0	0	0	0	7	119	4	4	0	2	16	3	4	1	3	26
ASV_1296	0	0	0	0	0	0	13	21	16	16	7	16	18	39	6	7	3	26
ASV_700	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0
ASV_1052	0	0	0	2	0	0	3	0	3	0	0	0	44	27	36	20	39	12
ASV_1330	0	10	2	98	34	42	0	0	0	0	0	0	0	0	0	0	0	0
ASV_593	0	7	1	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
ASV_856	0	0	0	0	0	0	3	96	0	49	0	0	0	38	0	0	0	0
ASV_1033	0	0	0	0	0	0	0	9	0	0	0	0	7	0	0	9	0	160
ASV_1042	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	1	150	17
ASV_1344	0	0	0	0	0	1	122	11	0	0	0	4	6	4	0	27	10	0
ASV_642	1	0	0	0	3	181	0	0	0	0	0	0	0	0	0	0	0	0
ASV_767	0	0	26	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_794	15	63	0	7	93	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_801	0	147	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_775	17	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_792	16	2	1	0	6	159	0	0	0	0	0	0	0	0	0	0	0	0
ASV_990	3	2	52	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1009	0	0	0	0	0	0	0	0	1	0	0	6	9	12	33	90	17	15
ASV_1018	11	0	90	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_656	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	1
ASV_972	0	0	0	0	0	0	9	118	10	0	0	1	8	1	7	0	0	28
ASV_1029	0	0	0	0	0	0	123	52	0	0	0	0	0	0	0	0	0	6
ASV_785	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0
ASV_1063	0	0	0	0	0	0	0	64	0	92	0	2	0	7	7	0	0	8
ASV_845	55	0	9	7	100	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1067	0	0	0	0	0	0	21	0	42	6	0	28	12	17	2	21	14	16
ASV_798	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_854	0	0	0	0	0	0	24	0	14	27	0	28	12	27	2	29	4	12
ASV_951	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	34	3	0
ASV_1118	0	0	0	0	0	0	42	2	0	58	0	18	1	13	0	35	6	3
ASV_606	0	17	2	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1364	0	0	0	0	0	0	16	1	1	0	0	111	13	0	0	2	33	0
ASV_723	172	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_864	176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_933	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_632	0	0	0	0	0	0	61	80	21	0	0	6	0	0	1	2	0	5
ASV_739	151	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1041	0	0	0	0	0	0	7	0	1	2	0	5	28	25	0	13	91	3
ASV_1239	0	0	0	0	0	1	24	0	1	0	2	14	22	0	19	39	43	10
