#OTUID	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_18	200	846	115	3661	2476	747	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	11	6	0	5960	1830	144	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21	1	1	0	4	2	7780	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24	0	0	0	0	0	0	694	821	852	628	954	810	294	1100	447	372	8	664
ASV_25	89	32	144	1	2654	4410	2	1	2	0	0	0	0	0	0	0	0	0
ASV_33	558	0	209	1	5474	0	34	146	119	49	1	73	52	38	64	90	6	114
ASV_52	1702	73	0	0	3998	1212	0	0	1	0	0	0	9	0	0	0	0	1
ASV_34	3668	45	39	2632	295	252	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	292	30	0	0	6544	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1	0	443	105	1	0	6287	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26	0	0	0	0	0	0	116	2	4191	0	352	13	1146	0	250	39	11	391
ASV_29	83	0	0	979	34	5374	0	0	2	0	0	0	0	0	1	1	0	1
ASV_100	0	0	1	1	0	6301	0	0	0	0	0	0	0	0	0	0	0	0
ASV_43	0	304	4	2683	1292	1921	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27	0	0	0	0	0	0	3	8	5566	390	0	0	63	146	1	0	0	0
ASV_68	566	1	54	415	4030	1087	0	0	0	0	1	0	0	0	0	0	0	0
ASV_36	214	47	123	941	4120	516	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	277	5505	160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_35	1281	995	16	3350	166	27	0	0	0	0	0	0	0	0	0	0	0	0
ASV_40	211	88	10	5073	5	392	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	0	0	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23	5324	2	139	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
ASV_39	0	2	0	7	5	1	51	91	1916	1669	96	208	386	608	120	134	10	47
ASV_49	1241	217	42	1677	2011	135	0	0	0	0	0	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	0	0	4443	0	0	0	791	0	0	0	0	0
ASV_51	302	305	5	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	0	0	0	0	0	0	4	274	4411	31	5	0	288	9	3	0	9	50
ASV_72	0	0	0	0	0	0	514	577	959	0	986	783	293	0	244	215	0	512
ASV_37	0	0	0	0	1	0	7	125	1691	1080	739	111	328	602	200	137	2	12
ASV_38	868	316	308	2398	1081	13	0	1	0	0	0	0	0	0	0	0	0	0
ASV_63	0	0	0	0	0	1	1757	0	0	1532	1	9	0	1433	1	0	0	1
ASV_50	1	0	0	0	0	0	404	375	1494	895	2	39	346	412	65	264	18	378
ASV_32	4565	0	0	4	10	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_58	1	0	0	0	0	0	568	198	0	1346	1453	102	0	445	181	88	0	195
ASV_45	1372	1827	51	1	1245	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	1	24	96	2414	2	1086	262	264	0	123	90	1	12
ASV_46	0	1	0	0	0	0	4	35	3939	23	0	0	262	26	0	0	0	0
ASV_53	0	0	0	0	0	0	21	533	1890	228	195	477	160	326	62	272	26	51
ASV_76	600	410	20	1024	259	1922	0	0	0	0	0	0	0	0	0	0	0	0
ASV_607	0	134	9	0	0	4071	0	0	0	0	0	0	0	0	0	0	0	0
ASV_93	39	6	2	23	9	62	333	29	165	96	24	186	646	354	191	498	1075	381
ASV_60	45	93	91	457	445	2960	0	0	0	0	0	0	0	0	0	0	0	0
ASV_48	474	172	311	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_47	3	0	115	3747	18	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_231	3060	62	0	0	414	289	1	0	0	0	0	0	1	0	0	0	0	0
ASV_57	0	3777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	34	251	3231	12	0	54	82	4	26	9	0	17
ASV_71	0	1	0	0	1	1	2	7	3451	3	7	14	176	14	8	12	0	8
ASV_94	2	3116	0	0	514	0	0	0	3	0	0	0	10	0	0	0	0	0
ASV_77	625	326	420	2162	100	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_88	0	0	0	0	0	0	1	720	512	199	12	998	357	317	13	441	25	30
ASV_69	0	3353	47	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_89	0	0	0	0	0	0	417	619	19	1216	974	128	1	55	37	23	0	30
ASV_98	14	290	61	1	791	2344	0	0	0	0	0	0	0	0	0	0	0	0
ASV_111	835	40	0	0	1993	597	0	0	0	0	0	0	1	0	0	0	0	0
ASV_61	0	2897	88	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_83	1	0	0	5	3	3418	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	2665	77	3	209	153	231	0	0	0	0	0	0	0	0	0	0	0	0
ASV_139	0	0	0	0	0	0	3	1073	11	0	875	194	5	1	406	20	0	595
ASV_65	0	0	0	2928	0	247	0	0	0	0	0	0	0	0	0	0	0	0
ASV_80	0	0	0	0	0	0	191	380	834	55	183	242	235	125	164	201	18	479
ASV_67	0	0	0	0	0	0	130	1278	1157	54	1	208	19	12	0	18	29	168
ASV_78	667	1	148	1516	739	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	41	1351	14	11	1531	52	0	0	0	0	0	0	1	0	0	0	0	1
ASV_91	410	39	114	2038	398	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_75	26	187	7	2405	170	182	0	0	0	0	0	0	0	0	0	0	0	0
ASV_440	0	0	0	0	0	2945	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	31	11	65	0	1073	1730	1	0	1	0	0	0	0	0	0	0	1	0
ASV_82	0	0	0	0	0	0	0	318	914	266	567	103	65	370	222	58	1	8
ASV_84	664	5	0	186	6	2030	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	5	5	0	2181	638	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	0	0	0	0	0	0	61	219	81	144	273	410	164	592	184	308	5	446
ASV_79	0	0	0	0	0	0	251	348	152	775	637	229	58	128	65	58	1	140
ASV_101	0	0	0	0	0	0	24	116	2455	0	4	72	109	0	46	5	10	0
ASV_103	63	284	48	1292	856	234	0	0	0	0	0	0	0	0	0	0	0	0
ASV_236	0	227	2	1465	403	646	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	2	2	4	0	22	25	24	22	1810	4	0	48	539	8	0	73	48	87
ASV_81	95	166	87	2192	145	29	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	1	0	3	24	0	63	193	1575	47	3	217	62	49	32	289	53	85
ASV_110	0	0	0	0	0	0	195	303	21	1118	483	198	8	211	58	33	0	62
ASV_86	0	0	0	0	0	1	406	412	340	1125	300	0	4	44	19	0	0	18
ASV_64	0	1	89	0	848	1623	0	0	0	0	0	0	0	0	0	0	0	0
ASV_164	0	145	13	0	0	2368	0	0	0	0	0	0	0	0	0	0	0	0
ASV_123	112	44	8	2157	3	148	0	0	0	0	0	0	0	0	0	0	0	0
ASV_194	0	627	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_120	347	11	0	711	156	182	37	13	1	15	9	10	4	61	406	144	212	74
ASV_87	0	1948	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_118	155	123	2	0	2092	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_135	1269	18	22	863	100	85	0	0	0	0	0	0	0	0	0	0	0	1
ASV_102	0	0	0	0	1	0	1	63	729	433	355	54	193	320	113	76	1	6
ASV_122	15	2	0	0	1	114	16	1	35	58	1	2	1120	325	3	52	231	313
ASV_104	206	234	62	1702	2	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV_62	1	155	0	0	2116	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_92	85	50	322	1358	148	288	0	0	0	0	0	0	0	0	1	0	0	0
ASV_108	51	21	2	1103	32	1006	0	0	0	0	0	0	0	0	0	0	0	0
ASV_119	62	20	1	583	75	142	29	8	2	22	29	1	2	246	601	195	115	6
ASV_105	0	1	3	2084	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	558	85	20	591	779	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_96	0	0	0	0	0	0	2	20	1941	0	0	0	114	0	0	0	4	1
ASV_145	0	0	0	0	0	0	0	0	1688	0	0	0	361	0	0	0	0	0
ASV_179	7	3	3	98	3	53	89	2	94	50	9	8	429	205	329	88	498	63
ASV_116	0	0	0	0	0	0	22	1	1141	0	118	4	445	0	128	14	5	142
ASV_112	17	128	68	443	1232	131	0	0	0	0	0	0	0	0	0	0	0	0
ASV_99	0	1988	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_133	455	377	2	1086	55	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_202	0	0	0	0	0	0	345	3	0	1	0	1490	0	1	0	140	0	1
ASV_174	0	0	0	0	0	0	33	193	76	106	185	268	120	392	121	202	2	279
ASV_121	1	2	0	1	0	0	153	15	2	0	0	1	16	493	458	109	713	7
ASV_155	24	1	0	209	11	1722	0	0	0	0	0	0	1	0	1	0	0	0
ASV_171	0	0	0	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_124	0	0	0	0	0	0	1090	688	0	0	2	1	0	0	72	0	3	90
ASV_138	0	0	0	0	0	0	156	165	198	121	262	226	68	309	130	111	3	190
ASV_106	7	1905	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	181	23	2	1353	347	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_212	298	137	257	837	357	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	0	0	0	1	0	67	84	236	744	96	14	107	364	43	69	4	46
ASV_243	0	0	1	0	1	0	52	5	18	6	2	1	751	122	265	82	303	225
ASV_165	0	0	0	0	0	0	0	0	0	0	1	0	0	1	238	2	1583	2
ASV_153	0	0	0	2	1	0	20	23	581	419	42	97	172	303	47	72	5	30
ASV_136	534	1	8	1194	18	41	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	0	0	0	0	0	0	0	0	1760	0	0	12	11	0	0	0	0	6
ASV_149	895	62	10	689	78	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_137	37	9	6	1600	4	97	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	0	0	0	0	0	0	0	0	1404	0	0	0	336	0	0	0	0	0
ASV_230	0	0	0	0	0	0	399	125	0	0	193	421	1	0	88	325	1	184
ASV_129	97	1588	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_147	73	3	16	1197	308	125	0	0	0	0	0	0	0	0	0	0	0	0
ASV_206	1	1451	0	0	254	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_216	0	0	0	0	0	0	206	286	11	516	536	63	1	22	14	6	1	14
ASV_233	0	103	14	0	0	1554	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	130	997	9	0	530	2	0	0	1	0	0	1	0	0	0	0	0	0
ASV_125	0	0	0	0	0	0	0	0	0	1289	1	0	0	369	0	0	0	0
ASV_215	0	0	0	0	0	0	577	0	0	479	0	3	0	584	0	0	0	0
ASV_107	900	0	8	2	702	2	0	0	0	1	0	0	0	0	0	0	0	0
ASV_146	0	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_369	0	124	1	849	210	403	0	0	0	0	0	0	0	0	0	0	0	0
ASV_140	483	660	14	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_196	2	1564	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_141	18	11	1	365	41	276	15	0	1	0	12	0	82	10	384	169	170	8
ASV_130	6	43	321	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_172	0	0	0	0	1	0	3	36	454	236	280	36	124	249	86	47	1	2
ASV_150	773	73	19	6	658	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_144	0	265	131	763	0	363	0	0	0	0	0	0	0	0	0	0	0	0
ASV_128	1459	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_117	0	1	0	0	0	0	1007	502	0	0	0	0	0	0	0	0	0	0
ASV_235	0	0	0	0	0	0	24	235	525	63	5	5	353	104	35	33	26	77
ASV_169	0	0	0	0	0	0	14	86	1287	6	0	17	27	5	14	6	0	6
ASV_175	0	0	0	0	0	0	26	1	901	0	80	5	247	0	64	10	2	105
ASV_156	337	138	24	357	579	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_115	0	0	0	0	0	51	7	0	3	1165	1	0	7	105	3	12	69	7
ASV_167	0	0	0	0	0	0	568	0	0	1	0	0	1	0	0	0	0	857
ASV_183	0	0	0	0	0	0	627	405	0	60	217	97	0	2	10	2	0	4
ASV_190	469	571	23	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_148	0	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_154	0	0	0	0	0	0	126	196	897	1	0	124	13	1	19	19	0	2
ASV_209	0	0	0	0	0	0	53	458	105	0	3	199	91	9	68	308	31	69
ASV_152	0	0	0	0	0	0	1	3	1222	87	0	0	12	60	0	0	0	0
ASV_177	0	0	0	0	0	0	50	168	0	958	12	2	0	153	0	0	0	16
ASV_157	1351	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_170	1079	31	1	77	57	102	0	0	0	0	0	0	0	0	0	0	0	0
ASV_201	25	32	0	1	1272	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_113	0	15	0	0	1319	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_163	92	0	0	482	254	506	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	168	27	196	725	216	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	0	0	0	0	0	0	1	1	1160	0	3	1	153	0	1	0	0	1
ASV_225	8	12	0	38	36	17	45	31	498	25	4	29	68	84	91	104	159	38
ASV_265	0	998	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_207	0	785	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	0	207	32	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	0	859	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_162	2	0	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0
ASV_248	0	0	0	1	0	0	69	1	0	0	0	2	37	13	164	74	901	0
ASV_173	0	0	0	1	1255	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_195	0	0	0	0	0	0	7	128	485	49	68	159	55	133	22	124	8	17
ASV_299	1	1	0	40	1	51	28	0	7	33	6	0	288	126	314	22	173	159
ASV_250	0	0	0	0	0	0	186	215	244	71	3	111	110	159	7	53	5	76
ASV_188	61	131	15	681	330	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_161	0	0	0	0	0	0	18	67	137	832	0	1	30	69	2	8	3	47
ASV_270	0	0	0	0	0	0	0	193	122	71	6	389	125	121	9	156	11	11
ASV_151	3	5	0	531	668	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_197	0	0	0	0	0	0	75	133	228	14	80	106	132	52	95	77	11	202
ASV_203	1188	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_275	0	0	0	0	0	0	0	277	0	8	531	218	0	15	43	32	0	68
ASV_182	699	53	329	72	17	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_239	0	0	0	0	0	0	5	112	424	86	56	185	31	108	19	115	7	9
ASV_180	0	0	0	0	0	0	324	255	0	0	24	10	4	0	135	78	27	298
ASV_166	10	1	0	80	17	1010	1	0	0	0	0	0	0	0	0	0	0	0
ASV_192	15	603	3	170	311	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV_300	0	63	7	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	0	0	0	0	1111	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_213	1	1	0	9	0	9	92	0	234	220	15	21	192	189	49	58	7	10
ASV_159	0	0	0	0	0	0	0	396	594	0	3	0	102	0	6	0	0	0
ASV_205	230	1	0	69	2	790	0	0	0	0	0	0	0	0	0	0	0	0
ASV_220	8	0	0	33	3	10	235	2	34	19	7	110	136	27	133	101	90	126
ASV_287	0	0	0	0	0	0	94	34	0	236	382	37	0	123	67	30	0	64
ASV_193	0	0	0	0	0	0	219	694	0	0	0	105	0	0	0	9	2	29
ASV_158	669	292	56	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_331	816	102	8	11	70	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV_345	3	89	16	0	248	683	0	0	0	0	0	0	0	0	0	0	0	0
ASV_241	0	0	0	1	11	1	23	62	509	10	2	131	42	37	19	118	31	41
ASV_292	0	0	0	0	0	0	56	118	7	344	213	102	6	113	37	21	0	17
ASV_256	0	975	17	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_330	0	0	0	0	0	0	4	0	2	1	342	0	1	2	678	0	0	0
ASV_324	0	0	0	0	0	0	1	10	426	0	1	0	563	0	4	0	0	18
ASV_178	28	84	3	5	900	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_187	400	211	337	5	61	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_259	93	83	50	294	117	376	0	0	0	0	0	0	0	0	0	0	0	0
ASV_288	0	0	0	0	0	0	746	0	19	0	0	161	23	0	0	35	9	20
ASV_228	0	0	0	0	0	0	7	33	863	0	3	28	52	0	21	3	2	0
ASV_210	0	0	0	0	0	0	190	55	301	9	1	264	13	3	14	85	5	70
ASV_200	0	0	0	216	0	784	0	0	0	0	0	0	0	0	0	0	0	0
ASV_293	0	0	0	0	0	0	5	17	35	125	7	336	15	151	15	279	10	5
ASV_445	0	167	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_297	0	0	0	0	0	0	5	2	84	3	0	26	608	56	1	88	76	47
ASV_304	0	0	0	0	0	0	56	53	266	155	1	9	92	133	24	79	7	118
ASV_229	0	0	0	0	0	0	1	59	826	7	3	0	80	4	0	0	2	10
ASV_881	0	0	0	0	0	0	539	3	0	172	3	115	6	34	22	53	24	21
ASV_198	0	0	0	0	0	0	0	7	890	4	0	0	76	12	0	0	0	0
ASV_271	0	0	0	0	0	0	4	12	440	0	308	75	78	0	37	25	1	0
ASV_247	56	17	5	16	34	843	0	0	0	0	0	0	0	0	0	0	0	0
ASV_313	0	0	0	0	0	0	345	112	3	36	15	300	2	2	0	75	0	72
ASV_278	0	0	0	0	0	0	73	193	0	348	96	139	0	47	11	18	0	30
ASV_284	0	0	0	1	0	0	100	5	55	1	0	0	71	87	149	124	313	48
ASV_261	0	0	0	0	0	0	141	45	0	558	80	44	0	71	3	3	0	4
ASV_176	0	0	0	0	0	0	278	562	0	0	0	0	0	0	0	0	0	100
ASV_245	0	0	0	0	0	0	63	0	1	101	0	2	43	568	0	49	0	103
ASV_337	3	12	0	15	23	59	91	66	54	89	5	73	35	52	129	112	8	104
ASV_524	0	0	0	0	0	0	108	14	0	0	1	0	10	0	183	365	236	2
ASV_255	63	617	15	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_222	821	4	2	24	13	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_387	1	0	0	33	1	1	8	21	17	0	1	7	8	11	426	230	140	2
ASV_308	2	0	1	0	0	20	4	0	5	9	0	1	465	145	0	24	103	124
ASV_199	0	893	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_254	0	0	0	0	0	0	28	12	1	849	0	0	0	6	0	0	0	0
ASV_253	0	41	5	0	0	846	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	645	8	0	134	22	77	0	0	0	0	0	0	0	0	0	0	0	0
ASV_291	0	746	28	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_356	0	49	7	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0
ASV_186	0	0	0	0	0	0	742	0	0	0	0	0	0	0	0	0	90	48
ASV_189	0	0	0	0	0	0	4	4	760	11	2	5	64	14	3	6	0	6
ASV_237	0	0	0	804	0	75	0	0	0	0	0	0	0	0	0	0	0	0
ASV_251	0	0	0	872	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_289	0	0	0	0	0	0	0	0	713	0	0	0	163	0	0	0	0	0
ASV_211	0	0	0	0	0	0	2	37	800	2	0	0	11	1	0	0	15	5
ASV_217	186	4	8	216	34	416	0	0	0	0	0	0	0	0	0	0	0	0
ASV_340	0	0	0	0	0	0	308	151	0	0	61	0	0	0	68	0	0	275
ASV_242	0	1	0	0	17	7	8	5	496	0	0	12	213	7	0	44	18	34
ASV_281	0	0	0	0	0	0	115	138	113	337	112	0	3	29	8	0	0	7
ASV_542	0	0	0	0	1	0	14	0	4	2	1	0	347	49	141	49	150	96
ASV_262	29	6	0	422	18	377	0	0	0	0	0	0	0	0	0	0	0	0
ASV_268	0	89	1	2	756	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_482	1	17	65	295	340	129	0	0	0	0	0	0	0	0	0	0	0	0
ASV_208	1	0	0	426	0	7	1	0	0	0	14	0	0	1	391	0	4	0
ASV_285	0	0	0	0	0	0	58	311	58	2	2	47	59	11	32	97	8	158
ASV_238	0	0	38	801	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_321	0	0	0	0	0	0	68	78	35	172	238	89	22	44	35	11	1	47
ASV_309	0	32	5	0	0	802	0	0	0	0	0	0	0	0	0	0	0	0
ASV_377	0	0	0	0	0	0	1	0	0	18	595	125	0	0	77	18	0	4
ASV_252	54	27	3	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_274	0	0	0	0	0	0	84	17	62	0	232	30	185	0	99	42	0	85
ASV_418	2	0	0	39	2	18	12	2	33	12	3	2	162	107	140	38	230	31
ASV_276	0	41	1	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_780	0	2	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_185	0	0	0	0	0	0	0	10	754	0	0	5	51	0	0	9	0	0
ASV_1264	12	0	0	1	0	0	38	3	23	1	6	0	496	29	209	0	3	4
ASV_836	4	9	0	30	13	18	184	43	54	135	35	23	38	37	103	41	29	27
ASV_226	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	73
ASV_1101	22	18	4	3	125	639	0	0	0	0	0	0	0	0	0	0	0	0
ASV_224	0	0	30	0	261	518	0	0	0	0	0	0	0	0	0	0	0	0
ASV_272	13	49	5	634	59	43	0	0	0	0	0	0	0	0	0	0	0	0
ASV_305	0	0	0	0	0	0	1	54	212	62	190	2	27	167	75	7	2	1
ASV_269	0	0	0	0	0	0	28	466	18	26	0	5	52	34	25	5	10	120
ASV_295	0	0	0	0	0	0	458	253	0	0	1	1	0	0	31	0	2	38
ASV_392	0	0	0	0	8	1	246	323	0	0	0	42	23	0	22	75	3	39
ASV_357	1	2	0	3	0	70	110	9	32	5	2	10	61	45	26	201	155	48
ASV_279	33	9	200	398	40	97	0	0	0	0	0	0	0	0	0	0	0	0
ASV_376	0	25	2	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0
ASV_249	0	0	0	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	110	1	0	151	37	46	6	7	0	6	5	1	3	30	157	82	87	25
ASV_218	0	752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_344	0	0	0	0	0	0	4	0	0	0	723	0	0	0	25	0	0	0
ASV_530	0	0	0	0	0	0	159	43	0	0	68	201	0	0	53	130	0	96
ASV_260	6	39	25	153	468	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_257	0	0	0	0	0	0	152	266	22	0	0	1	7	0	0	0	8	288
ASV_326	18	5	0	151	20	28	4	1	1	5	9	1	0	96	251	91	56	3
ASV_244	0	0	0	0	0	0	569	157	1	0	1	0	0	0	0	0	3	3
ASV_322	0	0	0	0	0	0	125	258	0	1	267	0	0	0	39	0	1	43
ASV_181	0	0	0	0	0	0	416	21	152	49	0	16	18	9	0	27	21	3
ASV_204	0	583	31	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_334	0	0	0	0	0	0	0	0	0	1	1	0	0	0	91	0	630	0
ASV_1315	4	0	0	0	1	4	25	2	0	0	1	3	0	96	61	51	226	246
ASV_221	1	299	6	1	397	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV_399	0	0	0	0	0	0	11	46	22	29	57	115	36	148	47	85	2	120
ASV_227	0	0	0	0	0	0	711	4	0	0	0	0	0	0	0	0	0	0
ASV_232	66	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_311	341	262	44	0	2	58	0	0	0	0	0	0	0	0	0	0	0	0
ASV_492	3	6	0	0	15	13	81	77	0	226	0	64	18	84	0	68	3	47
ASV_219	83	19	1	4	12	585	0	0	0	0	0	0	0	0	0	0	0	0
ASV_587	0	0	0	0	0	0	96	0	0	0	0	557	0	0	0	50	0	1
ASV_410	0	21	2	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_282	4	692	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_315	9	1	0	6	0	683	0	0	0	0	0	0	0	0	0	0	0	0
ASV_303	0	0	0	0	0	0	10	4	49	504	7	12	15	92	0	1	0	2
