OTUID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1	OTUID2	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1160	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1160	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_1162	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1162	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured bacterium
OTU_1163	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1163	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1164	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1164	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1165	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1165	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_1167	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1167	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	RS62 marine group	uncultured bacterium
OTU_1168	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1168	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	uncultured bacterium
OTU_1169	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1169	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	RS62 marine group	uncultured bacterium
OTU_117	1	0	0	0	0	0	0	0	0	0	0	0	OTU_117	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Picochlorum sp. 'soloecismus'
OTU_1171	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1171	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1173	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1173	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1175	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1175	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured organism
OTU_1176	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1176	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1177	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1177	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1178	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1178	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Incertae Sedis	uncultured bacterium
OTU_1179	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1179	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	uncultured bacterium
OTU_118	2	18	42	2	3	4	0	0	0	2	0	0	OTU_118	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group	uncultured bacterium
OTU_1180	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1180	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1182	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1182	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_1183	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1183	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured bacterium
OTU_1184	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1184	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1185	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1185	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Chlamydomonas asymmetrica
OTU_1186	0	0	1	0	0	1	0	0	0	0	0	0	OTU_1186	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured bacterium
OTU_1187	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1187	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured organism
OTU_1188	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1188	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella aquatica
OTU_1193	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1193	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia	uncultured bacterium
OTU_1194	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1194	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured bacterium
OTU_1195	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1195	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Seohaeicola	Seohaeicola saemankumensis
OTU_1197	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1197	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1198	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1198	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_120	1	0	0	0	0	0	0	0	0	0	0	0	OTU_120	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Incertae Sedis	uncultured bacterium
OTU_1200	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1200	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	uncultured organism
OTU_1202	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1202	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1208	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1208	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	Unassigned
OTU_1209	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1209	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured cyanobacterium
OTU_1210	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1210	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1212	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Incertae Sedis	uncultured bacterium
OTU_1213	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1213	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	uncultured Hongiella sp.
OTU_1214	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1214	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_1217	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1217	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Incertae Sedis	uncultured organism
OTU_1218	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1218	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	uncultured gamma proteobacterium
OTU_1219	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1219	Bacteria	Sva0485	Incertae Sedis	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured organism
OTU_122	1	0	0	0	0	0	0	0	0	0	0	0	OTU_122	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Picochlorum sp. SENEW3
OTU_1221	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1221	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	Incertae Sedis	Unassigned
OTU_1222	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1222	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_1223	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1223	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacterium sp.
OTU_1225	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1225	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1227	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1227	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1229	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1229	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacterium sp.
OTU_123	1	0	0	0	0	0	0	0	0	0	0	0	OTU_123	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Picochlorum sp. 'soloecismus'
OTU_1230	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1230	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_1231	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1231	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis	uncultured bacterium
OTU_1232	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1232	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1233	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1233	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1236	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1236	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_1238	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1238	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_1239	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1239	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured bacterium
OTU_124	1	0	0	0	0	0	0	0	0	0	0	0	OTU_124	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Incertae Sedis	uncultured bacterium
OTU_1241	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1241	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1242	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1242	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	uncultured low G+C Gram-positive bacterium
OTU_1243	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1243	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	Unassigned
OTU_1246	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1246	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_1247	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1247	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	uncultured Alcaligenaceae bacterium
OTU_1248	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1248	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1249	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1249	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Incertae Sedis	uncultured bacterium
OTU_125	1	0	0	0	0	0	0	0	0	0	0	0	OTU_125	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1250	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1250	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Incertae Sedis	uncultured Bacteroidetes bacterium
OTU_1251	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1251	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1252	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1252	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	Incertae Sedis	uncultured bacterium
OTU_1253	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1253	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_1255	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1255	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104	Phormidium sp. SAG 61.90
OTU_1256	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1256	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Incertae Sedis	uncultured marine bacterium
OTU_1257	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1257	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios	uncultured bacterium
OTU_1258	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1258	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255 marine benthic group	uncultured bacterium
OTU_1259	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1259	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios	uncultured bacterium
OTU_126	1	0	0	0	0	0	0	0	0	0	0	0	OTU_126	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Picochlorum sp. 'soloecismus'
OTU_1260	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1260	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1262	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1262	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured gamma proteobacterium CHAB-III-7
OTU_1264	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1264	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_1265	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1265	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	Incertae Sedis	uncultured Flavobacterium sp.
OTU_1269	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1269	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_127	2	0	0	0	0	0	0	0	0	0	0	0	OTU_127	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Incertae Sedis	uncultured bacterium
OTU_1271	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1271	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Seohaeicola	uncultured bacterium
OTU_1272	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1272	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella	Terasakiella pusilla
OTU_1273	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1273	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1274	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1274	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1275	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1275	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured bacterium
OTU_1276	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1276	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	RS62 marine group	Unassigned
OTU_1277	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1277	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1278	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1278	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_1279	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1279	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_128	1	0	0	0	0	0	0	0	0	0	0	0	OTU_128	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_1280	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1280	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	marine metagenome
OTU_1281	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1281	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1282	0	0	2	0	0	0	0	0	0	0	0	0	OTU_1282	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	uncultured marine bacterium
OTU_1283	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1283	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1284	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1284	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group	uncultured marine bacterium
OTU_1285	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1285	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Incertae Sedis	uncultured bacterium
OTU_1286	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1286	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	Unassigned
OTU_1287	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1287	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Incertae Sedis	uncultured Flavobacteriia bacterium
OTU_1288	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1288	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter gangjinensis
OTU_1289	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1289	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	Candidatus Aquiluna rubra
OTU_1290	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1290	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Incertae Sedis	uncultured bacterium
OTU_1291	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1291	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1292	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1292	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_1294	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1294	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Incertae Sedis	uncultured organism
OTU_1295	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1295	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1296	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1296	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group	uncultured bacterium
OTU_1297	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1297	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured cyanobacterium
OTU_1298	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1298	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1299	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1299	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	Incertae Sedis	uncultured gamma proteobacterium
OTU_13	2	0	0	0	0	0	0	0	0	0	0	0	OTU_13	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Pavlova lutheri
OTU_130	1	0	0	0	0	0	0	0	0	0	0	0	OTU_130	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_1301	0	0	2	0	0	0	0	0	0	0	0	0	OTU_1301	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseibacterium	Roseobacter sp. WM2
OTU_1303	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1303	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Incertae Sedis	uncultured bacterium
OTU_1304	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1304	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Unassigned
OTU_1305	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1305	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1306	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1306	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Marivita	Rhodobacteraceae bacterium MOLA 13
OTU_1307	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1307	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Incertae Sedis	uncultured bacterium
OTU_1309	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1309	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	uncultured bacterium
OTU_131	1	0	0	0	0	0	0	0	0	0	0	0	OTU_131	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Kerstersia	uncultured bacterium
OTU_1311	0	0	1	0	0	0	0	0	0	1	1	0	OTU_1311	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unassigned	Unassigned
OTU_1312	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1312	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1313	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1313	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella aquatica
OTU_1314	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1314	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_1315	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1315	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Incertae Sedis	Unassigned
OTU_1316	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1316	Bacteria	Pseudomonadota	Gammaproteobacteria	Incertae Sedis	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1317	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1317	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	uncultured bacterium
OTU_1318	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1318	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_1319	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1319	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured marine bacterium
OTU_1320	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1320	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured Bacteroidetes bacterium
OTU_1322	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1322	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Thalassiosira pseudonana
OTU_1323	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1323	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	Roseovarius litoreus
OTU_1324	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1324	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_1325	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1325	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1327	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1327	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	UA-50	Incertae Sedis	uncultured bacterium
OTU_1329	0	0	1	0	0	2	0	0	0	0	0	0	OTU_1329	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_1330	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1330	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	Unassigned
OTU_1331	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1331	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade III	Incertae Sedis	uncultured bacterium
OTU_1332	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1332	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	uncultured organism
OTU_1333	0	0	1	0	0	0	0	0	0	0	0	0	OTU_1333	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
