OTUID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1	OTUID2	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2850	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2850	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unassigned
OTU_2851	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2851	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Planktothrix agardhii
OTU_2852	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2852	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured phototrophic eukaryote
OTU_2853	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2853	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	uncultured bacterium
OTU_2854	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2854	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Neglectella solitaria
OTU_2855	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2855	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2856	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2856	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Incertae Sedis	uncultured bacterium
OTU_2857	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2857	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Planktothrix agardhii
OTU_2858	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2858	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	bacterium enrichment culture clone B213(2011)
OTU_2859	0	0	0	0	0	0	0	0	2	0	0	0	OTU_2859	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_286	1	0	0	0	0	0	0	0	0	0	0	0	OTU_286	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Picochlorum sp. SENEW3
OTU_2860	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2860	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_2861	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2861	Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Incertae Sedis	uncultured bacterium
OTU_2862	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2862	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2863	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2863	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Nitzschia alba (marine diatom)
OTU_2864	0	0	0	0	0	0	0	0	4	0	0	0	OTU_2864	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Unassigned
OTU_2865	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2865	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured Cyanobacterium sp.
OTU_2866	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2866	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2867	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2867	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2868	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2868	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	UBA6140	Methylophilales bacterium LSUCC0135
OTU_2869	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2869	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_287	1	0	0	0	0	0	0	0	0	0	0	0	OTU_287	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2870	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2870	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2871	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2871	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured beta proteobacterium
OTU_2874	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2874	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus wooponensis
OTU_2875	0	0	0	0	0	0	0	0	4	0	0	0	OTU_2875	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2876	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2876	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2877	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2877	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Anabaenopsis sp. CENA549
OTU_2878	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2878	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea PCC-7104	Oscillatoria sp.
OTU_2879	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2879	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	bacterium enrichment culture clone B197(2011)
OTU_288	1	0	0	0	0	0	0	0	0	0	0	0	OTU_288	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unassigned	Unassigned
OTU_2880	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2880	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2881	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2881	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2882	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2882	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2883	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2883	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unassigned	Unassigned
OTU_2884	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2884	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Anabaenopsis sp. PCC 9215
OTU_2885	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2885	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	uncultured bacterium
OTU_2886	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2886	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	metagenome
OTU_2887	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2887	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Incertae Sedis	uncultured bacterium
OTU_2888	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2888	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2889	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2889	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_289	1	0	0	0	0	0	0	0	0	0	0	0	OTU_289	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Unassigned
OTU_2890	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2890	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter difficilis
OTU_2891	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2891	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2892	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2892	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_2893	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2893	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured beta proteobacterium
OTU_2894	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2894	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	uncultured bacterium
OTU_2895	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2895	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_2896	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2896	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Incertae Sedis	uncultured Planctomycetaceae bacterium
OTU_2897	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2897	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_2898	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2898	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured organism
OTU_2899	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2899	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_290	1	0	0	0	0	0	0	0	0	0	0	0	OTU_290	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2900	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2900	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Chlorella sorokiniana
OTU_2901	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2901	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Unassigned
OTU_2902	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2902	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2904	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2904	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2905	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2905	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Acetivibrio	Unassigned
OTU_2906	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2906	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2907	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2907	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	Incertae Sedis	uncultured bacterium
OTU_2908	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2908	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2909	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2909	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured phototrophic eukaryote
OTU_291	1	0	0	0	0	0	0	0	0	0	0	0	OTU_291	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_2910	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2910	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Snowella 0TU37S04	uncultured bacterium
OTU_2911	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2911	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Saccharedens	Unassigned
OTU_2912	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2912	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured Chlorella
OTU_2913	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2913	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured phototrophic eukaryote
OTU_2914	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2914	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2915	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2915	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Pseudochlorella pringsheimii
OTU_2917	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2917	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Lepocinclis spinosa
OTU_2918	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2918	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Candidatus Methylopumilus	Unassigned
OTU_2919	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2919	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Neglectella solitaria
OTU_292	1	0	0	0	0	0	0	0	0	0	0	0	OTU_292	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Picochlorum sp. SENEW3
OTU_2920	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2920	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_2921	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2921	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured phototrophic eukaryote
OTU_2922	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2922	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2923	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2923	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	uncultured actinobacterium
OTU_2924	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2924	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2925	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2925	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured bacterium
OTU_2926	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2926	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Anabaenopsis sp. CENA549
OTU_2927	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2927	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2928	0	0	0	0	0	0	0	0	2	0	0	0	OTU_2928	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_2929	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2929	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Porphyridium aerugineum
OTU_293	1	0	0	0	0	0	0	0	0	0	0	0	OTU_293	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unassigned	uncultured bacterium
OTU_2930	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2930	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_2931	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2931	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Unassigned
OTU_2932	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2932	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_2933	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2933	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	Unassigned
OTU_2934	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2934	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Dolichospermum NIES41	Unassigned
OTU_2935	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2935	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Synechocystis PCC-6803	Unassigned
OTU_2936	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2936	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_2937	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2937	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	966-1	metagenome
OTU_2938	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2938	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured diatom
OTU_2939	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2939	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	Chlorella sorokiniana
OTU_294	1	0	0	0	0	0	0	0	0	0	0	0	OTU_294	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2940	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2940	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_2941	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2941	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2942	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2942	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	uncultured bacterium
OTU_2943	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2943	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Lepocinclis sp. Saema103108C
OTU_2944	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2944	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2946	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2946	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter acidiphobus
OTU_2947	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2947	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_2948	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2948	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Sandaracinomonas	uncultured bacterium
OTU_2949	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2949	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_295	1	0	0	0	0	0	0	0	0	0	0	0	OTU_295	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2950	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2950	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Discoplastis sp. Gungnamji052507K
OTU_2951	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2951	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Unassigned
OTU_2952	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2952	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2953	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2953	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Leptolyngbya PCC-6406	uncultured cyanobacterium
OTU_2955	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2955	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Incertae Sedis	uncultured bacterium
OTU_2956	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2956	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	MWH-UniP1 aquatic group	Incertae Sedis	uncultured bacterium
OTU_2957	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2957	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	uncultured bacterium
OTU_2958	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2958	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2959	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2959	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	Incertae Sedis	uncultured bacterium
OTU_296	1	0	0	0	0	0	0	0	0	0	0	0	OTU_296	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Incertae Sedis	uncultured bacterium
OTU_2960	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2960	Bacteria	Elusimicrobiota	Elusimicrobia	MD2894-B20	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2961	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2961	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Incertae Sedis	uncultured bacterium
OTU_2962	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2962	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	Planktothrix agardhii CCAP 1459/36
OTU_2963	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2963	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OTU_2964	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2964	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Incertae Sedis	uncultured bacterium
OTU_2965	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2965	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix NIVA-CYA 15	uncultured bacterium
OTU_2966	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2966	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia PCC-9350	Anabaenopsis sp. PCC 9215
OTU_2967	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2967	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2968	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2968	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Unassigned
OTU_2969	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2969	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	Candidatus Megaira polyxenophila
OTU_297	1	10	0	0	0	0	0	12	0	0	0	0	OTU_297	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	uncultured bacterium
OTU_2970	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2970	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2971	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2971	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2972	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2972	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	metagenome
OTU_2973	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2973	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Parachlorella kessleri
OTU_2974	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2974	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	uncultured bacterium
OTU_2975	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2975	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2976	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2976	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	Discoplastis sp. Gungnamji052507K
OTU_2977	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2977	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unassigned
OTU_2978	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2978	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	uncultured bacterium
OTU_2979	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2979	Bacteria	Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	Unassigned
OTU_298	1	0	0	0	0	0	0	0	0	0	0	0	OTU_298	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group	uncultured bacterium
OTU_2980	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2980	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Unassigned
OTU_2981	0	0	0	0	0	0	0	0	1	0	0	0	OTU_2981	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	metagenome
