Phylum	Class	Order	Family	Genus	Species	M01D1	M01W1	M01W16	M01W2	M01W4	M01W6	M01W8	M02D1	M02W1	M02W16	M02W2	M02W4	M02W6	M02W8	M03D1	M03W1	M03W12	M03W2	M03W4	M03W6	M03W8	M04D1	M04W1	M04W12	M04W16	M04W2	M04W20	M04W4	M04W6	M04W8	M05D1	M05W1	M05W12	M05W2	M05W4	M05W6	M05W8	M06D1	M06W1	M06W2	M06W20	M06W4	M06W6	M06W8	M07D1	M07W1	M07W2	M07W4	M07W8	M08D1	M08W1	M08W2	M08W4	M08W6	M08W8	M09D1	M09W1	M09W2	M09W20	M09W4	M09W6	M09W8	M10D1	M10W1	M10W12	M10W16	M10W2	M10W20	M10W4	M10W6	M10W8	F01D1	F01W1	F01W2	F01W4	F01W6	F01W8	F02D1	F02W1	F02W16	F02W2	F02W4	F02W6	F02W8	F03D1	F03W1	F03W12	F03W16	F03W2	F03W20	F03W4	F03W6	F03W8	F04D1	F04W1	F04W16	F04W2	F04W4	F05D1	F05W1	F05W2	F05W4	F05W6	F06D1	F06W2	F06W4	F07D1	F07W1	F07W4	F08D1	F08W1	F08W12	F08W2	F08W4	F08W6	F08W8	F09D1	F09W1	F09W2	F09W20	F09W4	F09W6	F09W8	F10D1	F10W1	F10W16	F10W2	F10W4	F10W6	F10W8
Actinobacteriota	Coriobacteriia	OPB41	uncultured_actinobacterium	uncultured_actinobacterium	uncultured_actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336247	0	0	0	0	0	0	0	0	0	0	0.000284441	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Coriobacteriia	OPB41	uncultured_iron_reducing_bacterium	uncultured_iron_reducing_bacterium	uncultured_iron_reducing_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	unclassified_Rubrobacter	0	0	0	0	0	0	0	0	0	8.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223015	0	0	0	0	0	0	0	8.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41E-05	0	0	0.000174307	0	0	0	0	7.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Rubrobacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75E-05	0	0	0	0	0	0	0	0.000144217	0.00028177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0	0	0	0	0	0	0.000221762	0	0	0.000254022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155183	0	0	0	0	0	0.000241003	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000541663	0	8.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014912	0	0	0	0	0.000189627	0	0	0	0	0	0.0001665	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	actinobacterium_WWH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284441	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	unclassified_Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03E-05	0	0	0	0	8.21E-05	0	0	0	0	0	0	0	7.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.001805543	0	0	0	0	0	0	0	7.49E-05	0	0.000367377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336247	0	0	0	0	0	0	0	0	0	0	0.001327392	0	8.74E-05	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	Gaiella_sp._EBR4_RS1	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	unclassified_Gaiellales	unclassified_Gaiellales	0	0	0	0	8.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89E-05	0	0	0	0	0	0	0	0	0	0	0	7.21E-05	7.04E-05	0	0	0	0	0.000155183	0	0	0	0	0	0	0	0	0	0.000466418	0	0	0	0	0	0	0	0	0.000224803	0	0	0	0	0	0	0	0	0	0	0	0.002888869	0	0	0	0	0	0	0	0.000224753	0	0.000367377	0	0	0	0	0	0	0	0	0	0	0	0	6.98E-05	0	0	8.74E-05	0	0	0.001429052	0	0	0	0	0	0.00014912	0	0	0	0	0.003128852	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_Actinomycetales_bacterium	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284441	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_Rubrobacteraceae_bacterium	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000374672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001260928	0	0	0	0	0	0	0	0	0	0	0.001232578	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_Solirubrobacter_sp.	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_Solirubrobacterales_bacterium	unclassified_Gaiellales	0	0	9.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180554	0	0	0	0	0	0	0	0	0	0.000122459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189627	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_actinobacterium	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48E-05	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Gaiellales	unclassified_Gaiellales	uncultured_soil_bacterium	unclassified_Gaiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	Solirubrobacterales_bacterium_67_14	unclassified_Solirubrobacterales_bacterium_67_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224753	0	0.000122459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336247	0	0	0	0	0	0	0	0	0	0	0.00075851	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	bacterium_YC_ZSS_LKJ159	unclassified_bacterium_YC_ZSS_LKJ159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	unclassified_67_14	unclassified_67_14	0	0	0	0	0	0	7.39E-05	0	0	8.47E-05	0	0	0	0	0	0	8.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74E-05	0	0	0	0	0	0	7.04E-05	0	0	0	0	7.76E-05	0	0	0	0	0	8.03E-05	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167015	0	0	9.03E-05	0	8.93E-05	0	0	0	0	0	0.000449506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139684	0	0	0	0	0	0.000756557	0	0	0	0	0	7.46E-05	0	0	0	0	0.000568882	0.00015024	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_Conexibacteraceae_bacterium	uncultured_Conexibacteraceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000417537	0	0	0	0	0	0	0	0	0	0	0.000149835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48E-05	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_actinobacterium	uncultured_actinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_soil_bacterium	uncultured_soil_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Baekduia_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Conexibacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Solirubrobacterales_bacterium_URHD0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	unclassified_Conexibacter	0	0	0	0	0	0	7.39E-05	0	0	0	0	0	0	8.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	7.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001173603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174795	0	0	8.41E-05	0	0	0	0	0	0	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Patulibacter_minatonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001665	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	unclassified_Solirubrobacter	0	0	0	0	0	0	0	0	0	8.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.03E-05	0	0.000178555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024975	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	unclassified_Solirubrobacteraceae	unclassified_Solirubrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	unclassified_Solirubrobacteraceae	uncultured_Conexibacteraceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48E-05	0	0	0	0	0	0	0	0	0	0
Actinobacteriota	Thermoleophilia	Solirubrobacterales	unclassified_Solirubrobacterales	unclassified_Solirubrobacterales	unclassified_Solirubrobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001420217	0	0	0	0	0	0	0
Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	0	0	0	0	0	0	0	0	0	8.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47E-05	0	0	0.000211327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77E-05	0	0	0	0	0	0.000178907	0	0	0.000449607	0	0	0	0	0	0	0	0	0	0	0	0.000270831	0	0	0	0	0	0	0	7.49E-05	0	0.000122459	0	0	0	0	0	0.000155606	0	0	0	0	0	0	0	0	0	0	0	0	0.000672495	0	0	0	0	0	0	0	0	0	0	0.000663696	0	0	0	0	7.51E-05	0.0001665	0	0	0	0
Aerophobota	Aerophobia	Aerophobales	Aerophobetes_bacterium_AeroCD12_1	unclassified_Aerophobetes_bacterium_AeroCD12_1	unclassified_Aerophobetes_bacterium_AeroCD12_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48E-05	0	0	0	0	0	0	0	0	0	0
Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	unclassified_Hydrogenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Hydrogenothermus	Persephonella_sp._OY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	Armatimonas_rosea	0	0	0	0	0	0	0	0	0	0.00042337	0	0	0	0	0	0	8.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160668	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0	8.21E-05	0	0	0	0	9.03E-05	0	0	0	7.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250627	0	0	0	0	0	0	0
Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	uncultured_beta_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armatimonadota	Armatimonadia	Armatimonadales	uncultured_Armatimonadetes_bacterium	uncultured_Armatimonadetes_bacterium	uncultured_Armatimonadetes_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	unclassified_Chthonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-05	0	0	0	0	0	0.000149869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
