	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_676	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	1	3
ASV_684	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	8	1	0
ASV_699	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	6	0
ASV_701	0	0	0	0	1	0	0	0	0	1	0	0	0	2	4	0	5	0
ASV_766	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_776	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_818	0	1	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_945	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1
ASV_985	0	0	0	0	0	0	0	0	0	0	3	8	2	0	0	0	0	0
ASV_1064	0	0	0	0	0	0	0	1	0	0	0	0	3	3	1	0	3	1
ASV_1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10
ASV_1212	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	5
ASV_1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	4
ASV_218	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0
ASV_238	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	5	0
ASV_268	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_269	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0
ASV_285	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_291	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_307	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0
ASV_316	0	0	0	0	0	0	2	0	3	0	0	0	7	0	0	0	0	0
ASV_320	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0
ASV_326	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_339	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_378	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_379	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_386	1	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_389	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_391	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_399	0	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_418	0	0	0	0	0	0	8	0	0	2	0	0	1	0	1	0	0	0
ASV_432	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	2	0
ASV_434	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_486	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	9	0
ASV_490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_516	4	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_524	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_542	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_546	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_581	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0
ASV_583	0	0	0	0	0	0	9	2	0	0	0	0	1	0	0	0	0	0
ASV_615	0	0	0	0	0	0	0	0	3	0	5	1	3	0	0	0	0	0
ASV_622	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
ASV_625	0	0	0	0	0	0	1	0	3	0	6	0	1	0	0	0	0	1
ASV_633	0	0	0	0	0	0	1	0	0	0	1	7	2	0	0	0	1	0
ASV_639	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	2	2
ASV_647	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	2	1
ASV_662	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV_703	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	9	0
ASV_715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_727	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	8
ASV_742	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_745	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_753	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_806	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_807	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_867	0	0	0	0	0	0	10	0	0	0	0	0	1	0	1	0	0	0
ASV_868	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	5	1
ASV_915	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV_917	0	0	0	0	0	0	1	0	2	0	0	1	8	0	0	0	0	0
ASV_940	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0
ASV_941	0	0	0	0	0	0	0	0	2	0	7	0	3	0	0	0	0	0
ASV_950	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_970	1	0	0	0	0	0	2	0	0	0	6	1	2	0	0	0	0	0
ASV_998	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	4	2	0
ASV_1015	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0
ASV_1026	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	1	1
ASV_1027	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_1084	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0
ASV_1095	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0
ASV_1099	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	0	0
ASV_1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV_1119	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	0	0
ASV_1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0
ASV_1128	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	1	0
ASV_1162	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0
ASV_1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_1171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	0
ASV_1178	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	3	3
ASV_1185	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8
ASV_1191	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	8
ASV_1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8
ASV_1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
ASV_239	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_244	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0
ASV_257	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_270	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV_284	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_295	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_319	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0
ASV_323	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_328	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV_346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0
ASV_390	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_397	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_405	0	0	0	0	0	0	9	0	0	0	1	0	1	0	0	0	0	0
ASV_415	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0
ASV_461	0	0	0	0	0	0	3	0	0	0	0	0	7	0	1	0	0	0
ASV_467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0
ASV_487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV_549	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_567	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0
ASV_568	0	0	0	0	0	0	2	0	0	0	0	1	0	0	8	0	0	0
ASV_570	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0
ASV_604	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV_609	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0
ASV_620	0	0	0	0	0	0	0	0	1	0	3	3	4	0	0	0	0	0
ASV_651	0	0	0	0	0	0	1	0	2	0	0	3	5	0	0	0	0	0
ASV_661	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
ASV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	7	0
ASV_716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_725	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9
ASV_749	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_779	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_784	1	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_793	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_795	0	1	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_799	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_805	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_817	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_824	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_825	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_882	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_894	0	0	0	0	0	0	1	7	0	0	0	2	0	0	0	1	0	0
ASV_920	0	0	0	0	0	0	2	0	2	7	0	0	0	0	0	0	0	0
ASV_923	0	0	0	0	0	0	1	0	1	6	2	0	1	0	0	0	0	0
ASV_1034	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	2	0
ASV_1046	0	0	0	0	0	0	1	1	0	0	1	1	5	0	0	0	1	0
ASV_1085	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0
ASV_1098	0	0	0	0	0	0	0	3	1	0	0	0	0	0	6	0	0	0
ASV_1110	0	0	0	0	0	0	2	0	1	0	0	2	0	0	2	2	0	1
ASV_1123	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0
ASV_1135	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	0
ASV_1143	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0
ASV_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3
ASV_1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9
ASV_1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3
ASV_1226	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	4
ASV_253	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_302	0	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0
ASV_317	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_321	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV_329	0	0	0	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0
ASV_382	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_422	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_431	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV_435	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_442	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV_444	0	0	0	0	0	0	0	1	0	0	3	6	0	0	0	0	0	0
ASV_458	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	0	2	0
ASV_474	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0
ASV_475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7
ASV_491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8
ASV_514	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_521	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_522	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_547	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_566	0	0	0	0	0	0	7	0	2	0	0	1	0	0	0	0	0	0
ASV_574	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0
ASV_587	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0
ASV_596	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_619	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
ASV_642	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0
ASV_663	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0
ASV_683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV_693	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0
ASV_702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0
ASV_709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
ASV_733	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_761	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_777	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_785	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_789	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_792	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_811	1	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_814	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_816	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_846	0	0	0	0	0	0	4	0	0	0	2	0	4	0	0	0	0	0
ASV_887	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0
ASV_913	0	0	0	0	0	0	5	0	3	0	0	0	2	0	0	0	0	0
ASV_984	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_1038	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_1066	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	1	0	1
ASV_1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0
ASV_1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV_1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV_1137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	7	0	0
ASV_1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV_1149	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	5	0
ASV_1156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	4
ASV_1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_1170	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0
ASV_1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7
ASV_1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8
ASV_1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4
ASV_205	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_251	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_296	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_335	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0
ASV_376	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_425	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV_460	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0
ASV_466	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_510	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_523	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_535	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_538	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_556	0	0	0	0	0	1	6	0	1	0	1	0	0	0	0	0	0	0
ASV_558	0	0	0	0	0	0	5	0	1	0	3	0	0	0	0	0	0	0
ASV_562	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV_605	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV_610	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV_692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5
ASV_723	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	5
ASV_759	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_762	2	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_764	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_772	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_781	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_837	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	5	0	1
ASV_890	0	0	0	0	0	0	5	2	0	0	0	1	1	0	0	0	0	0
ASV_936	0	0	0	0	0	0	3	0	0	3	1	0	1	0	0	0	1	0
ASV_943	0	0	0	0	0	0	0	1	0	0	6	1	0	0	1	0	0	0
ASV_956	0	0	0	0	0	0	2	0	1	0	6	0	0	0	0	0	0	0
ASV_966	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0
ASV_973	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0
ASV_974	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0
ASV_990	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0
ASV_1002	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1022	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	2
ASV_1039	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0
ASV_1043	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	3
ASV_1071	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0
ASV_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0
ASV_1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0
ASV_1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_1133	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0
ASV_1180	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	3	0
ASV_1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
ASV_1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_259	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_299	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0
ASV_310	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_322	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0
ASV_330	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0
ASV_393	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_410	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0
ASV_427	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_433	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
ASV_445	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_454	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
ASV_465	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0
ASV_470	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	1
ASV_504	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_553	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_576	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0
ASV_585	0	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	0	0
ASV_607	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0
ASV_612	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_641	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0
ASV_644	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	2	0
ASV_648	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV_721	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4
ASV_729	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_732	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_741	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_755	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_765	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_767	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_801	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_808	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_840	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV_841	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV_842	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
ASV_865	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
ASV_872	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV_897	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0
ASV_916	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV_918	0	0	0	0	0	0	1	0	3	1	2	0	0	0	0	0	1	0
ASV_921	0	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	1	0
ASV_968	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_976	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_981	0	0	0	0	0	0	1	1	1	0	1	2	1	0	0	0	0	1
ASV_1003	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0
ASV_1005	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0
ASV_1009	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0
ASV_1010	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0
ASV_1024	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV_1057	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
ASV_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
ASV_1060	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0
ASV_1075	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	1
ASV_1079	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	0
ASV_1121	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	2	0	0
ASV_1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV_1138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0
ASV_1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1
ASV_1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_1220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4
ASV_1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
ASV_265	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0
ASV_331	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0
ASV_336	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0
ASV_383	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_456	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_515	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_517	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_539	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_579	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0
ASV_589	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_593	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0
ASV_618	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
