function	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
2-OXOBUTYRATE-SYNTHASE-RXN	1707.76	835.9200000000002	1868.4200000000005	1014.3	933.79	320.8	2362.2700000000004	432.74	1364.9200000000005	787.4	1820.97	526.1600000000002	1073.34	597.66	777.4100000000002	1069.49	671.0799999999998	1522.4899999999998
2-OXOGLUTARATE-SYNTHASE-RXN	3050.5600000000004	796.08	2703.16	1779.2	1426.34	297.0	7731.919999999999	1380.0	4706.84	2014.64	6574.32	1525.34	2915.0	2607.68	2886.6399999999994	3294.84	1544.1799999999994	2989.1399999999994
2.1.1.130-RXN	552.76	254.22	691.0500000000002	317.0	281.7100000000001	218.3	1035.4900000000002	154.41	630.1700000000002	212.07	873.4000000000002	231.83	547.84	130.57999999999998	225.33	517.4100000000002	459.83	598.83
2.1.1.131-RXN	444.0	267.83000000000004	821.34	288.0	272.25	170.3	920.49	143.91	384.67	170.57000000000005	547.9	187.16	390.59	128.57999999999998	206.33	504.91	470.33	581.83
2.1.1.132-RXN	621.76	180.39	858.71	135.0	290.4600000000001	176.6	441.0	92.5	356.0	81.5	541.0	154.17000000000004	315.75	242.0	182.0	292.5	141.5	258.0
2.1.1.133-RXN	444.0	267.83000000000004	897.34	311.0	270.25	219.3	1017.49	150.91	527.67	172.57000000000005	666.9	202.16	410.59	128.57999999999998	206.33	504.91	454.33	579.83
2.1.1.151-RXN	552.76	254.22	691.0500000000002	317.0	281.7100000000001	218.3	1030.4900000000002	150.41	628.1700000000002	212.07	873.4000000000002	219.83	546.34	130.57999999999998	224.33	517.4100000000002	455.83	598.83
2.1.1.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	92.0	49.0	19.0	11.0	64.0	1.0	0.0	0.0	0.0	7.0	5.0	1.0
2.1.1.34-RXN	1.0	12.5	0.0	93.0	43.5	0.0	51.75	2.0	3.75	0.0	8.5	4.92	37.5	8.0	26.5	31.0	16.5	35.0
2.1.1.63-RXN	770.01	516.8399999999998	1092.17	639.8000000000002	679.54	176.05	2259.05	621.67	1086.9900000000002	628.83	1543.8000000000004	440.85	1012.77	1374.8599999999994	1359.7099999999996	1777.3	1348.7700000000004	1545.1299999999994
2.1.1.64-RXN	0.0	0.5	0.0	33.0	0.5	0.0	39.0	4.0	2.0	2.0	1.0	2.2	51.6	112.6	154.2	142.2	78.4	32.6
2.1.1.71-RXN	0.0	0.0	0.0	0.0	0.0	0.0	92.0	49.0	19.0	11.0	64.0	1.0	0.0	0.0	0.0	7.0	5.0	1.0
2.1.1.72-RXN	4700.79	2340.28	5027.469999999998	2558.2000000000007	3451.12	766.55	8231.039999999997	2407.7300000000005	3543.07	2337.62	4856.0999999999985	1368.0700000000004	3602.0400000000013	4262.42	4311.56	6268.07	4514.730000000001	5398.709999999998
2.1.1.74-RXN	477.5	343.9	440.01	427.5	337.92	49.5	730.09	283.08	376.86	240.49	442.91	112.69	321.0499999999999	663.1600000000002	626.6200000000001	908.95	943.43	722.7600000000003
2.1.1.77-RXN	16.0	25.0	35.0	8.0	101.0	1.0	537.75	24.0	219.25	12.0	320.0	59.95	202.1	147.6	224.7	201.2	145.9	175.6
2.1.1.79-RXN	8.0	28.83	52.67	53.5	12.5	53.5	159.0	29.5	47.0	28.0	82.0	28.5	32.0	99.0	117.0	95.0	194.0	181.0
2.1.3.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	129.0	31.0	10.0	5.0	54.0	52.0	20.0	0.0	8.0	1.0	20.0	3.0
2.1.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.5	2.5	0.5	7.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.128-RXN	1228.5	988.47	2142.52	1028.0	1179.17	473.8	1849.74	1002.16	1032.4499999999996	785.3399999999997	1094.39	451.99	1072.62	1684.38	1609.2299999999998	2112.19	2114.57	1980.01
2.3.1.157-RXN	493.75	366.15	516.76	500.0	438.42	118.25	1275.7500000000002	449.59	581.9399999999998	318.8300000000001	799.9000000000002	259.38	631.8200000000003	956.61	902.66	1249.3	1189.67	1086.68
2.3.1.179-RXN	1022.76	537.99	1386.59	630.3000000000002	653.2099999999998	251.3	2453.3100000000004	601.0	1158.11	643.6700000000002	1651.65	443.0100000000001	1177.34	1427.44	1508.61	1880.51	1331.13	1550.6299999999994
2.3.1.180-RXN	1114.8	535.24	1347.9199999999996	621.3000000000002	769.3000000000002	250.3	2977.9299999999994	780.57	1821.27	854.9099999999999	2166.8100000000004	579.51	1427.5100000000007	1985.8500000000006	2030.0500000000006	2726.9499999999994	1875.91	2089.6900000000005
2.3.1.41-RXN	384.0	48.18	211.82	100.6	36.08	0.0	888.3100000000002	136.0	209.75	271.5	330.5	68.15	334.5399999999999	382.38000000000005	529.25	624.72	262.81	317.7
2.3.1.89-RXN	5.5	29.5	61.0	29.5	68.5	17.0	158.48	78.0	178.32999999999996	26.66	242.0	74.66	93.99	144.34	155.32000000000005	121.34	235.01	177.32000000000005
2.3.2.10-RXN	0.0	0.5700000000000001	64.17	42.0	101.42	0.0	64.93	159.32999999999996	24.02	112.75	14.18	19.44	103.46	185.00000000000003	188.29	194.62	311.7600000000001	179.85000000000005
2.3.2.13-RXN	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.109-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	2.0	4.0	4.0	7.0	22.0
2.4.1.119-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.125-RXN	0.0	2.85	0.8500000000000001	0.0	0.8500000000000001	0.0	15.5	1.5	5.83	17.009999999999998	4.33	7.32	34.0	93.02	71.17	48.0	136.83	76.17999999999998
2.4.1.129-RXN	377.75	155.32	509.92	183.0	286.42	165.55	616.6100000000001	310.34	127.52	201.43	252.17	136.94	348.64	683.34	528.8100000000002	706.6000000000001	700.43	468.34999999999985
2.4.1.144-RXN	0.0	0.0	0.0	0.0	0.0	0.0	93.0	11.0	1.0	4.0	31.0	2.0	9.0	0.0	3.0	1.0	3.0	3.0
2.4.1.208-RXN	3.0	3.5700000000000003	10.17	7.0	19.42	13.0	80.4	171.0	36.03	110.76	73.18	36.2	70.3	86.09	98.2	185.25000000000003	246.48	236.3
2.4.1.211-RXN	55.0	203.5	457.0	245.5	317.5	141.3	25.0	3.75	11.0	0.0	6.75	13.0	21.25	4.25	8.75	22.5	15.75	35.75
2.4.1.212-RXN	16.0	0.0	21.0	95.0	41.0	14.0	181.0	19.0	2.0	5.0	71.0	6.0	26.0	0.0	6.0	2.0	6.0	8.0
2.4.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	1.0	22.0	0.0	15.0	0.0	4.0	0.0	6.0	1.0
2.4.1.46-RXN	0.5	0.0	0.0	0.0	0.0	0.0	74.0	1.0	35.5	6.0	39.5	4.5	23.5	0.5	2.0	0.5	2.5	2.0
2.4.1.52-RXN	0.0	0.4	0.0	0.0	1.25	0.0	8.4	31.5	5.78	11.01	0.93	6.62	31.3	113.92	83.7	114.75	189.73	90.88
2.4.1.57-RXN	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.67	4.0	1.0	0.0	22.0	5.5	1.0	8.0	13.0	24.0	21.33
2.4.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	25.0	47.0	114.0	34.0	0.0	0.0
2.4.1.83-RXN	348.38	127.67	713.08	292.8	249.46	111.0	1682.28	277.67	888.92	483.24	1384.48	343.91	698.59	632.25	750.41	972.33	576.5799999999998	1074.4
2.4.2.12-RXN	0.0	0.0	1.67	0.0	0.0	1.0	34.0	28.0	4.0	5.0	52.0	23.0	4.0	0.0	12.0	7.0	24.0	35.0
2.5.1.19-RXN	909.01	560.2399999999999	1394.6699999999996	684.8000000000002	792.71	260.05	2107.64	541.8299999999998	965.28	616.8299999999998	1439.6600000000005	442.48	1071.4199999999996	1315.02	1339.43	1767.8	1293.91	1559.0299999999993
2.5.1.39-RXN	24.0	33.5	111.0	124.0	47.83	50.0	644.75	52.08	82.33	45.01000000000001	243.08	52.040000000000006	264.85	147.27	233.87	230.95	171.98	221.68
2.5.1.46-RXN	0.0	0.0	0.0	0.0	0.0	0.0	51.75	2.0	3.75	0.0	8.5	0.25	33.5	8.0	26.5	31.0	16.5	35.0
2.5.1.64-RXN	687.76	115.59	344.91	24.8	126.12	3.0	828.5300000000002	162.49999999999997	236.0	266.0	409.0	143.25	357.5900000000001	460.85	552.6800000000002	674.49	505.34	714.2400000000001
2.5.1.68-RXN	0.0	0.0	0.0	0.0	0.0	0.0	25.67	4.67	4.0	1.0	0.0	24.33	22.5	104.67	63.33	53.67	72.33	93.99
2.6.1.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	16.0	2.0
2.6.1.22-RXN	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	2.0	5.0	10.0	4.0	6.0	3.0	2.0
2.6.1.37-RXN	195.12	8.39	0.71	0.0	112.79	11.8	322.5	24.0	53.5	23.0	118.0	20.0	118.5	0.0	10.5	4.0	15.0	10.5
2.6.1.57-RXN	19.0	12.33	78.67	116.0	103.0	26.0	410.66	75.25	115.84	95.74	181.73	25.78	179.19	189.93	287.53	460.36	340.73	408.51
2.6.1.82-RXN	16.0	3.0	25.0	95.0	42.0	14.0	10.0	0.0	4.0	10.0	10.5	11.0	0.0	0.0	0.5	0.0	0.5	0.0
2.7.1.148-RXN	909.01	581.67	1404.5	676.8000000000002	790.2900000000002	259.05	2055.2699999999995	409.34	1081.67	520.5799999999998	1496.4700000000007	403.44	924.61	831.53	859.1199999999999	1187.01	766.3199999999998	1169.33
2.7.1.156-RXN	841.76	632.42	1265.2499999999998	710.8000000000002	754.0400000000002	297.1	1383.9399999999996	239.74	827.1700000000002	348.57	1105.9	288.8300000000001	668.34	371.58	362.33	748.41	532.83	684.08
2.7.1.63-RXN	0.25	22.25	0.75	33.5	94.5	8.75	25.67	5.84	6.0	2.0	0.5	34.33	26.5	105.67	70.33	66.67	92.33	115.32
2.7.1.69-RXN	185.5	721.28	1268.68	651.0	1286.51	391.0	3612.71	2446.8	1532.94	1817.78	2348.42	912.32	2380.5399999999995	5796.0999999999985	5257.880000000002	7079.849999999998	7191.4900000000025	5299.219999999998
2.7.1.90-RXN	316.26	60.59	341.91	43.8	186.46	0.0	747.45	178.17	503.25	297.5	709.5	176.0	369.5	410.5	465.0	490.5	172.0	438.08
2.7.13.3-RXN	5280.8	3433.59	7186.61	4184.299999999998	4736.97	1922.5	7449.919999999997	2132.56	3033.05	1951.1800000000005	4212.4	1514.1	3738.73	5846.19	5311.919999999999	6639.489999999999	5822.870000000001	4770.539999999997
2.7.3.9-RXN	718.25	749.3199999999998	1134.7600000000002	816.0	851.7500000000001	324.55	1195.75	437.33	599.43	338.00000000000006	701.16	247.21	608.0600000000002	949.86	895.4100000000002	1256.97	1171.09	1036.3500000000004
2.7.7.1-RXN	13.0	17.0	24.0	30.0	35.0	18.0	88.66	63.0	10.0	5.0	109.0	48.0	14.84	59.18000000000001	43.85000000000001	127.82	94.51	238.0
2.7.7.13-RXN	1131.38	351.52	1057.9	322.4000000000001	480.2	60.5	2096.02	384.08	777.75	565.5	1415.75	386.92	675.0	711.92	896.0799999999998	881.1700000000002	452.08	1174.24
2.7.7.15-RXN	2.62	0.25	0.0	0.0	7.83	0.0	235.0	101.25	300.25	191.0	415.25	73.0	124.75	22.25	72.75	70.0	33.25	120.75
2.7.7.33-RXN	220.0	15.14	214.71	13.0	68.29	7.0	366.58	21.75	38.5	46.67	126.33	40.0	81.33	18.92	49.0	71.17	47.25	98.5
2.7.7.39-RXN	20.62	36.25	90.0	49.0	76.5	13.0	339.82999999999987	101.58	358.08	124.41	440.74	80.24	203.58	397.5	309.66	514.0	318.8300000000001	299.32000000000005
2.7.7.60-RXN	1556.01	755.0099999999999	1762.0800000000004	837.6	892.08	291.55	2862.7499999999995	645.01	1368.5700000000004	810.75	1883.46	558.6800000000002	1259.3499999999995	1469.77	1582.37	1990.04	1440.2700000000002	1858.7899999999993
2.7.7.61-RXN	23.0	0.0	27.0	97.0	42.0	41.0	254.66000000000003	13.91	292.3300000000001	96.41	209.24	33.41	129.07999999999998	26.83	42.83	126.83	55.5	156.57999999999996
2.7.7.8-RXN	909.01	560.2399999999999	1394.6699999999996	676.8000000000002	791.71	260.05	2237.95	632.17	1119.94	641.83	1571.65	464.8	1109.0699999999997	1374.3599999999994	1397.41	1801.8	1376.9200000000005	1588.6799999999994
2.7.8.12-RXN	10.0	87.0	138.67000000000002	70.0	148.0	82.0	98.0	9.0	41.0	0.0	40.0	3.0	14.0	0.0	2.0	1.0	1.0	0.0
2.7.8.14-RXN	3.0	25.0	53.0	21.0	70.0	20.0	102.0	7.0	31.0	1.0	55.0	21.0	76.0	0.0	4.0	10.0	9.0	33.0
2.7.8.24-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	2.0	1.0	0.0	10.0	4.0	1.0	7.0	13.0	20.0	21.33
2.7.8.25-RXN	23.0	0.0	27.0	97.0	42.0	42.0	257.66	14.91	294.3300000000001	101.41	209.24	36.41	138.07999999999998	114.83	143.82999999999996	199.83	166.5	213.58000000000004
2.7.8.6-RXN	3.0	12.33	57.67	21.0	62.0	12.0	332.99999999999994	31.340000000000003	38.01000000000001	46.33	163.99	10.67	99.01	2.0	16.0	11.33	47.33	13.33
2.7.9.3-RXN	221.0	225.0	666.0	338.0	352.0	181.8	620.9700000000001	185.59	603.91	170.49999999999997	716.74	160.82000000000005	351.16	161.77	174.08000000000004	389.32	364.77	415.89999999999986
2.8.1.6-RXN	1051.76	388.22	1128.22	598.0	727.7900000000002	387.9	1835.57	286.33	967.09	319.7399999999999	1359.9800000000002	360.87	886.0300000000002	801.3599999999999	697.63	1276.68	749.9899999999999	1027.2600000000002
2.8.3.10-RXN	23.0	0.0	27.0	97.0	42.0	41.0	348.57000000000005	30.07	329.91	145.32	254.23	36.32	169.16	84.41	122.66	341.16	258.75	355.66
2.8.3.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	11.0	32.0	12.0	16.0	19.0	19.0	37.0	2.0	6.0	11.0	8.0	7.0
2.8.3.9-RXN	240.0	24.0	240.0	6.0	18.0	18.0	726.3199999999998	383.82000000000005	1100.16	390.82	1047.4799999999998	216.66	666.6599999999999	192.16	230.16	344.16	220.0	379.16
2.9.1.1-RXN	19.5	37.5	54.0	46.5	37.5	26.0	407.47	126.59	271.91	81.0	311.2399999999999	79.32	200.41000000000003	110.27	76.08	165.31999999999996	128.27	144.40000000000003
