OTU	Group
ASV_277	HY2
ASV_137	HY1
ASV_142	HY2
ASV_184	HY1
ASV_138	HY1
ASV_155	HY1
ASV_262	HY2
ASV_92	HY3
ASV_199	HY2
ASV_220	HY1
ASV_266	HY2
ASV_131	HY2
ASV_144	HY2
ASV_308	HY3
ASV_109	HY1
ASV_275	HY2
ASV_96	HY2
ASV_149	HY3
ASV_84	HY3
ASV_166	HY2
ASV_190	HY2
ASV_273	HY2
ASV_245	HY1
ASV_265	HY2
ASV_300	HY3
ASV_152	HY1
ASV_123	HY2
ASV_132	HY1
ASV_145	HY3
ASV_315	HY3
ASV_110	HY2
ASV_125	HY2
ASV_126	HY3
ASV_163	HY2
ASV_272	HY2
ASV_297	HY3
ASV_290	HY3
ASV_251	HY1
ASV_313	HY3
ASV_108	HY1
ASV_225	HY1
ASV_159	HY2
ASV_241	HY1
ASV_260	HY2
ASV_281	HY2
ASV_294	HY3
ASV_116	HY2
ASV_177	HY1
ASV_253	HY2
ASV_296	HY3
ASV_271	HY2
ASV_287	HY3
ASV_274	HY2
ASV_318	HY3
ASV_250	HY1
ASV_289	HY3
ASV_213	HY3
ASV_147	HY3
ASV_222	HY1
ASV_293	HY3
ASV_143	HY2
ASV_278	HY2
ASV_280	HY2
ASV_284	HY2
ASV_165	HY2
