#OTU ID	E1	E2	E3	E4	E5	E6	E7	N1	N2	O1	O2	S1
OTU_1034	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1035	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1036	0	0	1	2	0	2	0	2	0	0	0	0
OTU_1037	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1038	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1039	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1040	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1042	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1043	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1044	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1045	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1046	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1048	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1049	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1050	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1051	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1052	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1053	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1054	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1055	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1056	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1057	0	0	1	0	0	0	0	0	0	0	0	0
OTU_106	1	0	3	0	0	0	0	0	0	2	0	0
OTU_1060	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1061	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1062	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1063	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1064	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1065	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1068	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1069	0	0	1	0	0	0	0	0	0	0	0	0
OTU_107	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1070	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1071	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1072	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1073	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1074	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1075	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1076	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1077	0	0	1	0	0	1	0	0	0	0	0	0
OTU_1078	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1079	0	0	1	0	0	0	0	0	0	0	0	0
OTU_108	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1080	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1082	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1087	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1088	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1089	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1090	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1091	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1092	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1093	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1094	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1098	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1099	0	0	1	0	0	0	0	0	0	0	0	0
OTU_11	1	6	0	0	1	0	0	0	0	0	0	0
OTU_110	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1101	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1102	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1105	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1106	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1107	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1109	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1111	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1112	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1113	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1114	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1116	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1117	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1118	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1119	0	0	1	0	0	0	0	0	0	0	0	0
OTU_112	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1120	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1122	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1124	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1125	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1126	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1127	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1128	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1129	0	0	1	0	0	0	0	0	0	0	0	0
OTU_113	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1130	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1131	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1133	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1134	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1135	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1136	0	0	1	0	0	0	0	0	0	0	0	0
OTU_114	1	0	1	0	0	1	0	0	0	0	0	0
OTU_1140	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1141	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1142	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1144	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1145	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1146	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1147	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1148	0	0	1	0	0	0	0	0	0	0	0	0
OTU_115	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1150	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1152	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1153	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1154	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1155	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1156	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1158	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1159	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1160	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1162	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1163	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1164	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1165	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1167	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1168	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1169	0	0	1	0	0	0	0	0	0	0	0	0
OTU_117	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1171	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1173	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1175	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1176	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1177	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1178	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1179	0	0	1	0	0	0	0	0	0	0	0	0
OTU_118	2	18	42	2	3	4	0	0	0	2	0	0
OTU_1180	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1182	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1183	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1184	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1185	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1186	0	0	1	0	0	1	0	0	0	0	0	0
OTU_1187	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1188	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1193	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1194	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1195	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1197	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1198	0	0	1	0	0	0	0	0	0	0	0	0
OTU_120	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1200	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1202	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1208	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1209	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1210	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1212	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1213	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1214	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1217	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1218	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1219	0	0	1	0	0	0	0	0	0	0	0	0
OTU_122	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1221	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1222	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1223	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1225	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1227	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1229	0	0	1	0	0	0	0	0	0	0	0	0
OTU_123	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1230	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1231	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1232	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1233	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1236	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1238	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1239	0	0	1	0	0	0	0	0	0	0	0	0
OTU_124	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1241	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1242	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1243	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1246	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1247	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1248	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1249	0	0	1	0	0	0	0	0	0	0	0	0
OTU_125	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1250	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1251	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1252	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1253	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1255	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1256	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1257	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1258	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1259	0	0	1	0	0	0	0	0	0	0	0	0
OTU_126	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1260	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1262	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1264	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1265	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1269	0	0	1	0	0	0	0	0	0	0	0	0
OTU_127	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1271	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1272	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1273	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1274	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1275	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1276	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1277	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1278	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1279	0	0	1	0	0	0	0	0	0	0	0	0
OTU_128	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1280	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1281	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1282	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1283	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1284	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1285	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1286	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1287	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1288	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1289	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1290	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1291	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1292	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1294	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1295	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1296	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1297	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1298	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1299	0	0	1	0	0	0	0	0	0	0	0	0
OTU_13	2	0	0	0	0	0	0	0	0	0	0	0
OTU_130	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1301	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1303	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1304	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1305	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1306	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1307	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1309	0	0	1	0	0	0	0	0	0	0	0	0
OTU_131	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1311	0	0	1	0	0	0	0	0	0	1	1	0
OTU_1312	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1313	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1314	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1315	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1316	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1317	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1318	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1319	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1320	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1322	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1323	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1324	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1325	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1327	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1329	0	0	1	0	0	2	0	0	0	0	0	0
OTU_1330	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1331	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1332	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1333	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1335	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1337	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1338	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1339	0	0	1	0	0	0	0	0	0	0	0	0
OTU_134	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1340	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1343	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1345	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1346	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1347	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1348	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1349	0	0	1	0	0	0	0	0	0	0	0	0
OTU_135	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1350	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1351	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1352	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1354	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1355	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1356	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1357	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1358	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1359	0	0	1	0	0	0	0	0	0	0	0	0
OTU_136	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1360	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1361	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1364	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1365	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1367	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1368	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1369	0	0	1	0	0	0	0	0	0	0	0	0
OTU_137	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1370	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1371	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1372	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1374	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1375	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1376	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1377	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1378	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1379	0	0	1	0	0	0	0	0	0	0	0	0
OTU_138	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1383	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1384	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1385	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1386	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1387	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1388	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1389	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1390	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1391	0	0	0	2	0	0	1	0	0	0	0	0
OTU_1393	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1394	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1396	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1397	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1398	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1399	0	0	0	2	0	0	0	0	0	0	0	0
OTU_14	1	0	0	0	0	0	0	0	0	0	0	0
OTU_140	2	0	0	0	0	0	0	2	0	0	0	0
OTU_1400	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1401	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1402	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1403	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1404	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1405	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1407	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1408	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1409	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1410	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1411	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1412	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1413	0	0	0	1	0	2	0	0	0	0	0	0
OTU_1414	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1415	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1416	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1418	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1419	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1420	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1421	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1422	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1424	0	0	0	1	0	0	0	0	0	0	3	0
OTU_1425	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1426	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1427	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1428	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1429	0	0	0	1	0	0	0	0	0	0	0	0
OTU_143	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1431	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1432	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1434	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1435	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1436	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1437	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1438	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1439	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1440	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1442	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1443	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1444	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1446	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1447	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1448	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1449	0	0	0	1	0	0	0	0	0	0	0	0
OTU_145	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1450	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1451	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1452	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1453	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1454	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1455	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1456	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1457	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1458	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1459	0	0	0	1	0	0	0	0	0	0	0	0
OTU_146	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1460	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1461	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1462	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1463	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1464	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1465	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1466	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1467	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1468	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1469	0	0	0	1	0	0	0	0	0	0	0	0
OTU_147	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1470	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1471	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1472	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1473	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1474	0	0	0	1	0	0	0	3	0	0	0	0
OTU_1476	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1477	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1478	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1479	0	0	0	1	0	0	0	0	0	0	0	0
OTU_148	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1480	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1481	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1482	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1483	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1484	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1485	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1486	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1487	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1488	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1489	0	0	0	1	0	0	0	0	0	0	0	0
OTU_149	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1492	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1493	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1495	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1496	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1497	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1498	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1499	0	0	0	1	0	0	0	0	0	0	0	0
OTU_15	2	27	27	5	12	49	0	0	0	3	0	0
OTU_1501	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1502	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1503	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1504	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1506	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1507	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1508	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1509	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1510	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1511	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1512	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1513	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1514	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1515	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1516	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1517	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1518	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1519	0	0	0	1	0	0	0	0	0	0	0	0
