Species	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Atopobium rimae ATCC 49626	0	0	0	0	0	0	0.0345661942620118	0	0.201748486886348	0.100704934541793	0.157150340492404	0	0.412087912087912	0	0	0	0.092038656235619	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Lancefieldella parvula	0	0	0	0	0	0	0	0	0.0672494956287828	0	0.104766893661603	0.353982300884956	0.0686813186813187	0.157977883096367	0.462695199537305	0.24906600249066	0.414173953060285	0.605143721633888
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Lancefieldella rimae	0	0	0	0	0	0	0.172830971310059	0.950118764845606	0	0.100704934541793	0	0.176991150442478	0.343406593406593	0	0	0.04151100041511	0.0460193281178095	0.0504286434694907
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Unassigned	0	0	0	0	0	0	0.138264777048047	0.593824228028504	0.201748486886348	0	0.209533787323206	1.23893805309735	0	0	0	0	0	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella aerofaciens	0.46339202965709	1.07655502392344	0.908173562058527	0.38860103626943	0.104166666666667	1.8348623853211	0.0345661942620118	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriales Incertae Sedis|Incertae Sedis|gut metagenome	0	0	0	0.129533678756477	0	0.611620795107034	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Mycoplasmataceae genomosp. P1 oral clone MB1_G23	0	0	0	0	0	0	0	0	0	0	0.523834468308015	0.176991150442478	0.0686813186813187	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|uncultured bacterium	0	0	0	0	0	0	0	0	0.874243443174176	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Catenibacterium|Catenibacterium mitsuokai	0	2.63157894736842	0.504540867810293	0	0	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Erysipelotrichaceae UCG-003|Erysipelotrichaceae bacterium GAM147	0.278035217794254	0.358851674641148	0	0	1.25	3.6697247706422	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Incertae Sedis|Firmicutes bacterium CAG	0	0	0	1.42487046632124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Bulleidia|Bulleidia extructa	0	0	0	0	0	0	0	0	0	0	0.104766893661603	0	0.137362637362637	0	0.0578368999421631	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae UCG-006|uncultured Erysipelotrichaceae bacterium	0	0	0	0	0	0	0.0691323885240235	0	0.0672494956287828	0	0.157150340492404	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae UCG-006|uncultured bacterium	0	0	0	0	0	0	0	0	0.0672494956287828	0	0.209533787323206	0	0.0686813186813187	0	0.0578368999421631	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Holdemanella|uncultured bacterium	0	0	1.61453077699294	2.72020725388601	5.20833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Solobacterium|Solobacterium moorei	0	0	0	0	0	0	0.0691323885240235	0.475059382422803	0.47074646940148	0.302114803625378	0.104766893661603	0.176991150442478	0.0686813186813187	0.210637177461822	0.694042799305957	0.08302200083022	0.184077312471238	0.75642965204236
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Solobacterium|uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0.115673799884326	0.04151100041511	0.092038656235619	0.100857286938981
Bacteria|Bacillota|Bacilli|Izemoplasmatales|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	0	0	0	0	0	0	0.118764845605701	0.0672494956287828	0	0	0	0.206043956043956	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella adiacens ATCC 49175	0	0	0	0	0	0	0.103698582786035	0	0	0.302114803625378	0	0	0.206043956043956	0.105318588730911	0.462695199537305	0	0.690289921767142	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|uncultured organism	0	0	0	0	0	0.305810397553517	0	0.118764845605701	0.134498991257566	0.201409869083585	0	0.530973451327434	0.412087912087912	4.31806213796735	4.56911509543088	2.36612702366127	4.18775885872066	2.26928895612708
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus	0	0	0	0	0	0	1.34808157621846	8.78859857482185	0.336247478143914	26.7875125881168	0.209533787323206	0.884955752212389	0.961538461538462	0.0526592943654555	0.173510699826489	0.12453300124533	0	0.151285930408472
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus australis	0	0	0	0	0.104166666666667	0	0	0	0	0	0	0	0	0.0526592943654555	0.115673799884326	1.95101701951017	0.828347906120571	0.151285930408472
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus cristatus	0	0	0	0	0	0	0.345661942620118	0.475059382422803	0.0672494956287828	0	0	1.23893805309735	0.686813186813187	0.526592943654555	0.694042799305957	0.37359900373599	0.184077312471238	0.403429147755925
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gordonii	0	0	0	0	0	0	0.0345661942620118	0	0	0.503524672708963	0.0523834468308015	0	0.480769230769231	1.21116377040548	0.173510699826489	0.20755500207555	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gordonii str. Challis substr. CH1	0	0	0	0	0	0	0.172830971310059	0	0.0672494956287828	2.51762336354481	0	0.353982300884956	0.137362637362637	0	0.462695199537305	0.04151100041511	0.184077312471238	0.0504286434694907
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantis	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0	0	0.368615060558188	0.289184499710816	0.04151100041511	0.184077312471238	0.353000504286435
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mitis	0	0	0	0	0	0	0	0.356294536817102	0.0672494956287828	0	0	0.353982300884956	0.892857142857143	1.79041600842549	0.520532099479468	0	0.368154624942476	0.655572365103379
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis	0	0	0	0	0	0	0.103698582786035	3.56294536817102	0	0.201409869083585	0.0523834468308015	0.176991150442478	0.137362637362637	0.368615060558188	0.520532099479468	1.12079701120797	1.33456051541648	1.46243066061523
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895208004212743	0.404858299595142	0.04151100041511	0.276115968706857	0.453857791225416
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis FW213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0578368999421631	0.04151100041511	0	0.353000504286435
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315955766192733	0.462695199537305	0.20755500207555	0.322135296824666	0.151285930408472
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus rubneri	0	0	0	0	0	0	0	0	0.0672494956287828	0	0	0	0.137362637362637	0.105318588730911	1.33024869866975	1.12079701120797	2.66912103083295	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius	0	0.358851674641148	0.0504540867810293	0	0.104166666666667	0	0.0691323885240235	0	0.0672494956287828	0	0.157150340492404	0.530973451327434	0.618131868131868	0.210637177461822	1.67727009832273	0.70568700705687	3.865623561896	3.07614725163893
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis	0	0	0	0	0	0	0.103698582786035	0.356294536817102	0.0672494956287828	0	0	0	0	0.315955766192733	0	0.08302200083022	0.782328578002761	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0	0	0.230096640589047	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral clone MCE7_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74873446847676	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578368999421631	0.12453300124533	0.598251265531523	0.151285930408472
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Unassigned	0	0	0	0	0.104166666666667	0	0.414794331144141	10.9263657957245	1.41223940820444	3.42396777442095	0.261917234154007	1.76991150442478	3.77747252747253	10.5845181674566	11.9144013880856	14.0307181403072	9.66405890473999	5.3958648512355
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured Streptococcus sp.	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0	0.0526592943654555	0.75187969924812	0.04151100041511	0.0460193281178095	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured bacterium	0	0	0	0	0	0	1.00241963359834	0.356294536817102	0.201748486886348	0.201409869083585	0.0523834468308015	2.30088495575221	2.33516483516484	5.26592943654555	6.76691729323308	6.97384806973848	7.68522779567418	4.79072112960161
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured organism	0	0	0	0	0	0	0.241963359834082	0.118764845605701	0.268997982515131	0.302114803625378	0.0523834468308015	0.353982300884956	0.961538461538462	11.9010005265929	3.12319259687681	6.76629306766293	6.85687988955361	5.09329299041856
Bacteria|Bacillota|Bacilli|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Metamycoplasma faucium	0	0	0	0	0	0	0.380228136882129	0	1.34498991257566	0	0.104766893661603	0	0.0686813186813187	0	0.115673799884326	0	0	0
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|Firmicutes oral clone FM046	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0.0578368999421631	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|gut metagenome	0	0	0.454086781029263	0.906735751295337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	0	0.0504540867810293	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella haemolysans	0	0	0	0	0	0	0.0345661942620118	0	0.0672494956287828	0	0	0.353982300884956	0.0686813186813187	1.05318588730911	0.578368999421631	0.04151100041511	0.0460193281178095	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella haemolysans ATCC 10379	0	0	0	0	0	0	0.380228136882129	0	0.0672494956287828	0	0	0.176991150442478	0	0.210637177461822	0.578368999421631	0	0.322135296824666	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella morbillorum	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	1.23893805309735	0	0.0526592943654555	0	0	0.552231937413714	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella sanguinis	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0.530973451327434	0.961538461538462	6.05581885202738	4.51127819548872	2.61519302615193	8.2374597330879	1.10943015632879
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella sp. oral taxon 928	0	0	0	0	0	0	0	1.78147268408551	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263296471827278	0.115673799884326	0	0	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0.176991150442478	0	0.0526592943654555	0.462695199537305	0.4151100041511	0.782328578002761	0.201714573877963
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|uncultured organism	0	0	0	0	0	0	0.138264777048047	0	0.134498991257566	0.503524672708963	0	0.530973451327434	1.03021978021978	0.579252238020011	0.578368999421631	0.20755500207555	0.552231937413714	0
Bacteria|Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenellaceae R-7 group|Unassigned	0.092678405931418	0	0.0504540867810293	0.77720207253886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenellaceae R-7 group|uncultured bacterium	0	0	0	2.84974093264249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|gut metagenome	9.63855421686747	1.31578947368421	0.454086781029263	0	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	2.03349282296651	0.0504540867810293	5.95854922279793	2.5	0	0.0345661942620118	0	0.0672494956287828	0	0.104766893661603	0.530973451327434	0.0686813186813187	0.105318588730911	0.520532099479468	0.08302200083022	0.322135296824666	2.1684316691881
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|uncultured organism	0	0	0	0	1.14583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Defluviitaleaceae|Defluviitaleaceae UCG-011|Lachnospiraceae bacterium oral taxon 500	0	0	0	0	0	0	0.276529554096094	0	0.134498991257566	0	0.419067574646412	0	0.686813186813187	0	0	0	0	0.100857286938981
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|Unassigned	0	0	0.353178607467205	0	1.14583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|[Eubacterium] rectale DSM 17629	0.370713623725672	0.239234449760766	1.31180625630676	0.518134715025907	1.45833333333333	4.58715596330275	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|metagenome	0	0	0	0	0	2.14067278287462	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|uncultured bacterium	0.185356811862836	0	0.100908173562059	0	0	5.19877675840979	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|uncultured organism	0.185356811862836	0.837320574162679	2.52270433905146	0	0.625	8.25688073394495	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|Blautia hansenii	0	0	0	0	0	7.03363914373089	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|uncultured bacterium	0.092678405931418	1.43540669856459	1.05953582240161	2.2020725388601	0.833333333333333	4.89296636085627	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|uncultured organism	0	0	0	0	0	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|Butyrivibrio crossotus	0	0	1.36226034308779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|Firmicutes oral clone BB124	0	0	0	0	0	0	0	0	0.47074646940148	0	0	0	0	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|uncultured bacterium	0	0	0.857719475277497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|uncultured organism	0	0	5.29767911200807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Catonella morbi	0	0	0	0	0	0	1.07155202212236	0.118764845605701	0.0672494956287828	0.40281973816717	0.576217915138816	0.884955752212389	0.274725274725275	0.157977883096367	0.115673799884326	0	0.138057984353428	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Catonella sp. oral clone BR063	0	0	0	0	0	0	0	0	0	0.704934541792548	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Catonella sp. oral clone EZ006	0	0	0	0	0	0	0	0	0	0	0.0523834468308015	1.23893805309735	0.0686813186813187	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|uncultured bacterium	0	0	0	0	0	0	0.311095748358106	0	0.336247478143914	0	0.0523834468308015	0.707964601769911	0.412087912087912	0	0.0578368999421631	0.04151100041511	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|Coprococcus eutactus	0.46339202965709	0.358851674641148	1.16044399596367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|Lachnospiraceae bacterium	0	0	0.908173562058527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|uncultured bacterium	0.370713623725672	0.478468899521531	1.81634712411705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|uncultured organism	0.370713623725672	1.91387559808612	1.05953582240161	0.77720207253886	0.104166666666667	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|unidentified	0	0	1.46316851664985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|uncultured bacterium	0.741427247451344	0.717703349282297	0.908173562058527	1.42487046632124	1.04166666666667	1.52905198776758	0	0	0	0	0.0523834468308015	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|uncultured organism	0.46339202965709	1.31578947368421	0.302724520686176	2.46113989637306	2.60416666666667	3.36391437308868	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Fusicatenibacter|Fusicatenibacter saccharivorans	0.648748841519926	0	0.302724520686176	0.259067357512953	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Incertae Sedis|Butyrivibrio sp. oral clone DA074	0	0	0	0	0	0	0	0	0.201748486886348	0	0.0523834468308015	0.176991150442478	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Johnsonella|Firmicutes oral clone CK051	0	0	0	0	0	0	0.138264777048047	0	0.134498991257566	0	0.104766893661603	1.06194690265487	0.343406593406593	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Johnsonella|uncultured bacterium	0	0	0	0	0	0	0.553059108192188	0	0.134498991257566	0	0	0.353982300884956	0.343406593406593	0	0.173510699826489	0.62266500622665	0.322135296824666	0.453857791225416
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoanaerobaculum|uncultured organism	0	0	0	0	0	0	0.0345661942620118	0.237529691211401	0	0	0.104766893661603	0.176991150442478	0.0686813186813187	0.105318588730911	0.231347599768652	0.16604400166044	0.322135296824666	1.10943015632879
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium|uncultured bacterium	0	0	0	0	0	1.22324159021407	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospira|Lactobacillus rogosae	0.370713623725672	0.119617224880383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospira|uncultured bacterium	1.11214087117702	0.239234449760766	0.252270433905146	0	0.208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Ruminococcus faecis JCM 15917	0	0	0.0504540867810293	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Unassigned	0.185356811862836	0	0	0	1.875	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|uncultured bacterium	0	0.717703349282297	0.201816347124117	0	1.45833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|uncultured organism	0.92678405931418	3.11004784688995	0	0.129533678756477	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Moryella|uncultured bacterium	0	0	0	0	0	0	0.276529554096094	0.237529691211401	0.739744451916611	0	0.733368255631221	0.707964601769911	0.206043956043956	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|Firmicutes oral clone AO068	0	0	0	0	0	0	0.241963359834082	0	0.0672494956287828	2.61832829808661	0.733368255631221	0	0	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|Oribacterium sinus	0	0	0	0	0	0	0	0	0	0	0.0523834468308015	0	0	0	0.0578368999421631	0.29057700290577	0	0
