Order	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Bacillota|Bacilli|RF39	0	0	0.504540867810293	0.906735751295337	0.625	0	0	0	0	0	0	0	0.0686813186813187	0	0.0578368999421631	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales	0	0	0	0	0	0	0.622191496716212	1.78147268408551	0.268997982515131	0.503524672708963	0	3.00884955752212	2.06043956043956	8.26750921537651	6.82475419317525	3.27936903279369	10.4924068108606	1.6137165910237
Bacteria|Bacillota|Clostridia|Christensenellales	0.092678405931418	0	0.0504540867810293	3.62694300518135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014	9.63855421686747	3.34928229665072	0.504540867810293	5.95854922279793	3.75	0	0.0345661942620118	0	0.0672494956287828	0	0.104766893661603	0.530973451327434	0.0686813186813187	0.105318588730911	0.520532099479468	0.08302200083022	0.322135296824666	2.1684316691881
Bacteria|Bacillota|Clostridia|Lachnospirales	9.91658943466172	11.9617224880383	26.8920282542886	8.93782383419689	18.3333333333333	58.1039755351682	3.2492222606291	0.712589073634204	2.68997982515131	4.53172205438066	3.6668412781561	7.07964601769911	3.22802197802198	0.737230121116377	1.5615962984384	2.36612702366127	1.19650253106305	4.13514876449824
Bacteria|Bacillota|Clostridia|Oscillospirales	41.1492122335496	48.6842105263158	25.0252270433905	36.139896373057	24.1666666666667	21.4067278287462	0	0.118764845605701	0	0.100704934541793	0	0	0	0	0	0	0.0460193281178095	0
Bacteria|Bacillota|Clostridia|Peptococcales	0	0	0	0	0	0	0.691323885240235	0	0.537995965030262	2.01409869083585	1.10005238344683	3.89380530973451	0	0	0.0578368999421631	0	0.0460193281178095	0
Bacteria|Bacillota|Clostridia|Peptostreptococcales-Tissierellales	0	0	0	0	0.625	2.44648318042813	15.6930521949533	30.7600950118765	18.1573638197714	12.1852970795569	13.6720796228392	15.7522123893805	16.4835164835165	0.157977883096367	0.983227299016773	1.2453300124533	0.87436723423838	1.66414523449319
Bacteria|Bacillota|Negativicutes|Acidaminococcales	1.48285449490269	0	1.05953582240161	12.3056994818653	4.27083333333333	4.28134556574924	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Negativicutes|Veillonellales-Selenomonadales	0	3.34928229665072	3.88496468213925	0	0	0	11.5451088835119	6.88836104513064	1.61398789509079	4.12890231621349	8.43373493975904	3.36283185840708	6.38736263736264	2.58030542390732	4.8582995951417	8.26068908260689	9.75609756097561	11.0943015632879
Bacteria|Bacillota|Syntrophomonadia|Syntrophomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0.755494505494505	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales	30.3985171455051	20.8133971291866	38.8496468213925	18.6528497409326	29.4791666666667	0	23.9198064293121	21.1401425178147	32.2797579018157	28.9023162134945	34.8873755893138	29.0265486725664	29.3269230769231	20.8530805687204	25.6795835743204	19.7592361975924	6.53474459272895	20.9783156833081
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales	0	0	0	0	0	0	1.59004493605254	0.237529691211401	0.0672494956287828	0	0.523834468308015	0.176991150442478	1.78571428571429	0.421274354923644	1.44592249855408	1.32835201328352	0.828347906120571	1.81543116490166
Bacteria|Bacteroidota|Bacteroidia|Sphingobacteriales	0	0	0	0	0	0	1.83200829588662	0	0	0	0.157150340492404	0	1.16758241758242	0	0.115673799884326	0	0	0.0504286434694907
Bacteria|Campylobacterota|Campylobacteria|Campylobacterales	0	0	0	0	0	0	1.48634635326651	0.237529691211401	1.68123739071957	0.302114803625378	2.25248821372446	0.176991150442478	3.09065934065934	0.0526592943654555	0.347021399652979	0.66417600664176	0.322135296824666	0.403429147755925
Bacteria|Chloroflexota|Anaerolineae|Anaerolineales	0	0	0	0	0	0	0.553059108192188	0.118764845605701	0.336247478143914	0.100704934541793	0.785751702462022	1.06194690265487	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales	0	0	0	0	0	0.305810397553517	8.33045281714483	6.29453681710214	16.408876933423	9.36555891238671	9.27187008905186	5.30973451327434	7.07417582417582	1.68509741969458	3.52805089647195	6.01909506019095	4.27979751495628	12.1533030761473
Bacteria|Patescibacteria|Gracilibacteria|Absconditabacteriales (SR1)	0	0	0	0	0	0	0	0	0.0672494956287828	0	0.104766893661603	0	0	0	0.115673799884326	0.53964300539643	0.0460193281178095	0.302571860816944
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales	0	0	0	0	0	0.305810397553517	4.07881092291739	0.475059382422803	0.672494956287828	0.201409869083585	4.24305919329492	4.7787610619469	0.480769230769231	1.05318588730911	1.0989010989011	0.49813200498132	1.38057984353428	4.28643469490671
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales	0	0	0	0	0	0	0.864154856550294	0.356294536817102	0.134498991257566	0.201409869083585	0	0.353982300884956	3.09065934065934	5.84518167456556	9.48525159051475	5.85305105853051	9.06580763920847	4.84114977307111
Bacteria|Pseudomonadota|Gammaproteobacteria|Cardiobacteriales	0	0	0	0	0	0	0.20739716557207	0.118764845605701	0	0	0.0523834468308015	0.176991150442478	0.343406593406593	0.157977883096367	0.0578368999421631	0	0	0.151285930408472
Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales	0	0	0	0	0	0	0.345661942620118	0	0	0.503524672708963	0	0.176991150442478	0.755494505494506	3.63349131121643	0.867553499132447	8.13615608136156	2.66912103083295	1.56328794755421
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales	0.092678405931418	0	0	0	0	0	5.77255444175596	0.237529691211401	4.37121721587088	1.10775427995972	4.55735987427973	3.00884955752212	6.31868131868132	0.0526592943654555	0.289184499710816	0.04151100041511	0.184077312471238	0.252143217347453
Bacteria|Synergistota|Synergistia|Synergistales	0	0	0	0	0	0	3.35292084341514	0.831353919239905	9.61667787491594	0.201409869083585	6.23363017286537	2.65486725663717	1.64835164835165	0	0.115673799884326	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfobulbia|Desulfobulbales	0	0	0	0	0	0	8.84894573107501	1.42517814726841	4.64021519838601	0.604229607250755	6.23363017286537	3.71681415929204	0.274725274725275	0	0	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales	0	0	0	1.03626943005181	0.104166666666667	0	0	0	0	0	0	0.530973451327434	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales	6.39481000926784	0	0	0	1.66666666666667	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
