	SRS024568.571681	SRS013177.574389	SRS020413.572892	SRS017935.572108	SRS013490.574260	SRS017641.576524	SRS013638.573699	SRS024625.570280	SRS023176.573947	SRS020290.575215	SRS017764.574643	SRS018076.571839	SRS049911.575200	SRS021484.575748	SRS017997.575028	SRS018313.575129	SRS024151.575546	SRS017307.573991	SRS016916.571068	SRS020869.573690	SRS023914.571128	SRS017641.575969	SRS020527.573698	SRS020233.575311	SRS013687.574921	SRS018102.573993	SRS017420.570810	SRS020895.570284	SRS013516.575410	SRS016364.575956	SRS016942.575808	SRS013474.572674	SRS024177.571285	SRS017029.575283	SRS058746.570279	SRS017230.573092	SRS017363.570258	SRS018339.573081	SRS017667.571840	SRS017847.570423	SRS023760.572972	SRS017667.576128	SRS013203.574575	SRS021510.573430	SRS018396.574712	SRS017420.571170	SRS016779.576334	SRS020316.575736	SRS017790.572183	SRS018216.570352	SRS016424.570841	SRS020437.572627	SRS024592.570730	SRS013472.575723	SRS020551.575598	SRS020257.573938	SRS018100.575514	SRS023995.573098	SRS013201.576199	SRS016777.576593	SRS017361.573508	SRS017665.574059	SRS023758.576043	SRS017088.576058	SRS020893.572891	SRS045289.571763	SRS023938.573037	SRS017227.576007	SRS017418.570288	SRS020314.575041	SRS024649.576282	SRS017304.575372	SRS018214.570641	SRS013662.573790	SRS055687.571803
1059655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2	10.8	29	10	12.8	12.4	26	4	11	8	3.6	6.8	2.6	2.6	30.2	13	3	10.6	2	2.4	14	13	0	2.8	25	20.2	8	1.8	15.2	10.8	5.8	10.6	17.2	24.6	7.8	46.6	3	22.6	13	47	12.2	0.8	0.6	4.8	1.4	12.2	12.8	18	4.8	11.2
4430826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	7.8	0	0.4	1.4	3	0	0	1.4	3.6	6.8	0.4	5	0.4	0.8	0	1.8	5	12.4	14.6	13.4	4.6	0.4	10.8	1.4	6.4	5	10.8	0	3.6	12.6	6	15.8	17.8	2.6	0.6	6.8	0	1.2	0	2	14.2	14	3	1.8	9.2	0	1.2	10	6.2
4391205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0.75	7.25	2	12.75	8.5	1.5	5.25	7.25	5.25	0	0	0	4.75	1.75	0	3	3.25	7.25	8.5	5.25	0	3	6.5	9.25	2.5	3.25	9	1	1	24.75	3.5	6.25	9	3.75	2.25	7.5	0.75	0.75	17.25	4	5.75	2.5	0	3.25	0	13	0.5	2.5
4458476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	2.25	0	0.5	0	0	0	0	0	0	1	0.75	0	0	0.5	0	0	0	0.5	0	0	0.75
4428949	49	69	4	4	5	10	17	2	0	24	3	0	0	11	0	0	14	0	17	53	3	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1076413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.4	0	0	0.6	0	3.6	0.4	0	0	0.6	6	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0.4	0	0	0	0	0	0	0	1	1	0
4481455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25	0	0	0.75	0	0	5	0	0	0	0	0	0	0	1.75	2	0	0	0	0	0	0	2.25	7.75	1.25	0	0	0	0.5	4.5	0	0	0	0	1.75	0	0	8.5	9	0	0	9.25	0	0	1.5	0
4468384	0	0	4	3	5	0	15	0	0	0	0	0	0	2	0	3	5	0	0	36	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4307230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	1.66666666666667	2.66666666666667	0	0	0	5.66666666666667	1	0	0	1	6.66666666666667	0	0	0	1.33333333333333	3.66666666666667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	2	0	0	0	0	0
4456252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.8	0.6	0	0	8.8	0	0	8.2	0	1.2	0	0	0	0.8	0.4	0	0.4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0.4	0	0	0	2.8	0
4464533	0	3	0	0	0	4	59	0	0	4	0	0	4	0	0	17	4	0	0	22	0	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4477062	0	0	0	5	1.5	1.25	0.75	0.5	0	0	0	0	0	0	0	0	1	0	0	1.5	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4333154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0.285714285714286	0	0	0	0.571428571428571	0	0	0	0.428571428571429	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0.428571428571429	0	0	0	0.428571428571429	0	0	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0
4310024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5	3.66666666666667	0.5	0.333333333333333	0	0.666666666666667	1	0.833333333333333	0	1.83333333333333	2.33333333333333	0.666666666666667	0	0	0.666666666666667	0.833333333333333	0.333333333333333	0	0	0	0	0	0	0	0	1.16666666666667	0.666666666666667	0.333333333333333	0	0.5	0	0	0	0	0	0	5.33333333333333	1.16666666666667	0	0	0	0	0
923032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	3.4	0	0	0	5.2	0.4	0	0	0.8	0	0	1.4	4	0	0	0.4	0	0	1.6	0	0	0	0.4	0	0	0	0	0	2.6	0	0	2.6	0	48.4	0	0	0	0.6	0.6	0.4	0	0	0	1.4	0
4447605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15.75	3.25	0.75	8.75	0	7.25	0	11.5	3.75	3.25	0.75	6	1	0	12	8	1.5	0.5	2	2.5	0	5.25	0	2.75	0.5	2.75	0	0	0	0	5.25	8	2.25	0	5.5	1	17	0	0	1.25	7.5	0	0.75	7.5	8.5	0	3	0
1023075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	1	0	1.6	0	0	0	3.4	0	0	0	0	0.4	0	0	0	0	6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	1.2	0	0	0	0	1.2	0	0
4311254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1.33333333333333	0	1	0	0	0	0	0	0	1.66666666666667	0	0	0	0	1.66666666666667	0	0	0	0	0	0	0	0	0	1.66666666666667
4469199	0	1.25	2.5	10	4.75	1.75	15.5	3.5	0	1.5	0	0	0	0.75	0	25	16.5	0	0	3	0	1.75	0	7.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4460914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	19.4	1.8	0	0.4	0.6	7.8	7.6	0	0	8.4	3	0.4	8.8	4.2	2.8	0	3.4	0.6	0	2.2	0.8	38.4	8.6	5.2	0	0	0.4	0	2.4	33	1.2	0	8.4	0.4	34.4	0	0	2	7	1.2	0	6.4	0	0	7	3.2
4472050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	95.3333333333333	2.33333333333333	19	0.666666666666667	11	3.33333333333333	19	2.66666666666667	0.666666666666667	0	7	0	1.33333333333333	7	1.33333333333333	2	3.66666666666667	7	0	3	1	0	2.33333333333333	3	2.66666666666667	2.66666666666667	19	0	2	0	1	0	0	10	16	11.6666666666667	0	0	0	9.33333333333333	12.3333333333333	6.66666666666667	5.33333333333333	11	0	0.666666666666667	10.3333333333333
4446973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1	10.5	0	0	0.5	34.25	11.25	0	25	26	0	0	36.5	43.75	12.5	0	0	4.75	0.5	1.5	0	0	0	0	0	5	0.75	0	5.25	21.75	0.75	0	36.25	0	2.5	0	0	0	3.5	62.5	0	2.25	0	0	12.5	0
4321001	3.66666666666667	3	2.83333333333333	0	0	0	0	3	2.16666666666667	0.333333333333333	0.666666666666667	4.16666666666667	2	0.666666666666667	0	0	0	0	2	3.16666666666667	0	0	2.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4374220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	1.33333333333333	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0.666666666666667	0	0	0	0	1.66666666666667	1.33333333333333	0	0	0.666666666666667	0	0	0	0	0	0	0	0.666666666666667	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0.666666666666667	0	0.666666666666667
4466616	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	16.5	5.16666666666667	1.83333333333333	5.16666666666667	0.5	0.333333333333333	1.83333333333333	1	14.5	7	0.833333333333333	1.33333333333333	8.33333333333333	1.33333333333333	7.83333333333333	0	2.16666666666667	0	2.83333333333333	3.83333333333333	8.33333333333333	1.16666666666667	0	1.5	4	0	0.5	0.333333333333333	1.66666666666667	0	0	28.8333333333333	25.3333333333333	0	3.5	4	1.33333333333333	0.666666666666667	1	5.33333333333333	45.6666666666667	0.833333333333333	1.16666666666667	2	0	0.5	3.83333333333333	0	4.83333333333333	0
4476609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34.3333333333333	43	11.6666666666667	1.66666666666667	12.3333333333333	252.666666666667	11.6666666666667	3.33333333333333	3.66666666666667	10	10.6666666666667	12	28.3333333333333	8.66666666666667	15.3333333333333	21	8.33333333333333	21.6666666666667	2.33333333333333	32.3333333333333	6.33333333333333	3.33333333333333	2.33333333333333	6.66666666666667	21.6666666666667	50.3333333333333	2	408.666666666667	65	11	10.3333333333333	11	9.33333333333333	26.3333333333333	328.666666666667	33	41.6666666666667	46.6666666666667	141	29.3333333333333	0.666666666666667	7.66666666666667	2	9	15.3333333333333	53.6666666666667	65	3.33333333333333	41.6666666666667
4463237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3333333333333	38.3333333333333	8	10.6666666666667	20.3333333333333	46.3333333333333	204.333333333333	3.66666666666667	5.33333333333333	24	9.33333333333333	14.6666666666667	28.3333333333333	11.3333333333333	20.6666666666667	43.6666666666667	14	40.3333333333333	30.3333333333333	46.3333333333333	44	85	2.33333333333333	4.66666666666667	43.6666666666667	46.6666666666667	68	13.3333333333333	234.666666666667	15	12.3333333333333	24.6666666666667	113.666666666667	62.3333333333333	68	194	19	52.6666666666667	28.3333333333333	93	32.3333333333333	11.3333333333333	10.6666666666667	1.66666666666667	2	35.6666666666667	43.3333333333333	99	2.33333333333333	42.6666666666667
953463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1.83333333333333	0	0	0	4.33333333333333	0.666666666666667	0	7.83333333333333	0	0	0	0	3.5	0	0	0	2.66666666666667	0.5	0	0	0	0	0	0.833333333333333	0	0	0.5	0	6	1.33333333333333	0	0	0	0	0.333333333333333	0	0	10.8333333333333	0	6.33333333333333	0	0	0	1.33333333333333	0	0	0
4478815	0.833333333333333	0.5	0	0	0	4.16666666666667	2.16666666666667	0	0	0	0	0	1.33333333333333	0	0	1.33333333333333	0.833333333333333	0.5	0.833333333333333	2	0	6.33333333333333	0.5	2.33333333333333	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4484034	255.8	57.2	17.6	15.6	11.4	25.8	30.4	33.6	75.6	98.2	59.6	77.2	66.2	42.2	31.8	108	24	11	72.8	16.4	7.4	288.2	94.6	2.8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4475824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	55.5	25.5	69.25	39.5	25.25	8.25	37	7.25	17.5	9.75	6.25	15	8.5	5.5	28.5	43	6.25	13.75	6	7	29.5	19.75	1.5	11.25	74.25	53.5	32.25	12.5	38	34.5	22.75	38.75	15	28	17	72.75	9	47.75	34.25	108.25	19	1.25	8.25	5.75	3.25	16	39.5	77.25	7.75	29
1028549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.75	23	89.25	18.5	2	41	6	29.25	51.75	25.25	0.75	68	0.75	0	114.25	2.5	18.5	0	0	0	5.5	34.25	0	2.25	0	2	0	1	0	0	12	2.75	1	3.25	22.75	0	0.5	0	2	4	49.25	1.75	8.5	0.5	0.5	0	44	3.5
4459560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	4.66666666666667	4	2.33333333333333	2.33333333333333	4.66666666666667	16	1.33333333333333	4	2	1.33333333333333	9	0.666666666666667	3	3.66666666666667	4.33333333333333	7.66666666666667	1.66666666666667	9	6	9.66666666666667	2	1	0.666666666666667	0	6.33333333333333	10.6666666666667	1.66666666666667	12.3333333333333	8.66666666666667	0	3.33333333333333	1	1	2.33333333333333	2.66666666666667	9.33333333333333	5.33333333333333	2.33333333333333	9.66666666666667	7.66666666666667	0.666666666666667	0.666666666666667	1.33333333333333	1.33333333333333	5.66666666666667	3.66666666666667	0.666666666666667	0	8.66666666666667
4302288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	7.25	3	8.5	3.75	10.5	3	1.5	0.5	3	4.75	1.25	1	2	2	3.75	1.5	0.5	9.75	5.75	5.5	1.25	0	4.25	0	15.5	10	18	6.75	4.5	1.75	7	7	1.25	6.25	7.25	7.75	1.25	1	2.75	10.5	2.25	5.25	0	0.5	6	0	0.5	1.5	24.75
4338263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0.4	0	0	0	0	0	0.6	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0.8	0	0	0.8	0	0.4	4.2	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	2.4	0
4440187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	17.25	0	1	0	0	0	0	8.25	0	0	1.75	6.25	0	0.5	0	0	0	10.25	0	0.5	1.25	0	22	18.75	8.5	0	0	0	0.5	0	0.5	2.75	21.5	1.5	0	1.5	0	0	7	0
4430639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.666666666666667	0	0	0	0	0	0	0.5	0.5	0	0	0.5	0	0.5	0.833333333333333	0	1.16666666666667	0	0	0.333333333333333	0.833333333333333	0	0	3.16666666666667	0.333333333333333	0	0	0	1.66666666666667	3.16666666666667	1.5	0	0.5	0.333333333333333	0.333333333333333	0	1.33333333333333	0	0.5	1.66666666666667	1.83333333333333	0.5	0	0	0	1.16666666666667	3	0.333333333333333	0
2901970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75	0	0	0	0.5	0	0	0	0	1.25	0	0	0	0	4	5.5	0	0	2	0	0	0	0	0	7.5	0	0	0	0	0.75	11	0.75	0	6.25	0	2.5	0	0	0	0	0	0	2.5	0	0	0	0
4426163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5	26	5.25	2.25	1.5	116.75	7.25	1	28.25	322.25	77.25	3.5	8.75	0	41	17.25	2	0	0	0.75	0	52.75	4	3.25	1.5	4.75	0	0	0	0	19.25	14	6	3.75	25	0	0	0.75	1.25	2	9	12.75	0	24.75	0.75	1	21	0
4451251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	0	0	10	2	0	0	82	0	5	0	0	5	0	0	0	0	0	3	5	0	3	2	0	0	0	0	0	2	3	0	3	4	0	3	0	0	0	2	0	0	8	0	0	5	0
4484075	0	0	8	47	13	0	138.333333333333	18.6666666666667	0	61.6666666666667	0	0	11	33	88.6666666666667	1.66666666666667	14.3333333333333	1.66666666666667	2.66666666666667	14.3333333333333	27.6666666666667	0	0	3.66666666666667	15.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2627856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.5	1	0	0	0	2.25	3.75	1.25	0	0	0.75	0	0	0	0	0.75	0.5	3	0	0.5	0.5	0	0	3	0	0	0	0	1.75	0.75	0.75	0	2.25	0	0	0	0	1	3.5	0	1.25	0	0	0	6	0
4458758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6666666666667	3.16666666666667	1.66666666666667	3	2.83333333333333	0	1.66666666666667	0	2.16666666666667	3.5	1.33333333333333	1	2.33333333333333	0	2.66666666666667	8.16666666666667	0	2.16666666666667	0.833333333333333	3.5	4.83333333333333	2.16666666666667	0	0.5	13	2.5	0.666666666666667	0.5	0.333333333333333	6.66666666666667	7.66666666666667	16.8333333333333	0.5	5.33333333333333	3.66666666666667	2.83333333333333	0	16.6666666666667	0	4.83333333333333	2.5	25	1.83333333333333	1.16666666666667	0.5	0	3.16666666666667	17.6666666666667	3	0
4480970	0	0.4	11.6	1	5.6	0	0.4	3.4	0	46.8	1.2	117.2	0.4	5.2	4	129.4	12.4	0.4	1	0	8	0.4	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4376637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.33333333333333	0	0	6.66666666666667	0.666666666666667	2	0	4	0	0	0	0	3.33333333333333	0.666666666666667	0	0	13	0	4.33333333333333	14	0	0	0.666666666666667	0	0	0	0	2	1.33333333333333	3	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0
4464173	0	0	2	11.5	12.25	5	2.5	3.75	0	3	0	0	0.5	0.5	0	0	15.25	10	7.25	10.25	1.25	7	0	3.25	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4341494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4.8	3	0	1.4	0	4.8	1.8	0	3	2.4	0	0	4	0	0	0	0	0	2.6	5.6	0	0	0.6	8.6	0	0	0.4	0	0	2	0	0	2.6	0	5.6	0	0	0	0.6	0.6	1.4	2	0	0	7.2	0.4
4313141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7.25	5.25	20.5	5.25	13.25	9.75	6	3.25	2.5	13.5	3	3	0.5	0.75	6	4.25	1.5	19.25	12.5	16	10	1	2.5	0.75	31.5	21.25	18.25	19.75	2.5	3.25	15.75	12.25	15.25	16.25	6.5	13	2.25	0.75	6.5	17.5	3	14.25	0.75	1	6.5	0.5	1	2.5	32.75
968675	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.833333333333333	0	7.33333333333333	2	1.5	2.33333333333333	0	0	0	0	0.333333333333333	0	0	0.333333333333333	0	7	0	0	16.6666666666667	0	0.333333333333333	0	1	0	0	0	0.666666666666667	0	2.66666666666667	6	0	0	0	0.5	1.16666666666667	0	0	0	0	0.333333333333333	0	1.66666666666667	1	0
4350499	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	1.66666666666667	1	0	0	1	1	0.666666666666667	0	0	3.33333333333333	1	0	1.66666666666667	0	10	6	1	0	0	0	2.33333333333333	0	0	2	0	1	0	0	0.666666666666667	0	1.66666666666667	0	0.666666666666667	0	2.33333333333333	1.33333333333333	2.33333333333333	2.66666666666667	0	0.666666666666667	0	2	0	1.33333333333333	0.666666666666667	2
4355718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333333333333	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0
4317477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	1	0	2.33333333333333	2.33333333333333	0	0	2.33333333333333	0	1	0	0	1	0.666666666666667	0.666666666666667	0	0	0	0	0	0	1	0	0	0	1.66666666666667	0	0.666666666666667	0	0	0	0	0	0	2	1.33333333333333	0	0	0	0	0
4335578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0.25	1.25	0	0	0.25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	0	0	0
4458736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	2	0	0	0	1	0	3	0	0	0	0	0	0	1	0	1.5	11	1	0	0	0	0	0	0	2.5	0	1.5	5.5	0	0	0	0	0	1	0	0	1	0
686900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.75	2	2	0	2.5	0	0.75	4.75	2	0	3.25	0	0	5.75	1.5	0	0	0	0	0.75	1.25	0	0	0	2.5	0	0	0	0	1.25	2	0	0	1.25	0	0	0	0	3.5	2	0	3	1.5	0.5	0	2.75	0
4371060	13.2	2.2	0.6	0	0	0	1.6	2	1.4	0.6	1	6.6	1.4	0	0	0	0	0.4	2.6	1.8	0	0	2.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4431545	1.66666666666667	0	0	0	2	1.66666666666667	7.33333333333333	0	0	0	0	0	1	0	0	9.66666666666667	12	2.33333333333333	0	0	1.66666666666667	0.666666666666667	1.33333333333333	7	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4430498	0.75	1.25	0	0	0.5	0	1	0	0.5	0.5	13.75	0.5	0.75	0	1	0	0	0	0	0	0	0	0.75	0	0.75	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4425557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	13	8	7.66666666666667	0	6.66666666666667	0	0	6.66666666666667	2.33333333333333	1	0	0	1.33333333333333	4	1.66666666666667	2	1.66666666666667	3	0.666666666666667	12.6666666666667	16.3333333333333	1.33333333333333	0	0	25	0	13.3333333333333	0	0	2.66666666666667	6	14.6666666666667	4	23.3333333333333	0	2	10.3333333333333	0	68.3333333333333	10.6666666666667	0	1	5.66666666666667	1	0	10.3333333333333	0	3	19.6666666666667
4484389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	1.33333333333333	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
4447260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14.6666666666667	0	0	12.6666666666667	1.66666666666667	2	0	8.66666666666667	14	0	0	0	29	0	0	1.33333333333333	0	33.3333333333333	2.66666666666667	1	2.33333333333333	19.6666666666667	0.666666666666667	18.6666666666667	19.6666666666667	9.66666666666667	0	0	27.6666666666667	0.666666666666667	0	0.666666666666667	6.66666666666667	0	3.66666666666667	0	0	2.33333333333333	4	60	8.33333333333333	0.666666666666667	2.66666666666667	0	0	1	34.6666666666667	4.66666666666667
4401375	0	3.2	5.8	14.6	0	0	5.6	53.4	8.6	33.8	28.6	9.8	30.4	19.6	78.8	0	0	4.2	60	0	4	0	11	8	30.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
