Family	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae	0	0	0	0	0	0.305810397553517	0.103698582786035	0.118764845605701	0.134589502018843	0.504032258064516	0	0.530973451327434	0.618131868131868	4.42338072669826	5.03181029496819	2.36612702366127	4.8780487804878	2.26928895612708
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae	0	0.358851674641148	0.0504540867810293	0	0.3125	0	3.87141375734532	24.9406175771971	2.62449528936743	33.8709677419355	0.838135149292824	8.14159292035398	11.1950549450549	34.0179041600843	30.0173510699826	33.9975093399751	37.8278877128394	22.6928895612708
Bacteria|Bacillota|Bacilli|Mycoplasmatales|Mycoplasmataceae	0	0	0	0	0	0	0.380228136882129	0	1.34589502018843	0	0.104766893661603	0	0.0686813186813187	0	0.115673799884326	0	0	0
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis	0	0	0.504540867810293	0.906735751295337	0.625	0	0	0	0	0	0	0	0.0686813186813187	0	0.0578368999421631	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae	0	0	0	0	0	0	0.622191496716212	1.78147268408551	0.269179004037685	0.504032258064516	0	3.00884955752212	2.06043956043956	8.26750921537651	6.82475419317525	3.27936903279369	10.4924068108606	1.6137165910237
Bacteria|Bacillota|Clostridia|Christensenellales|Christensenellaceae	0.092678405931418	0	0.0504540867810293	3.62694300518135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis	9.63855421686747	3.34928229665072	0.504540867810293	5.95854922279793	3.75	0	0.0345661942620118	0	0.0672947510094213	0	0.104766893661603	0.530973451327434	0.0686813186813187	0.105318588730911	0.520532099479468	0.08302200083022	0.322135296824666	2.1684316691881
Bacteria|Bacillota|Clostridia|Lachnospirales|Defluviitaleaceae	0	0	0	0	0	0	0.276529554096094	0	0.134589502018843	0	0.419067574646412	0	0.686813186813187	0	0	0	0	0.100857286938981
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae	9.91658943466172	11.9617224880383	26.8920282542886	8.93782383419689	18.3333333333333	58.1039755351682	2.97269270653301	0.712589073634204	2.55720053835801	4.53629032258065	3.24777370350969	7.07964601769911	2.54120879120879	0.737230121116377	1.5615962984384	2.36612702366127	1.19650253106305	4.03429147755925
Bacteria|Bacillota|Clostridia|Oscillospirales|Oscillospiraceae	11.1214087117702	1.07655502392344	5.85267406659939	0.38860103626943	0.208333333333333	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Oscillospirales|Ruminococcaceae	29.8424467099166	47.6076555023923	15.1362260343088	29.5336787564767	23.5416666666667	6.11620795107034	0	0.118764845605701	0	0.100806451612903	0	0	0	0	0	0	0.0460193281178095	0
Bacteria|Bacillota|Clostridia|Oscillospirales|UCG-010	0	0	0.201816347124117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Oscillospirales|[Eubacterium] coprostanoligenes group	0.185356811862836	0	3.83451059535822	6.21761658031088	0.416666666666667	14.9847094801223	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Peptococcales|Peptococcaceae	0	0	0	0	0	0	0.691323885240235	0	0.53835800807537	2.01612903225806	1.10005238344683	3.89380530973451	0	0	0.0578368999421631	0	0.0460193281178095	0
Bacteria|Bacillota|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae	0	0	0	0	0.625	2.44648318042813	4.32077428275147	2.96912114014252	3.23014804845222	1.31048387096774	3.03823991618649	4.24778761061947	4.60164835164835	0.105318588730911	0.289184499710816	0.4151100041511	0.368154624942476	1.26071608673727
Bacteria|Bacillota|Clostridia|Peptostreptococcales-Tissierellales|Family XI	0	0	0	0	0	0	2.52333218112686	24.4655581947743	1.07671601615074	5.54435483870968	2.82870612886328	3.1858407079646	1.8543956043956	0	0.347021399652979	0.58115400581154	0.138057984353428	0.201714573877963
Bacteria|Bacillota|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0	0	0	0	0	0	8.84894573107501	3.32541567695962	13.8627187079408	5.34274193548387	7.80513357778942	8.31858407079646	10.0274725274725	0.0526592943654555	0.347021399652979	0.24906600249066	0.368154624942476	0.201714573877963
Bacteria|Bacillota|Negativicutes|Acidaminococcales|Acidaminococcaceae	1.48285449490269	0	1.05953582240161	12.3056994818653	4.27083333333333	4.28134556574924	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Negativicutes|Veillonellales-Selenomonadales|Selenomonadaceae	0	0	0	0	0	0	9.36743864500519	2.37529691211401	0.53835800807537	1.71370967741935	5.50026191723415	1.94690265486726	4.18956043956044	0	0.636205899363794	0.12453300124533	0.552231937413714	0.453857791225416
Bacteria|Bacillota|Negativicutes|Veillonellales-Selenomonadales|Veillonellaceae	0	3.34928229665072	3.88496468213925	0	0	0	2.17767023850674	4.51306413301663	1.07671601615074	2.41935483870968	2.93347302252488	1.41592920353982	2.1978021978022	2.58030542390732	4.22209369577791	8.13615608136156	9.2038656235619	10.6404437720625
Bacteria|Bacillota|Syntrophomonadia|Syntrophomonadales|Syntrophomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.755494505494505	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	24.0963855421687	1.07655502392344	0.252270433905146	0	23.9583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Incertae Sedis	0	0	0	0	0	0	0.0691323885240235	0	0	0	0.471451021477213	0	0.549450549450549	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Marinifilaceae	0	0	0	0	0	0	0	0	0	0	0	0.884955752212389	0.824175824175824	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Paludibacteraceae	0	0	0	0	0	0	0.414794331144141	0	0	0	0.209533787323206	1.06194690265487	0.824175824175824	0.105318588730911	0	0.04151100041511	0.0460193281178095	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae	0	0	0	0	0	0	2.14310404424473	4.39429928741093	16.0161507402423	5.34274193548387	16.2912519643793	9.38053097345133	15.6593406593407	12.5329120589784	8.03932909196067	8.7173100871731	1.74873446847676	2.47100353000504
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	4.26320667284523	15.4306220095694	36.8314833501514	3.36787564766839	0	0	18.1472519875562	16.1520190023753	14.6702557200538	22.883064516129	15.6102671555788	15.5752212389381	6.45604395604396	8.21484992101106	17.1775592828224	10.5853051058531	4.50989415554533	17.6500252143217
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.092678405931418	4.06698564593301	1.76589303733602	15.2849740932642	4.47916666666667	0	0.622191496716212	0	0.134589502018843	0	0.314300680984809	0	1.30494505494505	0	0.0578368999421631	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	1.94624652455978	0.239234449760766	0	0	1.04166666666667	0	2.45419979260283	0.593824228028504	1.278600269179	0.705645161290323	1.99057097957046	2.12389380530973	2.81593406593407	0	0.404858299595142	0.4151100041511	0.230096640589047	0.857286938981341
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|p-2534-18B5 gut group	0	0	0	0	0	0	0.0691323885240235	0	0.201884253028264	0	0	0	0.892857142857143	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae	0	0	0	0	0	0	1.41721396474248	0.237529691211401	0.0672947510094213	0	0.523834468308015	0.176991150442478	1.71703296703297	0.421274354923644	1.27241179872759	1.2453300124533	0.736309249884952	1.81543116490166
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Weeksellaceae	0	0	0	0	0	0	0.172830971310059	0	0	0	0	0	0.0686813186813187	0	0.173510699826489	0.08302200083022	0.092038656235619	0
Bacteria|Bacteroidota|Bacteroidia|Sphingobacteriales|Lentimicrobiaceae	0	0	0	0	0	0	1.83200829588662	0	0	0	0.157150340492404	0	1.16758241758242	0	0.115673799884326	0	0	0.0504286434694907
Bacteria|Campylobacterota|Campylobacteria|Campylobacterales|Campylobacteraceae	0	0	0	0	0	0	1.48634635326651	0.237529691211401	1.68236877523553	0.30241935483871	2.25248821372446	0.176991150442478	3.09065934065934	0.0526592943654555	0.347021399652979	0.66417600664176	0.322135296824666	0.403429147755925
Bacteria|Chloroflexota|Anaerolineae|Anaerolineales|Anaerolineaceae	0	0	0	0	0	0	0.553059108192188	0.118764845605701	0.336473755047106	0.100806451612903	0.785751702462022	1.06194690265487	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	0	0	0	0	0	0	7.15520221223643	2.96912114014252	16.0834454912517	9.375	4.76689366160293	1.23893805309735	6.73076923076923	1.63243812532912	2.60266049739734	4.9813200498132	2.76115968706857	6.75743822491175
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	0	0	0	0	0	0.305810397553517	1.1752506049084	3.32541567695962	0.336473755047106	0	4.50497642744893	4.07079646017699	0.343406593406593	0.0526592943654555	0.92539039907461	1.03777501037775	1.51863782788771	5.3958648512355
Bacteria|Patescibacteria|Gracilibacteria|Absconditabacteriales (SR1)|Incertae Sedis	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.104766893661603	0	0	0	0.115673799884326	0.53964300539643	0.0460193281178095	0.302571860816944
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Incertae Sedis	0	0	0	0	0	0.305810397553517	0.691323885240235	0.118764845605701	0.336473755047106	0	3.09062336301729	2.47787610619469	0.0686813186813187	0	0.289184499710816	0.04151100041511	0.322135296824666	0.0504286434694907
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0	0	0	0	0	0	3.38748703767715	0.356294536817102	0.336473755047106	0.201612903225806	1.15243583027763	2.30088495575221	0.412087912087912	1.05318588730911	0.809716599190283	0.45662100456621	1.05844454670962	4.23600605143722
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.274725274725275	0	0.115673799884326	0	0.736309249884952	0.100857286938981
Bacteria|Pseudomonadota|Gammaproteobacteria|Burkholderiales|Neisseriaceae	0	0	0	0	0	0	0.864154856550294	0.356294536817102	0.0672947510094213	0.201612903225806	0	0.353982300884956	2.81593406593407	5.84518167456556	9.36957779063042	5.85305105853051	8.32949838932352	4.74029248613212
Bacteria|Pseudomonadota|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae	0	0	0	0	0	0	0.20739716557207	0.118764845605701	0	0	0.0523834468308015	0.176991150442478	0.343406593406593	0.157977883096367	0.0578368999421631	0	0	0.151285930408472
Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pasteurellaceae	0	0	0	0	0	0	0.345661942620118	0	0	0.504032258064516	0	0.176991150442478	0.755494505494506	3.63349131121643	0.867553499132447	8.13615608136156	2.66912103083295	1.56328794755421
Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae	0.092678405931418	0	0	0	0	0	5.77255444175596	0.237529691211401	4.37415881561238	1.10887096774194	4.55735987427973	3.00884955752212	6.31868131868132	0.0526592943654555	0.289184499710816	0.04151100041511	0.184077312471238	0.252143217347453
Bacteria|Synergistota|Synergistia|Synergistales|Synergistaceae	0	0	0	0	0	0	3.35292084341514	0.831353919239905	9.62314939434724	0.201612903225806	6.23363017286537	2.65486725663717	1.64835164835165	0	0.115673799884326	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfobulbia|Desulfobulbales|Desulfobulbaceae	0	0	0	0	0	0	8.84894573107501	1.42517814726841	4.64333781965007	0.604838709677419	6.23363017286537	3.71681415929204	0.274725274725275	0	0	0	0	0
Bacteria|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae	0	0	0	1.03626943005181	0.104166666666667	0	0	0	0	0	0	0.530973451327434	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Verrucomicrobiia|Verrucomicrobiales|Akkermansiaceae	6.39481000926784	0	0	0	1.66666666666667	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
