"","feces1","feces2","feces3","feces4","feces5","feces6","saliva1","saliva2","saliva3","saliva4","saliva5","saliva6","plaque1","plaque2","plaque3","plaque4","plaque5","plaque6"
"ASV1412",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"ASV1413",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"ASV1414",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"ASV1415",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"ASV1416",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"ASV1417",0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0
"ASV1418",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"ASV1419",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
"ASV1420",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
"ASV1421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"ASV1422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"ASV1423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"ASV1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"ASV1425",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1426",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1427",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1428",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1429",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1430",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1431",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1432",0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1433",0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1434",0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1435",0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1436",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"ASV1437",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"ASV1438",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"ASV1439",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"ASV1440",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"ASV1441",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"ASV1442",0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"ASV1443",0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"ASV1444",0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"ASV1445",0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"ASV1446",0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"ASV1447",0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
"ASV1448",0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0
"ASV1449",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"ASV1450",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"ASV1451",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV1452",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV1453",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV1454",0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV1455",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"ASV1456",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"ASV1457",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"ASV1458",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
"ASV1459",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,18
"ASV1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"ASV1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24
"ASV1462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"ASV1463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ASV1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ASV1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ASV1466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ASV1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"ASV1468",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1469",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1470",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1471",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1472",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1473",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1474",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1475",0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1476",0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1477",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1478",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1479",0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1480",0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1481",0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"ASV1482",0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"ASV1483",0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"ASV1484",0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
"ASV1485",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"ASV1486",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"ASV1487",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
"ASV1488",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
"ASV1489",0,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0
"ASV1490",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
"ASV1491",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
"ASV1492",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"ASV1493",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"ASV1494",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"ASV1495",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"ASV1496",0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"ASV1497",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1498",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1499",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1500",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1501",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1502",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
"ASV1503",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV1504",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV1505",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV1506",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV1507",0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,0
"ASV1508",0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
"ASV1509",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
"ASV1510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
"ASV1511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
"ASV1512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0
"ASV1513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"ASV1514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"ASV1515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"ASV1516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"ASV1517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"ASV1518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"ASV1519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"ASV1520",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1521",0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1522",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1523",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1524",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1525",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1526",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1527",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1528",0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1529",0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1530",0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1531",0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1532",0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1533",0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1534",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"ASV1535",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"ASV1536",0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
"ASV1537",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"ASV1538",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"ASV1539",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"ASV1540",0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"ASV1541",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1542",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1543",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1544",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1545",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1546",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1547",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1548",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1549",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV1550",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV1551",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV1552",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV1553",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ASV1554",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ASV1555",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ASV1556",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
"ASV1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"ASV1558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"ASV1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"ASV1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"ASV1561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"ASV1562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"ASV1563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"ASV1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"ASV1565",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1566",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1567",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1568",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1569",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1570",0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1571",0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1572",0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1573",0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1574",0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1575",0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"ASV1576",0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"ASV1577",0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0
"ASV1578",0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"ASV1579",0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0
"ASV1580",0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,0,0,0
"ASV1581",0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0
"ASV1582",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"ASV1583",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"ASV1584",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"ASV1585",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
"ASV1586",0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"ASV1587",0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"ASV1588",0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"ASV1589",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"ASV1590",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"ASV1591",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV1592",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV1593",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV1594",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV1595",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1596",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1597",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1598",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1599",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1600",0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0
"ASV1601",0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"ASV1602",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"ASV1603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
"ASV1604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
"ASV1605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV1606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV1607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17
"ASV1608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV1609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV1610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"ASV1611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"ASV1612",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1613",3,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1614",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1615",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1616",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1617",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1618",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1619",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1620",0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1621",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1622",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1623",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1624",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1625",0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1626",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"ASV1627",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"ASV1628",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"ASV1629",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"ASV1630",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"ASV1631",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"ASV1632",0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"ASV1633",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"ASV1634",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"ASV1635",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"ASV1636",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"ASV1637",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV1638",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV1639",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV1640",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV1641",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV1642",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"ASV1643",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"ASV1644",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0
"ASV1645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"ASV1646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
"ASV1647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"ASV1648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"ASV1649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"ASV1650",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1651",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1652",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1653",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1654",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1655",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1656",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1657",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1658",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1659",0,0,0,0,0,6,0,0,3,0,11,0,0,0,0,0,9,0
"ASV1660",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV1661",0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,16,0
"ASV1662",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV1663",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"ASV1664",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,0
"ASV1665",0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
"ASV1666",0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0
"ASV1667",0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"ASV1668",0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"ASV1669",0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"ASV1670",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,22
"ASV1671",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1672",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1673",0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7
"ASV1674",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1675",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1676",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1677",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1678",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"ASV1679",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1680",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1681",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1682",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1683",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1684",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"ASV1685",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4
"ASV1686",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1687",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1688",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1689",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1690",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1691",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1692",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"ASV1693",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"ASV1694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"ASV1695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV1696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV1697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV1698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"ASV1699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"ASV1700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"ASV1701",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1702",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1703",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1704",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1705",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1706",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1707",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1708",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1709",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1710",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1711",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV1712",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV1713",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV1714",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV1715",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV1716",0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0
"ASV1717",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"ASV1718",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"ASV1719",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"ASV1720",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"ASV1721",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"ASV1722",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"ASV1723",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"ASV1724",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"ASV1725",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"ASV1726",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"ASV1727",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV1728",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV1729",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV1730",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV1731",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV1732",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"ASV1733",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"ASV1734",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
