OTUID	All	feces	plaque	saliva
ASV_94	0.208557	0.6204026113	0.0004165139	0.0048521548
ASV_77	0.231415	0.693628093	0.000000000	0.000616827
ASV_88	0.557707	0.0000000	0.9710926	0.7020283
ASV_69	0.219836	0.6595084	0.0000000	0.0000000
ASV_89	0.497179	0.00000000	1.40406218	0.08747563
ASV_98	0.138348	0.4150447	0.0000000	0.0000000
ASV_111	0.138805	0.4159306419	0.0000000000	0.0004852155
ASV_61	0.212926	0.6387791	0.0000000	0.0000000
ASV_83	0.113038	0.3391144	0.0000000	0.0000000
ASV_66	0.173927	0.5217796	0.0000000	0.0000000
ASV_139	0.506216	0.0000000	0.9297642	0.5888833
ASV_65	0.103374	0.3101233	0.0000000	0.0000000
ASV_80	0.420382	0.0000000	0.5640922	0.6970523
ASV_67	0.306981	0.0000000	0.7826308	0.1383112
ASV_78	0.148736	0.4462088	0.0000000	0.0000000
ASV_56	0.143642	0.429899230	0.000000000	0.001025885
ASV_91	0.133386	0.4001583	0.0000000	0.0000000
ASV_75	0.104672	0.3140146	0.0000000	0.0000000
ASV_440	0.097116	0.2913493	0.0000000	0.0000000
ASV_95	0.113375	0.3389954445	0.0004777222	0.0006509654
ASV_82	0.373019	0.0000000	0.6895126	0.4295430
ASV_84	0.110567	0.3316998	0.0000000	0.0000000
ASV_114	0.095847	0.2875415	0.0000000	0.0000000
ASV_109	0.510739	0.0000000	0.5371326	0.9950853
ASV_79	0.414998	0.0000000	0.9857515	0.2592418
ASV_101	0.174344	0.0000000	0.4318232	0.0912079
ASV_103	0.112227	0.3366809	0.0000000	0.0000000
ASV_236	0.097323	0.2919692	0.0000000	0.0000000
ASV_74	0.232993	0.008423254	0.295901791	0.394652587
ASV_81	0.113975	0.3419252	0.0000000	0.0000000
ASV_90	0.270094	0.003000633	0.449780046	0.357501235
ASV_110	0.396556	0.0000000	0.9704981	0.2191688
ASV_86	0.322908	9.893017e-05	9.195180e-01	4.910737e-02
ASV_64	0.105112	0.3153353	0.0000000	0.0000000
ASV_164	0.090048	0.2701454	0.0000000	0.0000000
ASV_123	0.086012	0.2580356	0.0000000	0.0000000
ASV_194	0.478373	1.435119	0.000000	0.000000
ASV_120	0.254067	0.16390052	0.03331399	0.56498549
ASV_87	0.225042	0.6745846121	0.0000000000	0.0005406691
ASV_118	0.08999	0.2699709	0.0000000	0.0000000
ASV_135	0.111862	0.3350448155	0.0000000000	0.0005406691
ASV_102	0.303976	0.000105262	0.505341600	0.406482321
ASV_122	0.379922	0.01425824	0.03494396	1.09056425
ASV_104	0.09847	0.2954092	0.0000000	0.0000000
ASV_62	0.083718	0.2511537	0.0000000	0.0000000
ASV_92	0.145619	0.436240895	0.000000000	0.000616827
ASV_108	0.074778	0.2243348	0.0000000	0.0000000
ASV_119	0.286007	0.09357481	0.03689721	0.72755036
ASV_105	0.068609	0.2058267	0.0000000	0.0000000
ASV_134	0.089586	0.2687571	0.0000000	0.0000000
ASV_96	0.111824	0.0000000	0.2770121	0.0584591
ASV_145	0.136507	0.0000000	0.2343585	0.1751628
ASV_179	0.34709	0.01904010	0.07261778	0.94961246
ASV_116	0.204527	0.0000000	0.2290564	0.3845246
ASV_112	0.087292	0.2618754	0.0000000	0.0000000
ASV_99	0.121617	0.3648506	0.0000000	0.0000000
ASV_133	0.086323	0.2589702	0.0000000	0.0000000
ASV_202	0.355129	0.00000000	0.96806245	0.09732519
ASV_174	0.343319	0.0000000	0.3770480	0.6529086
ASV_121	0.393226	0.0006282787	0.0578346287	1.1212140019
ASV_155	0.065737	0.196108265	0.000000000	0.001102043
ASV_171	0.063519	0.1905559	0.0000000	0.0000000
ASV_124	0.23388	0.00000000	0.60661481	0.09502467
ASV_138	0.307411	0.0000000	0.4475091	0.4747228
ASV_106	0.118418	0.3552539	0.0000000	0.0000000
ASV_127	0.068164	0.2044925	0.0000000	0.0000000
ASV_212	0.127788	0.3833633	0.0000000	0.0000000
ASV_126	0.266138	0.000105262	0.432248238	0.366060306
ASV_243	0.33367	0.0008392824	0.0257750805	0.9743948283
ASV_165	0.393612	0.0000000000	0.0005132469	1.1803230867
ASV_153	0.231572	0.0003004038	0.3359376766	0.3584783120
ASV_136	0.07264	0.2179201	0.0000000	0.0000000
ASV_143	0.086593	0.000000000	0.251198304	0.008581385
ASV_149	0.082785	0.2483535	0.0000000	0.0000000
ASV_137	0.059455	0.178365	0.000000	0.000000
ASV_168	0.11932	0.0000000	0.1949285	0.1630324
ASV_230	0.298465	0.0000000	0.5171742	0.3782217
ASV_129	0.112568	0.3377036	0.0000000	0.0000000
ASV_147	0.062031	0.186092	0.000000	0.000000
ASV_206	0.097626	0.290450974	0.000000000	0.002426077
ASV_216	0.238764	0.00000000	0.68196917	0.03432137
ASV_233	0.060907	0.1827218	0.0000000	0.0000000
ASV_97	0.088719	0.265447190	0.000709126	0.000000000
ASV_125	0.239968	0.0000000	0.5042493	0.2156533
ASV_215	0.241914	0.0000000	0.3844384	0.3413049
ASV_107	0.077084	0.230859883	0.000390796	0.000000000
ASV_146	0.096083	0.2882488	0.0000000	0.0000000
ASV_369	0.056023	0.1680679	0.0000000	0.0000000
ASV_140	0.08522	0.2556601	0.0000000	0.0000000
ASV_196	0.096515	0.2895443	0.0000000	0.0000000
ASV_141	0.199324	0.07297982	0.01138106	0.51361024
ASV_130	0.120247	0.3607398	0.0000000	0.0000000
ASV_172	0.208572	0.000105262	0.332846143	0.292764022
ASV_150	0.075496	0.2264885	0.0000000	0.0000000
ASV_144	0.084882	0.2546472	0.0000000	0.0000000
ASV_128	0.094647	0.2839398	0.0000000	0.0000000
ASV_117	0.171123	0.0001816313	0.5131872092	0.0000000000
ASV_235	0.175476	0.0000000	0.1915465	0.3348827
ASV_169	0.085649	0.0000000	0.2249228	0.0320254
ASV_175	0.134142	0.0000000	0.1781577	0.2242688
ASV_156	0.064963	0.1948902	0.0000000	0.0000000
ASV_115	0.195728	0.005045439	0.458579259	0.123558759
ASV_167	0.218905	0.0000000	0.1928771	0.4638387
ASV_183	0.184068	0.00000000	0.54132978	0.01087409
ASV_190	0.078691	0.2360727	0.0000000	0.0000000
ASV_148	0.085064	0.2551919	0.0000000	0.0000000
ASV_154	0.11274	0.00000000	0.30547194	0.03274901
ASV_209	0.221637	0.000000	0.304427	0.360485
ASV_152	0.081971	0.00000000	0.20502562	0.04088816
ASV_177	0.184744	0.00000000	0.45616488	0.09806792
ASV_157	0.075476	0.2264291	0.0000000	0.0000000
ASV_170	0.070214	0.2106418	0.0000000	0.0000000
ASV_201	0.048392	0.1451764	0.0000000	0.0000000
ASV_113	0.047254	0.141763	0.000000	0.000000
ASV_163	0.04641	0.1392294	0.0000000	0.0000000
ASV_160	0.090126	0.2703783	0.0000000	0.0000000
ASV_131	0.079746	0.00000000	0.16384346	0.07539547
ASV_225	0.156599	0.01269808	0.12336958	0.33372957
ASV_265	0.131133	0.3933999	0.0000000	0.0000000
ASV_207	0.168885	0.5066547	0.0000000	0.0000000
ASV_132	0.056853	0.1705589	0.0000000	0.0000000
ASV_184	0.154036	0.4621078	0.0000000	0.0000000
ASV_162	0.041794	0.1253826	0.0000000	0.0000000
ASV_248	0.263014	9.757088e-05	2.486608e-02	7.640786e-01
ASV_173	0.044067	0.1322014	0.0000000	0.0000000
ASV_195	0.158621	0.0000000	0.2582731	0.2175906
ASV_299	0.218868	0.009402612	0.026436374	0.620764014
ASV_250	0.164837	0.0000000	0.2631328	0.2313795
ASV_188	0.048733	0.1462004	0.0000000	0.0000000
ASV_161	0.154252	0.00000000	0.37378019	0.08897702
ASV_270	0.197643	0.0000000	0.3357071	0.2572213
ASV_151	0.041179	0.1235357	0.0000000	0.0000000
ASV_197	0.177309	0.0000000	0.2096042	0.3223230
ASV_203	0.066793	0.2003781	0.0000000	0.0000000
ASV_275	0.196299	0.00000000	0.49485342	0.09404405
ASV_182	0.125791	0.3773737	0.0000000	0.0000000
ASV_239	0.148366	0.0000000	0.2667743	0.1783237
ASV_180	0.177553	0.0000000	0.2151547	0.3175052
ASV_166	0.037237	0.1113706799	0.0003388843	0.0000000000
ASV_192	0.055048	0.1651438	0.0000000	0.0000000
ASV_300	0.039988	0.1199629	0.0000000	0.0000000
ASV_142	0.038982	0.1169461	0.0000000	0.0000000
ASV_213	0.151698	0.002117586	0.169315305	0.283660226
ASV_159	0.090943	0.00000000	0.21963616	0.05319294
ASV_205	0.041264	0.1237918	0.0000000	0.0000000
ASV_220	0.174859	0.005864489	0.158792806	0.359919503
ASV_287	0.173773	0.0000000	0.3528887	0.1684290
ASV_193	0.13165	0.00000000	0.37178503	0.02316563
ASV_158	0.069957	0.2098701	0.0000000	0.0000000
ASV_331	0.057712	0.1731359	0.0000000	0.0000000
ASV_345	0.040695	0.1220861	0.0000000	0.0000000
ASV_241	0.119282	0.001354384	0.179339528	0.177152833
ASV_292	0.159228	0.0000000	0.3622882	0.1153954
ASV_256	0.064628	0.1938846	0.0000000	0.0000000
ASV_330	0.199139	0.0000000	0.1775544	0.4198628
ASV_324	0.116266	0.00000000	0.06342203	0.28537567
ASV_178	0.039124	0.1173713	0.0000000	0.0000000
ASV_187	0.119892	0.3596749	0.0000000	0.0000000
ASV_259	0.048516	0.1455481	0.0000000	0.0000000
ASV_288	0.133048	0.00000000	0.34726194	0.05188205
ASV_228	0.064182	0.00000000	0.15099939	0.04154793
ASV_210	0.131936	0.0000000	0.2796017	0.1162055
ASV_200	0.032879	0.09863656	0.00000000	0.00000000
ASV_293	0.18738	0.0000000	0.2564351	0.3057050
ASV_445	0.213434	0.6403034	0.0000000	0.0000000
ASV_297	0.164584	0.00000000	0.03004167	0.46370916
ASV_304	0.133364	0.0000000	0.1402797	0.2598124
ASV_229	0.062455	0.00000000	0.13950137	0.04786357
ASV_881	0.139258	0.00000000	0.31802586	0.09974781
ASV_198	0.057139	0.00000000	0.12752643	0.04388949
ASV_271	0.115302	0.00000000	0.26740579	0.07849896
ASV_247	0.034891	0.1046729	0.0000000	0.0000000
ASV_313	0.147049	0.00000000	0.34854439	0.09260323
ASV_278	0.139407	0.00000000	0.35537815	0.06284179
ASV_284	0.178613	9.757088e-05	4.362777e-02	4.921127e-01
ASV_261	0.13166	0.00000000	0.34741138	0.04756885
ASV_176	0.113586	0.00000000	0.28669008	0.05406691
ASV_245	0.168092	0.00000000	0.06209952	0.44217731
ASV_337	0.139221	0.01240338	0.13991826	0.26534078
ASV_524	0.188385	0.00000000	0.04190763	0.52324807
ASV_255	0.052261	0.1567835	0.0000000	0.0000000
ASV_222	0.049276	0.1478291	0.0000000	0.0000000
ASV_387	0.181233	0.003591476	0.016768905	0.523338239
ASV_308	0.156712	0.003047514	0.006137179	0.460950852
ASV_199	0.056023	0.1680689	0.0000000	0.0000000
ASV_254	0.116343	0.000000000	0.345523277	0.003506557
ASV_253	0.031604	0.09481191	0.00000000	0.00000000
ASV_267	0.044154	0.1324631	0.0000000	0.0000000
ASV_291	0.055946	0.1678388	0.0000000	0.0000000
ASV_356	0.031951	0.09585332	0.00000000	0.00000000
ASV_186	0.111997	0.0000000	0.2514521	0.0845390
ASV_189	0.054957	0.00000000	0.11641906	0.04845312
ASV_237	0.028622	0.08586675	0.00000000	0.00000000
ASV_251	0.028493	0.08547752	0.00000000	0.00000000
ASV_289	0.059361	0.00000000	0.09899148	0.07909012
ASV_211	0.047864	0.00000000	0.12520193	0.01838962
ASV_217	0.034518	0.1035527	0.0000000	0.0000000
ASV_340	0.12601	0.0000000	0.1874006	0.1906283
ASV_242	0.083524	0.002663597	0.080130627	0.167776325
ASV_281	0.106076	0.00000000	0.29110611	0.02712331
ASV_542	0.157966	0.000105262	0.006594570	0.467198348
ASV_262	0.028771	0.086312	0.000000	0.000000
ASV_268	0.032224	0.09667245	0.00000000	0.00000000
ASV_482	0.042767	0.128301	0.000000	0.000000
ASV_208	0.098106	0.042425149	0.007524341	0.244367661
ASV_285	0.124972	0.0000000	0.1628344	0.2120812
ASV_238	0.035419	0.1062576	0.0000000	0.0000000
ASV_321	0.128781	0.00000000	0.29474310	0.09159943
ASV_309	0.029608	0.0888243	0.0000000	0.0000000
ASV_377	0.148689	0.00000000	0.38404112	0.06202694
ASV_252	0.02984	0.08952145	0.00000000	0.00000000
ASV_274	0.134909	0.0000000	0.1790785	0.2256476
ASV_418	0.147641	0.006131422	0.016703116	0.420088534
ASV_276	0.028421	0.08526189	0.00000000	0.00000000
ASV_780	0.2032	0.6096002	0.0000000	0.0000000
ASV_185	0.047297	0.00000000	0.11096019	0.03093028
ASV_1264	0.137774	0.002106914	0.020568627	0.390647665
ASV_836	0.114014	0.008380739	0.168416813	0.165244091
ASV_226	0.097087	0.00000000	0.25179100	0.03946885
ASV_1101	0.028852	0.08655609	0.00000000	0.00000000
ASV_224	0.03358	0.1007398	0.0000000	0.0000000
ASV_272	0.029024	0.08707122	0.00000000	0.00000000
ASV_305	0.11159	0.0000000	0.1711539	0.1636146
ASV_269	0.10665	0.000000	0.184601	0.135348
ASV_295	0.094637	0.0000000	0.2429429	0.0409690
ASV_392	0.106063	0.0009410266	0.2179423962	0.0993049092
ASV_357	0.132712	0.007748532	0.053485861	0.336902432
ASV_279	0.068868	0.2066044	0.0000000	0.0000000
ASV_376	0.026538	0.07961287	0.00000000	0.00000000
ASV_249	0.024816	0.07444658	0.00000000	0.00000000
ASV_373	0.098006	0.041779299	0.009912045	0.242326765
ASV_218	0.045774	0.1373207	0.0000000	0.0000000
ASV_344	0.129285	0.00000000	0.37243305	0.01542068
ASV_530	0.130688	0.0000000	0.2181384	0.1739247
ASV_260	0.031991	0.09597201	0.00000000	0.00000000
ASV_257	0.103518	0.0000000	0.1462379	0.1643169
ASV_326	0.114682	0.023530659	0.008980357	0.311534635
ASV_244	0.083608	0.000000000	0.247248402	0.003574904
ASV_322	0.105369	0.00000000	0.26815107	0.04795599
ASV_181	0.081795	0.00000000	0.19754516	0.04783887
ASV_204	0.046706	0.1401192	0.0000000	0.0000000
ASV_334	0.155714	0.0000000000	0.0009040429	0.4662394512
ASV_1315	0.140483	0.001170764	0.011381200	0.408898469
ASV_221	0.034116	0.1023488	0.0000000	0.0000000
ASV_399	0.12875	0.0000000	0.1287081	0.2575431
ASV_227	0.080772	0.0000000	0.2423167	0.0000000
ASV_232	0.02628	0.07884015	0.00000000	0.00000000
ASV_311	0.047644	0.1429316	0.0000000	0.0000000
ASV_492	0.105004	0.004457146	0.178639796	0.131915787
ASV_219	0.02587	0.07761055	0.00000000	0.00000000
ASV_587	0.12836	0.00000000	0.35018330	0.03489785
ASV_410	0.023844	0.07153292	0.00000000	0.00000000
ASV_282	0.042854	0.1285607	0.0000000	0.0000000
ASV_315	0.023281	0.06984337	0.00000000	0.00000000
ASV_303	0.093924	0.00000000	0.21895922	0.06281393
ASV_302	0.042078	0.1262337	0.0000000	0.0000000
ASV_240	0.026703	0.08010945	0.00000000	0.00000000
ASV_191	0.039579	0.1187383	0.0000000	0.0000000
ASV_342	0.033751	0.1012542	0.0000000	0.0000000
ASV_353	0.102951	0.0000000	0.1290042	0.1798477
ASV_266	0.105926	0.0000000	0.1459258	0.1718528
ASV_301	0.02333	0.06999024	0.00000000	0.00000000
ASV_264	0.02248	0.06743996	0.00000000	0.00000000
ASV_404	0.031628	0.09488351	0.00000000	0.00000000
ASV_370	0.080302	9.893017e-05	2.321067e-01	8.699924e-03
ASV_1201	0.131274	0.00000000	0.02335447	0.37046687
ASV_319	0.098705	0.0000000	0.1643936	0.1317204
ASV_323	0.081537	0.00000000	0.20776918	0.03684166
ASV_485	0.121336	0.0000000	0.2171603	0.1468482
ASV_294	0.045834	0.1375013	0.0000000	0.0000000
ASV_390	0.10025	0.023170905	0.004938424	0.272640345
ASV_371	0.090859	0.0000000	0.1690608	0.1035153
ASV_263	0.03029	0.09086868	0.00000000	0.00000000
ASV_421	0.046468	0.00000000	0.08334283	0.05606131
ASV_314	0.078901	0.000780567	0.055604468	0.180319046
ASV_283	0.046903	0.1407084	0.0000000	0.0000000
ASV_280	0.040262	0.1207848	0.0000000	0.0000000
ASV_365	0.067034	0.00000000	0.08435921	0.11674427
ASV_495	0.114406	0.003163814	0.041387981	0.298666122
ASV_307	0.092608	0.0000000	0.1394815	0.1383418
ASV_338	0.032001	0.000000000	0.091955552	0.004048085
ASV_223	0.050184	0.1505524	0.0000000	0.0000000
ASV_290	0.040024	0.1200733	0.0000000	0.0000000
ASV_341	0.083143	0.000000000	0.246962093	0.002467308
ASV_555	0.109482	0.00000000	0.27448530	0.05396183
ASV_638	0.098855	0.00000000	0.02445863	0.27210745
ASV_396	0.096287	0.0008329505	0.0503912093	0.2376375632
ASV_437	0.022895	0.06868529	0.00000000	0.00000000
ASV_298	0.03309	0.09927041	0.00000000	0.00000000
ASV_286	0.038679	0.1160382	0.0000000	0.0000000
ASV_347	0.083831	0.00000000	0.04715166	0.20434205
ASV_1086	0.150035	0.4501061	0.0000000	0.0000000
ASV_1070	0.080497	0.00000000	0.06423269	0.17725910
ASV_320	0.021614	0.06484142	0.00000000	0.00000000
ASV_953	0.098891	0.0000000	0.1712229	0.1254487
ASV_409	0.021577	0.06473215	0.00000000	0.00000000
ASV_479	0.027424	0.08227321	0.00000000	0.00000000
ASV_335	0.0217	0.06509882	0.00000000	0.00000000
ASV_327	0.036568	0.1097053	0.0000000	0.0000000
ASV_378	0.021231	0.06369416	0.00000000	0.00000000
ASV_277	0.080023	0.00000000	0.20236462	0.03770576
ASV_358	0.061206	0.00000000	0.14854538	0.03507342
ASV_439	0.020861	0.06258221	0.00000000	0.00000000
ASV_405	0.033504	0.1005127	0.0000000	0.0000000
ASV_350	0.02296	0.06888042	0.00000000	0.00000000
ASV_762	0.09749	0.0009014657	0.0651356648	0.2264328455
ASV_508	0.102915	0.005843212	0.086289151	0.216611519
ASV_620	0.067394	0.2021809	0.0000000	0.0000000
ASV_429	0.092963	0.0000000	0.0692560	0.2096328
ASV_366	0.077703	0.00000000	0.19437730	0.03873146
ASV_339	0.073009	0.000000000	0.210420997	0.008606372
ASV_363	0.019685	0.05905379	0.00000000	0.00000000
ASV_367	0.088272	0.0000000	0.1531920	0.1116254
ASV_368	0.024211	0.0722949351	0.0003388843	0.0000000000
ASV_483	0.020949	0.0628457	0.0000000	0.0000000
ASV_351	0.039636	0.1189077	0.0000000	0.0000000
ASV_413	0.080663	0.00000000	0.17805175	0.06393683
ASV_273	0.032038	0.09611359	0.00000000	0.00000000
ASV_372	0.091364	0.00000000	0.25321404	0.02087895
ASV_718	0.060545	0.0000000	0.1454741	0.0361599
ASV_317	0.034631	0.1038931	0.0000000	0.0000000
ASV_443	0.093547	0.0000000	0.2442480	0.0363928
ASV_529	0.096761	0.0000000	0.0716041	0.2186788
ASV_500	0.085511	0.0000000	0.1499134	0.1066182
ASV_520	0.097917	0.003842854	0.022553023	0.267354408
ASV_540	0.087046	0.00000000	0.09471758	0.16642131
ASV_234	0.020814	0.06244115	0.00000000	0.00000000
ASV_473	0.103186	0.00000000	0.05786178	0.25169661
ASV_343	0.066698	0.00000000	0.15450999	0.04558266
ASV_408	0.020928	0.06278257	0.00000000	0.00000000
ASV_496	0.098725	0.003786108	0.006235873	0.286153059
ASV_938	0.019847	0.05954241	0.00000000	0.00000000
ASV_755	0.102733	0.0009102619	0.1053890781	0.2018985119
ASV_400	0.094371	9.893017e-05	1.678209e-02	2.662317e-01
ASV_652	0.074233	0.0000000	0.1075527	0.1151457
ASV_384	0.029843	0.08952911	0.00000000	0.00000000
ASV_771	0.088805	0.0000000	0.1220320	0.1443839
ASV_425	0.102816	0.00000000	0.03090849	0.27754067
ASV_310	0.019602	0.05880649	0.00000000	0.00000000
ASV_383	0.096991	0.00000000	0.09679215	0.19417938
ASV_478	0.098948	0.0000000	0.1518892	0.1449544
ASV_761	0.075298	0.00000000	0.13490779	0.09098527
ASV_398	0.0223	0.06689905	0.00000000	0.00000000
ASV_352	0.030125	0.09037519	0.00000000	0.00000000
ASV_412	0.082037	0.00000000	0.17051023	0.07560096
ASV_674	0.055172	0.1655173	0.0000000	0.0000000
ASV_391	0.058002	0.0009486878	0.1202290953	0.0528280052
ASV_467	0.018717	0.05615051	0.00000000	0.00000000
ASV_332	0.029257	0.08777156	0.00000000	0.00000000
ASV_374	0.031422	0.09426663	0.00000000	0.00000000
ASV_584	0.06977	0.004680236	0.040801606	0.163826900
ASV_354	0.024986	0.000000000	0.070590903	0.004366939
ASV_444	0.047471	0.1424136	0.0000000	0.0000000
ASV_463	0.028815	0.08644433	0.00000000	0.00000000
ASV_466	0.031553	0.09465985	0.00000000	0.00000000
ASV_522	0.019228	0.05768423	0.00000000	0.00000000
ASV_634	0.072649	0.00000000	0.17694569	0.04100209
ASV_576	0.094932	0.0000000	0.1148568	0.1699390
ASV_385	0.017581	0.0527435	0.0000000	0.0000000
ASV_316	0.059404	0.00000000	0.09324015	0.08497237
ASV_1199	0.099366	0.0000000	0.1037102	0.1943879
ASV_779	0.017564	0.05269285	0.00000000	0.00000000
ASV_469	0.098672	0.0000000	0.0791041	0.2169129
ASV_1095	0.070741	0.00000000	0.17356758	0.03865508
ASV_494	0.108946	0.0000000	0.0000000	0.3268377
ASV_657	0.027099	0.08129571	0.00000000	0.00000000
ASV_355	0.022298	0.06689481	0.00000000	0.00000000
ASV_616	0.100586	0.000000000	0.006627033	0.295130383
ASV_306	0.017393	0.05217921	0.00000000	0.00000000
ASV_361	0.027684	0.08305286	0.00000000	0.00000000
ASV_901	0.091062	0.00000000	0.07911933	0.19406784
ASV_312	0.025775	0.07732474	0.00000000	0.00000000
ASV_388	0.016929	0.05078785	0.00000000	0.00000000
ASV_476	0.084925	0.000105262	0.060353166	0.194316436
ASV_336	0.024435	0.07330492	0.00000000	0.00000000
ASV_325	0.063316	0.000000000	0.183417747	0.006528874
ASV_333	0.028015	0.00000000	0.06301403	0.02103002
ASV_559	0.102214	0.000000000	0.009612682	0.297030143
ASV_380	0.01674	0.05022	0.00000	0.00000
ASV_433	0.095751	0.000105262	0.012074719	0.275073227
ASV_382	0.024508	0.000000000	0.071582180	0.001940862
ASV_561	0.085365	0.0000000	0.1034965	0.1525998
ASV_460	0.017896	0.05368786	0.00000000	0.00000000
ASV_468	0.076924	9.893017e-05	1.110704e-03	2.295624e-01
ASV_927	0.087217	0.000105262	0.077387476	0.184159638
ASV_470	0.062444	9.757088e-05	1.847646e-01	2.469046e-03
ASV_493	0.05633	0.00000000	0.10040085	0.06858891
ASV_601	0.089547	0.0000000	0.0235212	0.2451212
ASV_537	0.029364	0.08809197	0.00000000	0.00000000
ASV_426	0.021561	0.06468314	0.00000000	0.00000000
ASV_465	0.019279	0.05783829	0.00000000	0.00000000
ASV_499	0.067567	0.0006884333	0.0726214829	0.1293917592
ASV_589	0.10149	0.000000000	0.000138838	0.304332195
ASV_549	0.050996	0.00000000	0.10529369	0.04769339
ASV_449	0.017524	0.05257311	0.00000000	0.00000000
ASV_456	0.048156	0.1444684	0.0000000	0.0000000
ASV_685	0.077702	0.00000000	0.09649283	0.13661378
ASV_258	0.02099	0.06297132	0.00000000	0.00000000
ASV_688	0.082313	0.00000000	0.21710439	0.02983467
ASV_349	0.055725	0.00000000	0.14284342	0.02433011
ASV_451	0.073984	0.0000000	0.0494771	0.1724735
ASV_430	0.069433	0.01426421	0.01631836	0.17771756
ASV_603	0.052712	0.00000000	0.11893929	0.03919779
ASV_633	0.065182	0.0000000	0.0946443	0.1009028
ASV_987	0.017129	0.05138615	0.00000000	0.00000000
ASV_1100	0.025731	0.07719228	0.00000000	0.00000000
ASV_364	0.02143	0.063898431	0.000390796	0.000000000
ASV_442	0.018162	0.05448528	0.00000000	0.00000000
ASV_1066	0.065586	0.00000000	0.09587799	0.10087855
ASV_401	0.021922	0.06576649	0.00000000	0.00000000
