Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Unassigned	0.00930319099451112	0.0433990105025605	0.0154942671211652	0.0560089614338294	0.0529941706412295	0.0419322375041932	0.102116598588934	0.0380698581897782	0.0273897562311695	0.0909338910611985	0.0354452813469207	0.0383693045563549	0.0258042318940306	0.0842530963012891	0.0716460684219953	0.086587583340549	0.0752005347593583	0.0257599175682638
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|Desertimonas	0.0837287189506001	0.0694384168040969	0.0464828013634955	0.0320051208193311	0.0454235748353395	0.0503186850050319	0.204233197177869	0.085657180927001	0.0639094312060623	0.0909338910611985	0.106335844040762	0.172661870503597	0.0774126956820919	0.0842530963012891	0.0537345513164965	0.0692700666724392	0.0668449197860962	0.0772797527047913
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|Ilumatobacter	0.0651223369615778	0.0694384168040969	0.0542299349240781	0.0640102416386622	0.0454235748353395	0.0503186850050319	0.139249907166729	0.0190349290948891	0.0639094312060623	0.0727471128489588	0.115197164377492	0.134292565947242	0.0602098744194048	0.0589771674109024	0.0626903098692459	0.0692700666724392	0.0334224598930481	0.034346556757685
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Unassigned|Unassigned	0.0372127639780445	0.0520788126030726	0.0852184691664084	0.0640102416386622	0.0454235748353395	0.0335457900033546	0.111399925733383	0.161796897306558	0.0547795124623391	0.0818405019550787	0.0708905626938414	0.0767386091127098	0.0688112850507483	0.0337012385205156	0.134336378291241	0.0692700666724392	0.108622994652406	0.034346556757685
Bacteria|Actinobacteria|Actinobacteria|Cryptosporangiales|Cryptosporangiaceae|Cryptosporangium	0.00930319099451112	0	0.00774713356058258	0	0	0.0419322375041932	0	0.00951746454744456	0	0.00909338910611985	0.00886132033673017	0.0383693045563549	0.00860141063134354	0	0	0.0259762750021647	0.0417780748663102	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia	0.0372127639780445	0.0433990105025605	0.00774713356058258	0.0400064010241639	0.00757059580588992	0.0167728950016773	0.0464166357222428	0.0571047872846674	0.0273897562311695	0.0545603346367191	0.053167922020381	0.0767386091127098	0.0516084637880612	0.00842530963012891	0.0358230342109977	0.0259762750021647	0.0501336898395722	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus	0.0465159549725556	0.216995052512803	0.092965602726991	0.072011521843495	0.0227117874176698	0.0754780275075478	0.12996658002228	0.199866755496336	0.0821692686935086	0.0818405019550787	0.0797518830305716	0.306954436450839	0.0602098744194048	0.0252759288903867	0.0895575855274942	0.121222616676769	0.142045454545455	0.0515198351365276
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus	0	0.0260394063015363	0	0	0.00757059580588992	0.00838644750083864	0.0185666542888971	0.0380698581897782	0.0365196749748927	0	0.0177226406734603	0.0383693045563549	0	0.0168506192602578	0.0179115171054988	0.0259762750021647	0.0417780748663102	0.0171732783788425
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Glycomyces	0.0744255279560889	0.16491623990973	0.0697242020452433	0.0320051208193311	0.0378529790294496	0.0670915800067092	0.0185666542888971	0.0285523936423337	0.0821692686935086	0.0272801673183596	0.0177226406734603	0.0383693045563549	0.0774126956820919	0.0421265481506445	0.0268672756582483	0.0606113083383843	0.0668449197860962	0.034346556757685
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Angustibacter	0.0930319099451112	0.130197031507682	0.0464828013634955	0.072011521843495	0.0454235748353395	0.0335457900033546	0.12996658002228	0.0571047872846674	0.0547795124623391	0.063653723742839	0.053167922020381	0.105515587529976	0.0602098744194048	0.0589771674109024	0.0626903098692459	0.0432937916702745	0.0752005347593583	0.0515198351365276
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Kineosporia	0.3349148758024	0.789861991146602	0.333126743105051	0.712113938230117	0.098417745476569	0.218047635021805	0.724099517266989	0.466355762824783	0.538665205879668	0.754751295807948	0.611431103234382	0.422062350119904	1.14398761396869	1.12056618080714	0.823929786852946	0.805264525067105	0.877339572192513	0.549544908122961
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Unassigned	0.0279095729835334	0.0867980210051211	0.0154942671211652	0.0240038406144983	0.0302823832235597	0.0335457900033546	0.0371333085777943	0.10469211002189	0.0365196749748927	0.00909338910611985	0.0177226406734603	0.0671462829736211	0.0344056425253742	0.0168506192602578	0.0716460684219953	0.0086587583340549	0.0334224598930481	0.034346556757685
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas	0.0744255279560889	0.00867980210051211	0.00774713356058258	0.0240038406144983	0	0.0419322375041932	0.148533234311177	0.0475873227372228	0.0912991874372318	0.063653723742839	0.0620292423571112	0.0959232613908873	0.180629623258214	0.0252759288903867	0.0895575855274942	0.0173175166681098	0.0501336898395722	0.120212948651898
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Intrasporangium	0.0186063819890222	0.078118218904609	0.0542299349240781	0.0160025604096655	0.0151411916117798	0.0167728950016773	0	0.0190349290948891	0.0182598374874464	0.00909338910611985	0	0.0287769784172662	0.00860141063134354	0.0168506192602578	0.0179115171054988	0.0432937916702745	0	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces	0.660526560610289	1.28461071087579	0.844437558103502	0.864138262121939	0.552653493829964	0.587051325058705	0.84478277014482	1.10402588750357	0.794302930703917	0.863871965081386	0.903854674346478	0.863309352517986	0.748322724926888	0.61504760299941	1.02991223356618	0.926487141743874	0.710227272727273	0.996050145972866
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Cryobacterium	0.00930319099451112	0	0	0	0	0.0251593425025159	0.0464166357222429	0.0475873227372228	0.0639094312060623	0.00909338910611985	0.177226406734603	0	0.0172028212626871	0	0.0179115171054988	0.0259762750021647	0.0167112299465241	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium	0.241882965857289	0.0260394063015363	0.0309885342423303	0.0800128020483277	0.0302823832235597	0.0503186850050319	0.111399925733383	0.0190349290948891	0.0273897562311695	0.0818405019550787	0.0620292423571112	0.172661870503597	0.0344056425253742	0.0337012385205156	0.0806018269747448	0.0692700666724392	0.0835561497326203	0.0944530310836339
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter	0.0372127639780445	0.078118218904609	0.0619770684846607	0.0320051208193311	0.0227117874176698	0.00838644750083864	0.06498329001114	0.142761968211668	0.0730393499497854	0.0818405019550787	0.132919805050953	0.0383693045563549	0.0344056425253742	0.0168506192602578	0.0806018269747448	0.0692700666724392	0.0584893048128342	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Paenarthrobacter	0.0837287189506001	0.0694384168040969	0.0387356678029129	0.0320051208193311	0.0151411916117798	0.0838644750083865	0.06498329001114	0.218901684591225	0.0912991874372318	0.100027280167318	0.141781125387683	0.182254196642686	0.103216927576122	0.0674024770410313	0.0716460684219953	0.173175166681098	0.0668449197860963	0.154559505409583
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Antribacter	0.0279095729835334	0.0173596042010242	0	0	0.00757059580588992	0.0251593425025159	0	0.00951746454744456	0.00912991874372318	0	0.0265839610101905	0	0.00860141063134354	0.0505518577807734	0.0537345513164965	0.0259762750021647	0	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Cellulosimicrobium	0.0651223369615778	0	0	0	0	0	0.00928332714444857	0.0190349290948891	0	0.00909338910611985	0	0.0767386091127098	0.0860141063134354	0	0.0179115171054988	0	0	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora	0.213973392873756	0.347192084020484	0.116207003408739	0.23203712594015	0.0832765538647892	0.43609527004361	0.278499814333457	0.171314361854002	0.155208618643294	0.136400836591798	0.50509525919362	0.316546762589928	0.129021159470153	0.202207431123094	0.188070929607738	0.173175166681098	0.12533422459893	0.171732783788425
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes	2.7630477253698	4.42669907126117	2.86643941741556	2.76844295087214	1.31728367022485	3.25394163032539	2.68288154474564	3.92119539354716	5.35013238382178	3.38274074747658	3.9344262295082	2.91606714628297	3.48357130569413	2.86460527424383	3.19720580333154	3.07385920858949	3.77673796791444	3.57204190279924
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catellatospora	0.362824448785934	0.303793073517924	0.123954136969321	0.256040966554649	0.0454235748353395	0.100637370010064	0.371333085777943	0.418768440087561	0.246507806080526	0.118214058379558	0.354452813469207	0.191846522781775	0.258042318940306	0.143230263712191	0.295540032240731	0.112563858342714	0.150401069518717	0.309119010819165
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora	0.0837287189506001	0.0520788126030727	0.0852184691664084	0.0160025604096655	0.0302823832235597	0.00838644750083864	0.0371333085777943	0.0761397163795565	0.0456495937186159	0.0181867782122397	0.0265839610101905	0.0479616306954436	0.0516084637880612	0.0252759288903867	0.0358230342109977	0.0259762750021647	0.0334224598930481	0.128799587841319
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catenuloplanes	0.0372127639780445	0.130197031507682	0.00774713356058258	0.0320051208193311	0.0757059580588992	0.0335457900033546	0.0556999628666914	0.0666222518321119	0.0273897562311695	0.0545603346367191	0.0886132033673017	0.0671462829736211	0.0516084637880612	0.092678405931418	0.0806018269747448	0.0606113083383843	0.0584893048128342	0.0515198351365276
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Couchioplanes	0.576797841659689	0.538147730231751	0.0697242020452433	0.104016642662826	0.0302823832235597	0.226434082522643	0.362049758633494	0.552012943751784	0.191728293618187	0.154587614804037	0.159503766061143	0.37410071942446	0.395664889041803	0.379138933355801	0.411964893426473	0.233786475019482	0.584893048128342	0.214665979735532
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Dactylosporangium	0.390734021769467	0.729103376443017	0.302138208862721	0.360057609217475	0.136270724506019	0.31029855753103	0.631266245822503	0.64718758922623	0.40171642472382	0.409202509775393	0.416482055826318	0.613908872901679	0.481678995355238	0.252759288903867	0.45674368619022	0.415620400034635	0.325868983957219	0.67834449596428
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Hamadaea	0.00930319099451112	0.0433990105025605	0	0	0	0.00838644750083864	0.0185666542888971	0.00951746454744456	0	0.00909338910611985	0	0	0	0.0337012385205156	0	0	0.0584893048128342	0
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora	0.260489347846311	0.321152677718948	0.542299349240781	0.112017922867659	0.0908471496706791	0.142569607514257	0.315633122911251	0.475873227372228	0.209988131105633	0.300081840501955	0.327868852459016	0.354916067146283	0.29244796146568	0.303311146684641	0.349274583557227	0.277080266689757	0.158756684491979	0.291945732440323
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Phytohabitans	0.0186063819890222	0.0520788126030726	0.0309885342423303	0.0160025604096655	0.0227117874176698	0.0167728950016773	0.00928332714444857	0.085657180927001	0.0182598374874464	0.00909338910611985	0.00886132033673017	0.0383693045563549	0.0430070531567177	0.0505518577807734	0.0268672756582483	0.0692700666724392	0.0167112299465241	0.0858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Planosporangium	0.0279095729835334	0.0347192084020484	0	0	0.00757059580588992	0	0.0185666542888971	0.00951746454744456	0.0273897562311695	0.00909338910611985	0	0	0.0172028212626871	0.0168506192602578	0.00895575855274942	0	0	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Plantactinospora	0.00930319099451112	0.156236437809218	0	0	0.0151411916117798	0.0167728950016773	0.0835499443000371	0.0475873227372228	0.0182598374874464	0.0272801673183596	0.0354452813469207	0.0671462829736211	0.0258042318940306	0.0168506192602578	0.00895575855274942	0.0086587583340549	0.0167112299465241	0.0171732783788425
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Rhizocola	0.120941482928645	0.0433990105025605	0	0.0400064010241639	0.00757059580588992	0.0503186850050319	0.0185666542888971	0.085657180927001	0.0547795124623391	0.00909338910611985	0.0620292423571112	0.105515587529976	0.0516084637880612	0.0758277866711602	0.179115171054988	0.0519525500043294	0.0334224598930481	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Unassigned	0.372127639780445	0.668344761739432	0.162689804772234	0.43206913106097	0.393670981906276	0.234820530023482	0.464166357222428	0.64718758922623	0.40171642472382	0.354642175138674	0.265839610101905	0.249400479616307	0.309650782728367	0.261184598533996	0.474655203295719	0.38964412503247	0.267379679144385	0.377812124334535
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Virgisporangium	0.186063819890222	0.156236437809218	0.410598078710877	0.112017922867659	0.174123703535468	0.109023817510902	0.19494987003342	0.237936613686114	0.264767643567972	0.218241338546876	0.0797518830305716	0.297362110311751	0.206433855152245	0.0758277866711602	0.179115171054988	0.0952463416746039	0.0417780748663102	0.214665979735532
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium	0.5023723137036	0.538147730231751	0.441586612953207	0.23203712594015	0.113558937088349	0.192888292519289	0.399183067211289	0.323593794613115	0.273897562311695	0.309175229608075	0.230394328754985	0.316546762589928	0.318252193359711	0.168506192602578	0.519433996059466	0.294397783357866	0.284090909090909	0.188906062167268
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae|Nocardia	0.0930319099451112	0.112837427306657	0.193678339014565	0.00800128020483277	0.0757059580588992	0.0419322375041932	0.0556999628666914	0.114209574569335	0.0547795124623391	0.118214058379558	0.106335844040762	0.0671462829736211	0.172028212626871	0.0337012385205156	0.205982446713237	0.112563858342714	0.0334224598930481	0.0686931135153701
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Flindersiella	0.0837287189506001	0.0173596042010242	0.00774713356058258	0.00800128020483277	0	0	0.0371333085777943	0.0190349290948891	0.00912991874372318	0.0363735564244794	0.0177226406734603	0.0191846522781775	0	0.0252759288903867	0.0358230342109977	0.103905100008659	0	0.0429331959471063
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Thermasporomyces	0.0186063819890222	0	0	0.00800128020483277	0.0151411916117798	0.0251593425025159	0.06498329001114	0.0571047872846674	0.0639094312060623	0.0727471128489588	0.053167922020381	0.0383693045563549	0.0774126956820919	0.0252759288903867	0.0268672756582483	0.0606113083383843	0.0334224598930481	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Unassigned	0.0930319099451112	0.0347192084020484	0.0232414006817478	0.0160025604096655	0.0151411916117798	0.0670915800067092	0.06498329001114	0.0380698581897782	0.0456495937186159	0.0818405019550787	0.053167922020381	0.0671462829736211	0.0344056425253742	0.00842530963012891	0.0358230342109977	0.0432937916702745	0.0334224598930481	0.0257599175682638
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae|Kribbella	0.437249976742022	1.05025605416197	0.581035017043694	0.352056329012642	0.287682640623817	0.402549480040255	0.71481619012254	0.685257447416008	0.57518488085456	0.500136400836592	0.726628267611874	0.700239808153477	0.653707207982109	0.935209368944309	0.60899158158696	0.900510866741709	1.17814171122995	0.635411300017173
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium	0.400037212763978	0.703063970141481	0.890920359466997	0.544087053928629	0.507229918994625	0.486413955048641	0.167099888600074	0.352146188255449	0.319547156030311	0.372828953350914	0.354452813469207	0.364508393285372	0.318252193359711	0.261184598533996	0.403009134873724	0.42427915836869	0.292446524064171	0.386398763523957
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Marmoricola	0.0651223369615778	0.0867980210051211	0.092965602726991	0.104016642662826	0.0605647664471194	0.0419322375041932	0.06498329001114	0.142761968211668	0.0365196749748927	0.0545603346367191	0.0886132033673017	0.0287769784172662	0.0430070531567177	0.00842530963012891	0.0447787927637471	0.112563858342714	0.0501336898395722	0.0686931135153701
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides	1.69318076100102	2.46506379654544	2.46358847226526	1.84829572731637	1.76394882277235	2.27272727272727	1.6245822502785	2.90282668697059	1.83511366748836	1.4640356460853	2.42800177226407	1.75539568345324	1.67727507311199	1.3396242311905	2.2478953967401	1.84431552515369	1.82152406417112	1.87188734329383
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus	0.0558191459670667	0.0260394063015363	0	0.0240038406144983	0	0.0335457900033546	0.0556999628666914	0.0190349290948891	0.0182598374874464	0.0181867782122397	0	0.00959232613908873	0.00860141063134354	0.0168506192602578	0.0268672756582483	0	0	0.0171732783788425
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Unassigned|Unassigned	0.1674574379012	0.260394063015363	0.092965602726991	0.152024323891823	0.0832765538647892	0.150956055015096	0.232083178611214	0.256971542781003	0.255637724824249	0.136400836591798	0.150642445724413	0.249400479616307	0.197832444520901	0.15165557334232	0.250761239476984	0.181833925015153	0.133689839572193	0.197492701356689
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinocrispum	0.99544143641269	0.980817637357868	3.46296870158042	1.27220355256841	0.174123703535468	0.226434082522643	1.59673226884515	1.50375939849624	1.19601935542774	0.963899245248704	1.18741692512184	0.920863309352518	1.7976948219508	0.320161765944898	1.35231954146516	1.03905100008659	0.660093582887701	3.05684355143397
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora	0	0	0.00774713356058258	0	0.0302823832235597	0	0.0278499814333457	0.0380698581897782	0.00912991874372318	0	0.0265839610101905	0.00959232613908873	0.0258042318940306	0.0168506192602578	0.0179115171054988	0	0.00835561497326203	0.00858663918942126
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinophytocola	0.186063819890222	0.355871886120996	0.00774713356058258	0.424067850856137	0.0302823832235597	0.486413955048641	0.352766431489046	0.171314361854002	0.237377887336803	0.245521505865236	0.248116969428445	0.383693045563549	0.206433855152245	0.454966720026961	0.188070929607738	0.554160533379513	0.150401069518717	0.609651382448909
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	0.967531863429156	3.09000954778231	1.50294391075302	1.17618819011042	1.10530698765993	1.40892318014089	0.677682881544746	0.98029884838679	0.42910618095499	1.11848686005274	0.992467877713779	0.652278177458034	1.47084121795975	1.55868228157385	0.958266165144188	1.99151441683263	5.28910427807487	0.858663918942126
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kibdelosporangium	0.241882965857289	0.2864334693169	0.0542299349240781	3.55256841094575	1.4308426073132	0.0838644750083864	0.362049758633494	0.561530408299229	0.237377887336803	0.58197690279167	0.265839610101905	0.306954436450839	0.946155169447789	0.126379644451934	0.358230342109977	0.372326608364361	0.217245989304813	0.566718186501803
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Lentzea	2.98632430923807	6.11926048086104	3.13758909203595	2.4163866218595	2.44530244530245	2.92687017779269	2.68288154474564	2.63633767964214	2.30986944216196	2.75529689915431	3.99645547186531	3.02158273381295	4.77378290039567	3.4965034965035	4.27189682966147	3.87046497532254	3.04144385026738	2.97956379872918
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia	0.307005302818867	0.49474871972919	0.635264951967772	0.408065290446471	0.143841320311909	0.31029855753103	0.399183067211289	0.466355762824783	0.356066831005204	0.290988451395835	0.345591493132477	0.412470023980815	0.41286771030449	0.345437694835285	0.277628515135232	0.588795566715733	0.284090909090909	0.437918598660484
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix	0.186063819890222	0.338512281919972	0.100712736287574	0.0320051208193311	0.0151411916117798	0.0754780275075478	0.0742666171555886	0.304558865518226	0.0639094312060623	0.063653723742839	0.0354452813469207	0.105515587529976	0.0774126956820919	0.0758277866711602	0.125380619738492	0.0432937916702745	0.0250668449197861	0.0515198351365276
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Umezawaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259716998029733	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Unassigned	0.0651223369615778	0.190955646211266	0.116207003408739	0.160025604096655	0.0605647664471194	0.109023817510902	0.19494987003342	0.218901684591225	0.182598374874464	0.227334727652996	0.186087727071334	0.268585131894484	0.180629623258214	0.15165557334232	0.188070929607738	0.199151441683263	0.200534759358289	0.171732783788425
Bacteria|Actinobacteria|Actinobacteria|Sporichthyales|Sporichthyaceae|Sporichthya	0.390734021769467	0.442669907126118	0.464828013634955	0.336053768602976	0.151411916117798	0.377390137537739	0.25993316004456	0.31407633006567	0.520405368392221	0.309175229608075	0.345591493132477	0.201438848920863	0.602098744194048	0.362288314095543	0.385097617768225	0.337691575028141	0.685160427807487	0.652584578396016
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	3.16308493813378	3.02925093307873	3.2925317632476	2.33637381981117	1.18858354152472	1.94565582019457	2.64574823616784	3.82602074807271	8.12562768191363	4.68309538965172	3.20779796189632	3.28057553956835	4.27490108377774	3.81666526244839	3.45692280136128	6.63260888388605	4.74598930481283	3.53769534604156
Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Unassigned	0.186063819890222	0.130197031507682	0.092965602726991	0.0640102416386622	0.0454235748353395	0.0419322375041932	0.0464166357222429	0.114209574569335	0.849082443166256	0.536509957261071	0.115197164377492	0.143884892086331	0.29244796146568	0.0842530963012891	0.179115171054988	0.242445233353537	0.0584893048128342	0.0944530310836339
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Nonomuraea	0.0465159549725556	0.0433990105025605	0	0.0160025604096655	0.0151411916117798	0.0670915800067092	0.0928332714444857	0.0285523936423337	0.0456495937186159	0.0272801673183596	0.0443066016836509	0.0287769784172662	0.0258042318940306	0.0252759288903867	0.0806018269747448	0	0.325868983957219	0.145972866220161
Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Streptosporangiaceae|Sphaerisporangium	0	0	0	0.112017922867659	0	0	0	0.0380698581897782	0	0	0	0	0.00860141063134354	0.00842530963012891	0.00895575855274942	0	0.00835561497326203	0
