class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Hydrothermia	WOR-3	Bacteria		0.1228605446518774	0.0597608729884162	0.0647359454895311	0.1022727272727272	0.1161290614358283	0.0454600816522525	0.0916669953768917	0.11764705882352941	0.048003666842037704	0.0944881889763777	0.0094339622641509
Ignavibacteria	Bacteroidota_A	Bacteria	0.0659795169899634	0.550488815833186	0.46410334102508083	0.0919383310620283	0.27332776577657647	0.33538843978641447	0.34093762975105923	0.5161442539075991	0.7843137254901961	0.24842867814750522	0.18897655446682332	0.1521806179209837
J058	Planctomycetota	Bacteria									0.0196078431372549	0.0120000011575063	0.0078740157480314	0.0188710888910094
JAANXI01	Marinisomatota	Bacteria								0.0171894081359785				
JAAXHH01	JAAXHH01	Bacteria									0.0392156862745098			
JAAYKD01	Bacillota	Bacteria						0.0042643923240938				0.0039999988424947		
JAAYUB01	Acidobacteriota	Bacteria			0.0084900621626573	0.0017035775147826					0.0392156862745098	0.004		
JAAYUW01	Spirochaetota	Bacteria						0.0556038543883771						
JAAZEB01	Armatimonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JABDET01	Vulcanimicrobiota	Bacteria		0.1521748397780729	0.0690620786309111	0.0186844979887031	0.0233277657765767	0.0052337725567066	0.0454554033079786	0.09947725853068791	0.0392156862745098	0.0199989396605501	0.0078740157480314	0.0364901304845323
JABMPQ01	Patescibacteriota	Bacteria											0.0039370078740157	
JACMRA01	Patescibacteriota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.01192504259839	0.034090909090909	0.0170575693055834	0.0227272727272727			0.012		
JACOTG01	Planctomycetota	Bacteria											0.0118110236220472	0.0094339622641509
JACOXK01	Bdellovibrionota	Bacteria									0.0196078431372549			
JACPFL01	JACPFL01	Bacteria									0.0196078431372549			
JACPQY01	JACPQY01	Bacteria								0.0083336620435535		0.008	0.0039370078740157	
JACPSX01	JACPSX01	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JACPWU01	JACPWU01	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
JACQOV01	JACQOV01	Bacteria									0.0196078431372549			
JACRCW01	Myxococcota	Bacteria											0.0039370078740157	
JACRGO01	Nitrospinota	Bacteria						0.0042643923240938						
JACRHL01	Nitrospirota_B	Bacteria									0.0196078431372549			
JADFOP01	JADFOP01	Bacteria			0.0080213903743315			0.0063965884861407					0.0039370078740157	
JADFVX01	Desulfobacterota	Bacteria											0.0118110236220472	0.0094339622641509
JADQBR01	Bacillota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JAEDAM01	Patescibacteriota	Bacteria	0.006578947368421	0.23052489509421728	0.1803873217885597	0.0476453157029741	0.0233277657765767	0.0738988586212561	0.1818356482647361	0.30781026315381577	0.2549019607843137	0.1042137801124444	0.2677165354330698	0.0742259795411359
JAFGBW01	JAFGBW01	Bacteria											0.0039370078740157	
JAFGKV01	Fermentibacterota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
JAFGOL01	JAFGOL01	Bacteria											0.0039370078740157	
JAGLHV01	UBA6262	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0039370078740157	
JAGLSM01	Spirochaetota	Bacteria											0.0118110236220472	0.0094339622641509
JAHJAL01	Patescibacteriota	Bacteria	0.0131578947368421	0.0027855153203342		0.0017035775127768								
JAHJDO01	JAHJDO01	Bacteria									0.0196078431372549			
JAHJRX01	UBA9089	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JAJCYS01	Bdellovibrionota	Bacteria											0.0118110236220472	0.0094339622641509
JAJRXV01	Desulfobacterota	Bacteria											0.0039370078740157	
JAJSAM01	Planctomycetota	Bacteria		0.0028390298344205	0.0160427807486631			0.0021321961620469				0.0040000001258077	0.0354330708661417	
JAJTBE01	Vulcanimicrobiota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
JAJYCY01	JAJYCY01	Bacteria									0.0196078431372549			
JAJYWN01	Bacillota	Bacteria												0.0094339622641509
JAJZYS01	Bacillota	Bacteria		0.041542615037459	0.024357730466468098	0.013628620093262201	0.0113636363636363	0.0217566846081624	0.0681873543795252	0.0750000000000049	0.058823529411764705	0.0362101132002014	0.051181102362204495	0.0094339622641509
JALEGL01	Bdellovibrionota_G	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
JALVIU01	Atribacterota	Bacteria											0.0039370078740157	
JAMCPX01	JAMCPX01	Bacteria				0.0017035775127768			0.0227272727272727		0.0392156862745098			
JAMCWA01	Bacillota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
JAMCWD01	Vulcanimicrobiota	Bacteria											0.0118110236220472	0.0094339622641509
JANLFM01	JANLFM01	Bacteria		0.0141184181306688	0.0026737967914438	0.008517887563884101	0.0113636363636363	0.0608587153977662	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0196850393700786	0.0094339622641509
JAOADG01	Electryoneota	Bacteria												0.0094339622641509
JAPUJT01	Planctomycetota	Bacteria									0.0196078431372549			
JASUSC01	Bacillota	Bacteria		0.0055710306406685										
JAUUWJ01	Actinomycetota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
JAUVQV01	JAUVQV01	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
JAUVYG01	Actinomycetota	Bacteria				0.0034071550255536			0.0227272727272727					
JAUXIQ01	JAUXIQ01	Bacteria											0.0118110236220472	0.0094339622641509
JAWSUQ01	Bacillota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
JAZFTZ01	JAZFTZ01	Bacteria									0.0196078431372549			
JBAZXJ01	Margulisbacteria	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
JBBIRW01	Desulfobacterota	Bacteria									0.0196078431372549			
JS1	Atribacterota	Bacteria	0.0131578947368421	0.0056245451547547	0.0218590461198766	0.0068143100441607		0.0077574432186126			0.11764705882352941	0.0040000001258077	0.0354330708661417	
JdFR-76	Zhuqueibacterota	Bacteria								0.0083333333333333				
JdFR-97	Desulfobacterota	Bacteria				0.0034071550255536		0.0021321965654842		0.0083333333333333	0.0392156862745098	0.004	0.0039370078740157	
Joyebacteria	Joyebacterota	Bacteria	0.0066739690212975	0.0055702105166283	0.0909090909090909	0.0034071550255536	0.0454545454545454	0.0747593814490733			0.0196078431372549	0.024	0.0118112001360984	0.029543356925773
Kapaibacteriia	Bacteroidota_A	Bacteria	0.0529166439059977	0.2851645855808499	0.3156385021306921	0.0442327441863331	0.1028732203220311	0.130455325487871	0.1136427576875038	0.2078105918639947	0.2549019607843137	0.1204165609674844	0.1299217893846728	0.1345573278887098
Kazan-3B-28	Patescibacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
Kiritimatiellia	Verrucomicrobiota	Bacteria	0.1392031329184829	0.3877636623874836	0.3639994575304191	0.1482660982694423	0.0681870468253959	0.3002925064671382	0.5909644528861612	0.8833346481742314	0.8627450980392156	0.4208598500125145	0.6259903731896695	0.3815901928565312
Koll11	Omnitrophota	Bacteria	0.1453069720225218	0.4881879716208506	0.49580179912636124	0.0970490635974237	0.102873220322031	0.3308224396609608	0.2954830842965138	0.5328105918640454	0.8823529411764706	0.2770516278753814	0.4881898589482252	0.3363949458358396
Krumholzibacteriia	Krumholzibacteriota	Bacteria	0.0463376965375767	0.084000657182109	0.1310160427807484	0.0272572402133814	0.034090909090909	0.046757056782783704	0.090920163304505	0.1583333333333431	0.058823529411764705	0.07600839364610221	0.0787405105084351	0.08863007077731899
Kryptoniia	Bacteroidota_A	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0385308760030931			0.1764705882352941	0.0239963345114816	0.047244094488188795	0.0283050511551603
Ktedonobacteria	Chloroflexota	Bacteria	0.0131578947368421	0.0614953951036987	0.16844919786096252	0.0102214650856132	0.034090909090909	0.1111922996970536	0.0227272727272727		0.058823529411764705	0.0599963337313973	0.1929133858267712	0.0471698113207545
Latescibacteria	Latescibacterota	Bacteria									0.0392156862745098			
Lentisphaeria	Verrucomicrobiota	Bacteria	0.07961251999118771	0.2615524732567966	0.3061621840433449	0.0766609880859148	0.09090909090909069	0.3132065199136273	0.25002768098853523	0.4083336620435779	0.6862745098039216	0.2886230092924447	0.3188988733936147	0.2634167651534392
Leptospiria	Spirochaetota	Bacteria	0.1327192072029384	0.2502739050845882	0.3409215423321149	0.0902896081612722	0.07954545454545439	0.3725416346794625	0.27275495371580794	0.42500032871024446	0.9607843137254902	0.36863401448958333	0.5669312520268807	0.5243569187656529
Leptospirillia	Nitrospirota_A	Bacteria	0.026505832779437098	0.0994166389389287	0.15031973900780252	0.01192504259839	0.045454545454545296	0.0473395070381862		0.0166666666666666	0.1568627450980392	0.0724128943770598	0.1299216128706218	0.1062596895350081
Lernaellaia	Lernaellota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.0120000000000001	0.007874192262082701	0.0201093946616221
Limnochordia	Bacillota	Bacteria		0.019496966994259297	0.18763444718939531	0.0051107325403362	0.0909090909090908	0.025517877149111		0.0166666666666666	0.13725490196078433	0.052000000000000005	0.043307086614172804	0.0188679245283018
Limnocylindria	Chloroflexota	Bacteria	0.0732236159285196	0.9962507656279647	0.6935726631214825	0.14623339284762	0.19618428342833788	0.2309963277568668	0.5000264340579939	0.7974284091564047	0.8235294117647058	0.2570479597500319	0.3464581050258122	0.4483408647546185
MHYJ01	Planctomycetota	Bacteria		0.0028390298344205	0.0187165775401069			0.0042643923240938	0.0227272727272727		0.0392156862745098	0.0200010604652573	0.0393699022261241	
MSB-5A5	Zixibacteria	Bacteria	0.0200219070638925	0.0915791030508321	0.040694070558604495	0.0306643952299827		0.0524431092469108	0.1818347904113029	0.233333333333348	0.1568627450980392	0.08442389286501721	0.0984257263925468	0.0791961085131681
Magnetococcia	Pseudomonadota	Bacteria		0.024638681586456	0.0216839336750243	0.0034071550255536		0.0087443803801607	0.0227272727272727		0.09803921568627451	0.0242064477672854	0.043307086614173096	0.0283050511551603
Marinamargulisbacteria	Margulisbacteria	Bacteria		0.0141184181306688	0.0169801243253146	0.0102214650806725		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.13725490196078433	0.0280036665904211	0.0196850393700785	
Marinisomatia	Marinisomatota	Bacteria	0.105738266159119	0.1727407303985206	0.1650947383299989	0.0664395230132655	0.0568181818181816	0.1805263103599745	0.27275495371580794	0.3916669953769113	0.5317410292587951	0.2884238898233576	0.1850446087296329	0.1288488601005632
Methylomirabilia	Methylomirabilota	Bacteria	0.0066739690212975	0.0169574479650893	0.0356967018654215	0.0153321976190029		0.0223124307092016	0.0454600816522525	0.0833333333333382	0.2549019607843137	0.03600366671623011	0.0708663182463344	0.0389773191899239
Microgenomatia	Patescibacteriota	Bacteria	0.2115715539711145	0.6789655394711328	0.6515180440650894	0.15832841586468901	0.1830191679167896	0.3678565209861026	0.4545748512408559	0.5906218411485072	1.3725490196078431	0.445254410027071	0.6889824991739212	0.5583503674566709
Minisyncoccia	Patescibacteriota	Bacteria	0.6293275010577806	1.906790011956181	1.7984962507276838	1.222742813783774	0.7518067077914888	1.8253532405095565	1.318278507103137	1.8078112492845702	4.509237023218207	1.5047927643966623	2.259853406785565	1.9038436574563546
Moduliflexia	Moduliflexota	Bacteria									0.0196078431372549			
Moorellia	Bacillota	Bacteria		0.008356545961002701	0.0026737967914438			0.0556038543883771						
Myxococcia	Myxococcota	Bacteria	0.019831863758139598	0.3773809124090725	0.20799393389172172	0.1499148211373246	0.2499999999999997	0.2970863914770388	0.11364743603177771	0.1750006574204501	0.5490196078431373	0.18483418202280621	0.1574803149606469	0.1050213837643954
NPL-UPA2	NPL-UPA2	Bacteria												0.0094339622641509
Negativicutes	Bacillota	Bacteria	0.9249049202108138	2.6322568794615107	2.7378658983878874	0.764626613554398	1.2530024652465181	1.8816333149370075	1.6819608760280234	2.5979087054126215	3.9458349996940605	1.4229672677738572	2.177170826266288	1.6401493908400695
Nitriliruptoria	Actinomycetota	Bacteria	0.032989758495754404	0.2020196661384082	0.168286119257807	0.0425345831675785	0.0687823112311221	0.1046533762055642	0.1590973031420492	0.1661435964871393	0.19607843137254902	0.0602101130743935	0.0669293103723184	0.08490141193860709
Nitrospinia	Nitrospinota	Bacteria	0.0779458335370113	0.1490871266837782	0.078420784982292	0.7185989957804125		0.14430402207641138	0.2727438813203938	0.2500000000000146	0.35237427812016714	0.12063034282150531	0.0826771653543301	0.10818587293955789
Nitrospiria	Nitrospirota	Bacteria	0.0926753930751534	0.4250861860745004	0.4018437836900733	0.13111519734196259	0.20514594759475818	0.4178339620461532	0.1363700304147765	0.20833300462314422	0.6666666666666666	0.1482064515616237	0.3267727126276133	0.3081025521315097
OXYB2-FULL-49-7	Fibrobacterota	Bacteria	0.0066739690212975	0.0027855153203342		0.0068143100511072		0.0063965884861407					0.007874192262082701	0.0201093946616221
Oligoflexia	Bdellovibrionota_B	Bacteria	0.0066739690212975	0.0471136456781275	0.024357730466468098	0.008517887563884101		0.0203958298756905	0.0454600816522525	0.0916666666666715	0.058823529411764705	0.036210113200200206	0.0708663182463343	0.029543356925773
Omnitrophia	Omnitrophota	Bacteria		0.0028390298344205	0.0160427807486631						0.058823529411764705	0.008000000125807701	0.0354330708661417	
Ozemobacteria	Muiribacteriota	Bacteria	0.0131578947368421	0.0558173354348577	0.1363636363636363	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.028000000251615503	0.0748031496062991	
PGYV01	Goldbacteria	Bacteria									0.0588235294117647		0.0118110236220472	0.0094339622641509
PLA2	Planctomycetota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
PUPC01	Planctomycetota	Bacteria												0.0094339622641509
Palsa-1180	FCPU426	Bacteria										0.0039999999999998		
Patescibacteriia	Patescibacteriota	Bacteria	0.0928654363809063	0.6833633184709268	0.4684200469787442	0.2588889272803535	0.27332776577657647	0.538623567965869	0.5909597745418873	0.9223783042490545	1.6862745098039216	0.4692643530028832	0.7755919632935087	0.47096917961413076
Peptococcia	Bacillota	Bacteria	0.0528216222531213	0.1888917138625	0.2657616728282137	0.0459911763529576	0.0795454545454543	0.0826642415811604	0.11364743603177771	0.1500000000000098	0.3137254901960784	0.1204202287154156	0.1496066522407002	0.13456474069016838
Phycisphaerae	Planctomycetota	Bacteria	0.1652338574335378	1.0765198446671185	1.3831641428377113	0.2877948903835324	0.6489282588258798	0.7380901066613238	0.4545748512408559	0.6494772585307119	1.8235294117647058	0.5854487923848479	0.736221884553351	0.5074466526478327
Planctomycetia	Planctomycetota	Bacteria	0.3316593972184019	1.8216315234985732	1.5261544110711474	0.4374902929304644	0.7536029582958228	0.9676649967050268	0.6136691917454976	1.0551968845174848	2.531741029258795	0.629661031326993	1.0196880942926807	1.171153691449958
Polarisedimenticolia	Acidobacteriota	Bacteria	0.019831863758139598	0.0197429632854235	0.024532842911320397	0.0102214650786667		0.015915841819623598	0.0454600816522525	0.0916666666666715	0.11764705882352941	0.0360036678737361	0.0511812788762558	0.0767163326092351
Polyangia	Myxococcota	Bacteria	0.0531066872117506	0.3883345680075217	0.3582072598425998	0.080013288465644	0.1028732203220309	0.1197905031846756	0.2954830842965138	0.5578105918640454	0.7450980392156863	0.24884412208238552	0.43307174871198667	0.3162887155369251
Proteinivoracia	Bacillota	Bacteria	0.0066739690212975	0.035918069882704295	0.008314949717805	0.0119250425894377		0.0225280264411747	0.0454600816522525	0.0750000000000049	0.09803921568627451	0.0362101130743937	0.023622223758145502	0.029543356925773
QNDG01	Zhuqueibacterota	Bacteria										0.0080000000000001		
QYQD01	Desulfobacterota	Bacteria										0.0039999999999988		
RBG-13-66-14	RBG-13-66-14	Bacteria		0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0087443803801607		0.0083333333333333	0.0392156862745098	0.0122064464839714	0.0039370078740157	0.0094339622641509
RBG-16-64-22	Nitrospirota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.012		
RBG-16-71-46	Eisenbacteria	Bacteria	0.019831863758139598	0.1199187270648133	0.14200478928999732	0.0306643952389351	0.034090909090909	0.050095317362099004	0.1591075176840302	0.2250000000000147	0.11764705882352941	0.1002185067204958	0.0944881889763953	0.0389773191899239
RBS10-35	Bacillota	Bacteria								0.0083336620435535	0.0196078431372549	0.011999999999999799	0.0157480314960629	0.0094339622641509
RPQS01	Electryoneota	Bacteria									0.0784313725490196	0.012000001157505099		0.0188710888910094
Rhodothermia	Bacteroidota_A	Bacteria	0.2034595314988244	0.35532653069221487	0.2828602440521495	0.8139993365088786	0.1363636363636362	0.3982664568883129	0.4091185900794442	0.4083333333333577	1.2543350624338927	0.2568441264620722	0.3425207983073757	0.3326253189030732
Riflemargulisbacteria	Margulisbacteria	Bacteria									0.0196078431372549			
Rubrobacteria	Actinomycetota	Bacteria	0.0066739690212975	0.0245851670723697	0.008314949717805	0.0153321976060389		0.0614292880880071	0.0454545454545454	0.0083333333333333	0.09803921568627451	0.020202779712139	0.019685215884129803	0.029543356925773
SAR324	SAR324	Bacteria	0.040043814127785	0.2520242159169621	0.4235277173650977	0.0510524707354741	0.1596914021402129	0.1240516355873796	0.1363755666124836	0.2328102631538109	0.3529411764705882	0.1724202276837156	0.2007884606591098	0.2231873986660288
SDB-A	WOR-3	Bacteria	0.013347938042595			0.0034071550255536		0.0127931769722814					0.007874368776134	0.0402187893232442
SHA-98	Bacillota	Bacteria		0.024638681586456	0.027031527257912	0.0017035775127768		0.0087443803801607		0.0500434313438262	0.0392156862745098	0.0282064466097777	0.051181102362204495	0.0094339622641509
SICC01	Patescibacteriota	Bacteria						0.0042643923240938						
SLGR01	CG03	Bacteria								0.0083333333333333				
SLMV01	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342								0.004		
SM23-31	SM23-31	Bacteria	0.006578947368421							0.0416666666666352				
SORT01	Marinisomatota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607		0.0083333333333333	0.0392156862745098	0.020206446609779202	0.039370078740157397	0.0094339622641509
SURF-8	Myxococcota	Bacteria									0.0196078431372549			
SYMT01	Armatimonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
SZUA-182	SZUA-182	Bacteria	0.0263157894736842	0.0529247910863509	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012	0.0039370078740157	
SZUA-365	Bacteroidota_A	Bacteria									0.0196078431372549			
SZUA-567	Planctomycetota	Bacteria			0.0026737967914438						0.0784313725490196	0.0079999999999988	0.0118110236220472	0.0094339622641509
SZUA-79	SZUA-79	Bacteria	0.019831863758139598	0.0854786462091419	0.1070703185563751	0.0068197265520759	0.0568181818181818	0.0409429185428373	0.0227272727272727	0.0250003287102201	0.21568627450980393	0.0644128954087629	0.0787403339943659	0.0861534592360936
Saccharimonadia	Patescibacteriota	Bacteria	0.2579092505086912	0.9250743585378305	0.8131278421238072	0.3219267117819977	0.4324186748674852	0.7569208899747906	0.7045906019805437	0.9161455687484991	2.2745098039215685	0.6496735770097924	0.925199321590396	0.7708771593281458
Sericytochromatia	Cyanobacteriota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0151409688663014		0.0083333333333333	0.0784313725490196	0.0082064464839714	0.007874192262082701	0.029543356925773
SpSt-956	Vulcanimicrobiota	Bacteria	0.0131578947368421	0.0245851670723697	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Spirochaetia	Spirochaetota	Bacteria	0.4373463450222441	1.7549539280371504	1.3728441415890926	1.2226933756319718	0.6722560246024566	1.3715410355620354	1.1137164439645615	1.5406649437821567	3.921001729100559	0.9677563805386667	1.8897697810052942	1.4432018773423827
Sulfobacillia	Bacillota	Bacteria		0.024638681586456	0.0216839336750243	0.0085178875549317		0.0207662159228671	0.0227272727272727	0.0083333333333333	0.11764705882352941	0.0202064477672854	0.086614173228346	0.0471729756834621
Sumerlaeia	Sumerlaeota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363				0.0196078431372549	0.0119999999999988	0.0078740157480314	
Symbiobacteriia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Synergistia	Synergistota	Bacteria	0.2285451530852835	0.4969379992599135	0.5645462507304051	1.5325983323112071	0.2045454545454542	0.5305594366770506	0.590936771897626	0.45000065742049106	0.7831799287893538	0.28083678841419	0.4055123405657739	0.2672533101490008
Syntrophia	Desulfobacterota	Bacteria	0.0795174983383113	0.4071485602351272	0.37034534087969423	0.1260098812976542	0.2278732203220309	0.361621184150896	0.1363644942170694	0.14114392519735441	0.8627450980392156	0.1846109482612353	0.3070876732575343	0.2986622611419436
Syntrophobacteria	Desulfobacterota	Bacteria		0.0301561977130382	0.0056411529263612	0.0017035775127768		0.0472752563832538			0.11764705882352941	0.0322027797121391	0.0157480314960628	0.0283018867924527
Syntrophomonadia	Bacillota	Bacteria	0.0263157894736842	0.0554806077680965	0.0457481047980189	0.01362320359924		0.091060993395736	0.0454600816522525	0.0916669953768917	0.1764705882352941	0.0802027797823429	0.1220472440944876	0.0188679245283018
Syntrophorhabdia	Desulfobacterota_G	Bacteria	0.0131578947368421	0.0753997551780224	0.1096256684491977	0.015332197623943701	0.034090909090909	0.0308412149631601	0.0454600816522525	0.0916666666666715	0.0784313725490196	0.0360036665904223	0.011811023622047102	
Sysuimicrobiia	Sysuimicrobiota	Bacteria	0.013347938042595	0.1987262488496848	0.0738354225312037	0.061328790461971594	0.1022727272727272	0.1971757749224565		0.025	0.3137254901960784	0.0648221194156674	0.1614176758627475	0.1345584119647532
T3Sed10-11	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0833336620435584		0.0280036665904223	0.011811023622047102	
TC1	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0087443803801607	0.0227272727272727		0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Tariuqbacteria	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Termititenacia	Margulisbacteria	Bacteria									0.0196078431372549			
Terriglobia	Acidobacteriota	Bacteria	0.2391226249321925	1.1471880824716985	0.9473601686784121	0.32697175665157907	0.41029189518951636	0.8199665713834989	0.704596996031684	1.123997619694994	2.651717352635237	0.642706872713146	1.2480355558861838	1.1027945303449929
Thermincolia	Bacillota	Bacteria		0.0027855153203342		0.0051107325383304					0.0196078431372549		0.0078740157480314	0.0094339622641509
Thermoanaerobacteria	Bacillota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0051107325383304		0.0151409688663014	0.0227272727272727		0.13725490196078433	0.0242064476414765	0.0118112001360984	0.0484144458167824
Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0926753930751534	0.2949449379625806	0.525119961598267	0.064735945523334	0.136363636363636	0.1944765376307483	0.1591019814863231	0.2088567322230952	0.5490196078431373	0.16442022793533212	0.2716546023913932	0.1772633059173456
Thermodesulfobacteria	Desulfobacterota	Bacteria	0.019926885411016	0.0217996517520355	0.011457418297574701	0.0051107325403362		0.0215375573524421			0.23529411764705882	0.0202064464839702	0.015748384524165403	0.0496527515873951
Thermodesulfobiia	Thermodesulfobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345				0.0039999988424947	0.003937184388067	0.0201093946616221
Thermodesulfovibrionia	Nitrospirota	Bacteria	0.1320540556328032	0.2834831906883925	0.43526666116444873	0.0698466780368133	0.0795454545454543	0.1362490783048228	0.2500221447908281	0.3333333333333528	0.5686274509803921	0.2808404533579097	0.4921268668222234	0.1948865959496195
Thermoleophilia	Actinomycetota	Bacteria	0.4430700975147771	0.7732278060826895	0.91413920018285	0.9843625043085159	0.488636363636363	0.8126646149579015	0.6364079259452925	0.8421903942666776	1.8425703565515397	0.5612570198922447	0.9527603183630884	0.9546305620243105
Thermosediminibacteria	Bacillota	Bacteria		0.0609885278897526	0.0328477926291254	0.0153321976169972		0.0383798447175551	0.090920163304505	0.1583336620435633	0.09803921568627451	0.08021377979062391	0.0708661417322831	0.0188679245283018
Thermosulfidibacteria	Thermosulfidibacterota	Bacteria									0.0196078431372549	0.004		
Thermotogae	Thermotogota	Bacteria	0.0465277398433296	0.25115970229640877	0.250024485264721	0.0374238506243072	0.0687823112311221	0.0924950221658106	0.1136372214897967	0.107810263153801	0.5098039215686274	0.1086193421443497	0.2204733235151372	0.2502509796878688
Tritonobacteria	UBA1439	Bacteria	0.0066739690212975	0.043599303504071	0.0112823058527224	0.0017035775127768		0.023885349246462097			0.0784313725490196	0.0164128929679428	0.0236222237581456	0.0484112814540748
UBA10030	Bacteroidota_A	Bacteria	0.0329897584949817	0.0830801686753489	0.2066445840729757	0.0204429301642798	0.09090909090909069	0.0492218690705341		0.0333336620435535	0.11764705882352941	0.0722064476414778	0.09842537336444421	0.0955842571375369
UBA1018	Bdellovibrionota	Bacteria	0.013347938042595	0.0055279322555486	0.0080213903743315	0.015326781112016699	0.0113636363636363	0.0170575701032498			0.11764705882352941	0.008	0.031496416020228304	0.0496527515873951
UBA10199	UBA10199	Bacteria	0.0200219070638925	0.035918069882704295	0.008314949717805	0.0119250425894377		0.0374533991720657	0.0454600816522525	0.0750000000000049	0.1568627450980392	0.040210113074394704	0.0275595846602638	0.09806719740417749
UBA11346	Planctomycetota	Bacteria							0.0227272727272727	0.0083333333333333	0.0784313725490196		0.0039370078740157	0.0094339622641509
UBA1135	Planctomycetota	Bacteria	0.02669587608519	0.17672102159236208	0.0709865132949074	0.047700170348798504	0.0113636363636363	0.1366160191046284	0.2045675993362827	0.3250000000000195	0.3529411764705882	0.16904323341883412	0.2047251155050227	0.2030822524431577
UBA1144	Desulfobacterota_D	Bacteria	0.0200219070638925	0.0141184181306688	0.0133689839572191	0.0136286201022145	0.0113636363636363	0.0351056072780457	0.0681873543795252	0.0750000000000049	0.0392156862745098	0.024003665432917	0.0433076161563267	0.06976214624901719
UBA1177	UBP6	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333		0.0039999999999988	0.0196852158841299	0.0389773191899239
UBA11872	Chloroflexota	Bacteria	0.0131578947368421	0.0245851670723697	0.008314949717805			0.0087443803801607			0.0392156862745098	0.0122064464839714	0.055118110236220104	0.0283018867924527
UBA12135	Spirochaetota	Bacteria						0.0042643923240938						
