OTUID	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4
ASV_98	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	0	2
ASV_61	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_138	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	8	0	0
ASV_263	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	4	0
ASV_56	0	0	0	0	0	0	4	4	1	2	1	0	0	0	0	0	0	1
ASV_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	0
ASV_33	0	0	0	0	0	0	4	0	1	11	0	0	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV_495	8	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	5	8	0	0	2	0	0	0	0	0
ASV_103	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	0	0	0	0	0	0	3	5	1	0	3	1	1	0	0	0	0	1
ASV_744	0	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_371	1	18	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	0	0	0	0	0	0	0	17	1	0	1	0	0	0	0	0	0	0
ASV_117	0	0	0	0	0	0	4	0	0	0	0	1	3	2	2	2	0	0
ASV_68	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_756	0	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_236	0	3	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV_532	0	1	2	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_800	0	2	2	8	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0
ASV_86	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0
ASV_94	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV_69	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_152	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_235	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_549	5	3	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	0	0	0	0	0	0	0	1	0	0	3	11	0	0	0	0	0	3
ASV_225	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_224	4	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_504	0	8	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	0	0	0	0	0	0	1	1	3	0	1	0	6	0	0	1	0	0
ASV_810	0	4	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_188	1	0	1	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV_272	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0
ASV_396	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_102	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_754	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_505	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_165	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0
ASV_542	1	3	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_828	2	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_150	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV_502	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_88	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_400	1	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV_370	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_833	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
