OTUID	All	KO	OE	WT
ASV_41	0.405977	0.6927748	0.2114224	0.3137344
ASV_39	0.403104	0.5855186	0.2742607	0.3495331
ASV_42	0.402298	0.4771268	0.3367792	0.3929889
ASV_46	0.4035	0.3138709	0.4486637	0.4479643
ASV_45	0.371435	0.4379640	0.2766409	0.3996990
ASV_44	0.365268	0.5391613	0.2191014	0.3375401
ASV_40	0.370394	0.1152714	0.3548439	0.6410673
ASV_50	0.363643	0.5458027	0.1829960	0.3621290
ASV_48	0.369825	0.3504802	0.4683829	0.2906120
ASV_49	0.353669	0.2996367	0.3233424	0.4380285
ASV_52	0.346973	0.2903246	0.3503121	0.4002834
ASV_51	0.326782	0.4685754	0.3842420	0.1275276
ASV_53	0.326747	0.3198066	0.3351689	0.3252667
ASV_57	0.319143	0.3054904	0.2985214	0.3534186
ASV_55	0.314832	0.2035511	0.3076644	0.4332801
ASV_58	0.313768	0.3028468	0.2743185	0.3641373
ASV_54	0.317824	0.4196037	0.3257414	0.2081271
ASV_56	0.305434	0.4070086	0.2546776	0.2546154
ASV_59	0.303548	0.3307901	0.3018563	0.2779966
ASV_62	0.286169	0.3836806	0.2126821	0.2621451
ASV_60	0.26923	0.3800652	0.1754226	0.2522020
ASV_61	0.267179	0.2510706	0.2492620	0.3012037
ASV_67	0.277077	0.1019391	0.6209172	0.1083748
ASV_65	0.2547	0.2448628	0.2924339	0.2268024
ASV_63	0.248788	0.3612380	0.1682887	0.2168363
ASV_64	0.244272	0.3159761	0.1665257	0.2503133
ASV_69	0.236169	0.55421141	0.07306628	0.08122876
ASV_77	0.24909	0.1819185	0.2829980	0.2823537
ASV_71	0.234013	0.2955074	0.1878574	0.2186737
ASV_66	0.241635	0.1648000	0.3317910	0.2283142
ASV_68	0.233404	0.2292461	0.2352279	0.2357374
ASV_72	0.231906	0.1802222	0.1928145	0.3226823
ASV_73	0.226573	0.3965028	0.1211157	0.1621002
ASV_70	0.229103	0.3306687	0.1876387	0.1690025
ASV_79	0.222001	0.3204771	0.1647375	0.1807894
ASV_74	0.223174	0.2377486	0.2262112	0.2055637
ASV_81	0.215276	0.1989037	0.1975093	0.2494153
ASV_82	0.20795	0.0911544	0.1487434	0.3839520
ASV_76	0.207391	0.1810349	0.1643621	0.2767749
ASV_75	0.207167	0.1722348	0.2067091	0.2425569
ASV_80	0.205768	0.1739101	0.2757717	0.1676211
ASV_90	0.202552	0.1444338	0.2856362	0.1775847
ASV_86	0.19733	0.1269043	0.1795087	0.2855759
ASV_84	0.19571	0.2476624	0.1673143	0.1721547
ASV_78	0.195129	0.1942377	0.1726800	0.2184691
ASV_83	0.188207	0.2519903	0.1183506	0.1942807
ASV_87	0.189353	0.2238304	0.1875554	0.1566721
ASV_85	0.185957	0.2649558	0.1422043	0.1507113
ASV_95	0.182893	0.1562004	0.1408599	0.2516184
ASV_93	0.181045	0.1121644	0.1470901	0.2838807
ASV_89	0.182809	0.1284376	0.2122597	0.2077290
ASV_88	0.18204	0.33611703	0.14920000	0.06080209
ASV_91	0.184368	0.22664531	0.27417027	0.05228707
ASV_102	0.177697	0.1840267	0.1647915	0.1842717
ASV_92	0.174987	0.1696095	0.1655192	0.1898325
ASV_114	0.171455	0.1999377	0.1297262	0.1847018
ASV_94	0.167451	0.2225707	0.1369200	0.1428611
ASV_100	0.169172	0.2273762	0.1639848	0.1161551
ASV_101	0.17324	0.1429871	0.2270183	0.1497150
ASV_104	0.167193	0.2151903	0.1390333	0.1473540
ASV_96	0.1636	0.2455743	0.1245261	0.1206994
ASV_97	0.162512	0.2070469	0.1125902	0.1678980
ASV_110	0.162723	0.1661059	0.1387195	0.1833435
ASV_98	0.158341	0.2089785	0.1210187	0.1450251
ASV_106	0.161833	0.07776779	0.27037229	0.13735898
ASV_109	0.158957	0.06677261	0.17623154	0.23386770
ASV_99	0.154088	0.1429560	0.1439404	0.1753667
ASV_113	0.152776	0.1564230	0.1630518	0.1388528
ASV_105	0.147726	0.23367061	0.11333449	0.09617378
ASV_103	0.148856	0.1904119	0.1139611	0.1421947
ASV_108	0.150393	0.1433227	0.1861517	0.1217050
ASV_107	0.146197	0.1768560	0.1356189	0.1261150
ASV_111	0.145319	0.09619674	0.15744282	0.18231804
ASV_122	0.143903	0.1236400	0.1749952	0.1330746
ASV_112	0.14361	0.0436164	0.2086366	0.1785767
ASV_116	0.133729	0.25947845	0.04735676	0.09435034
ASV_115	0.147484	0.1479076	0.2624655	0.0320774
ASV_117	0.140751	0.1106828	0.2061575	0.1054126
ASV_119	0.139411	0.09075658	0.15953197	0.16794486
ASV_125	0.135566	0.1391759	0.1461333	0.1213904
ASV_126	0.135996	0.1140032	0.1519936	0.1419914
ASV_134	0.131373	0.1589397	0.1090428	0.1261377
ASV_118	0.131651	0.1460428	0.1421298	0.1067817
ASV_120	0.12891	0.20294162	0.08538154	0.09840697
ASV_129	0.125888	0.1413963	0.1096367	0.1266306
ASV_137	0.122064	0.15851038	0.09386975	0.11381078
ASV_123	0.122689	0.1505478	0.1015801	0.1159401
ASV_135	0.123247	0.1068446	0.1384585	0.1244371
ASV_127	0.121473	0.13276344	0.09925332	0.13240163
ASV_124	0.121291	0.1240740	0.1048933	0.1349057
ASV_121	0.122887	0.09707065	0.16724658	0.10434345
ASV_133	0.119962	0.1373985	0.1127211	0.1097668
ASV_156	0.116605	0.15907410	0.11127993	0.07946224
ASV_136	0.11564	0.09960682	0.11709052	0.13022347
ASV_128	0.116552	0.08866437	0.13472970	0.12626174
ASV_132	0.110783	0.17329379	0.07763199	0.08142302
ASV_142	0.115311	0.09784305	0.13502286	0.11306729
ASV_138	0.11186	0.10724104	0.09862355	0.12971628
ASV_141	0.110051	0.20360924	0.05013606	0.07640858
ASV_130	0.111013	0.13648022	0.06955352	0.12700471
ASV_154	0.110414	0.1167521	0.1065942	0.1078946
ASV_153	0.107301	0.09872398	0.11472938	0.10844836
ASV_140	0.105372	0.14009879	0.08156021	0.09445570
ASV_150	0.104693	0.10354369	0.09121415	0.11931986
ASV_163	0.106552	0.07958427	0.13872385	0.10134845
ASV_162	0.105517	0.11565460	0.12878820	0.07210671
ASV_145	0.101634	0.11173471	0.06595848	0.12720988
ASV_144	0.103671	0.09308104	0.12527447	0.09265608
ASV_157	0.101571	0.11770579	0.09639845	0.09060756
ASV_143	0.101512	0.10027391	0.08920435	0.11505640
ASV_147	0.102179	0.12489908	0.08872986	0.09290935
ASV_151	0.103422	0.11821081	0.11205122	0.08000381
ASV_148	0.102801	0.10287535	0.11052437	0.09500338
ASV_146	0.100256	0.06868304	0.08307015	0.14901334
ASV_159	0.102264	0.06352733	0.11207018	0.13119449
ASV_180	0.101163	0.08202593	0.11774755	0.10371409
ASV_155	0.100532	0.11271721	0.11203318	0.07684546
ASV_149	0.098686	0.11366476	0.07628499	0.10610844
ASV_172	0.104282	0.04989279	0.23248527	0.03046748
ASV_158	0.098153	0.10242316	0.09197861	0.10005790
ASV_173	0.093669	0.249354236	0.028979813	0.002673413
ASV_167	0.096154	0.13316746	0.08082875	0.07446513
ASV_164	0.09974	0.06550099	0.15148279	0.08223476
ASV_152	0.09471	0.08255709	0.06671814	0.13485514
ASV_181	0.094697	0.07182868	0.10469046	0.10757202
ASV_168	0.094667	0.03562348	0.14507649	0.10330204
ASV_174	0.092198	0.01609979	0.07481092	0.18568450
ASV_182	0.091948	0.12736417	0.07377740	0.07470249
ASV_195	0.092625	0.12009626	0.09257921	0.06519961
ASV_190	0.090172	0.11066797	0.05681718	0.10303137
ASV_171	0.091506	0.06770277	0.09527553	0.11153935
ASV_169	0.090555	0.05740840	0.08740639	0.12685063
ASV_186	0.090264	0.06270240	0.09449892	0.11358995
ASV_170	0.090118	0.07856419	0.10741507	0.08437567
ASV_179	0.088616	0.08306000	0.09369087	0.08909611
ASV_166	0.087479	0.10092263	0.07706462	0.08445040
ASV_161	0.092511	0.01617332	0.19810951	0.06325024
ASV_193	0.088423	0.07030521	0.08838155	0.10658131
ASV_176	0.086284	0.12463075	0.05402746	0.08019253
ASV_183	0.090544	0.09067252	0.14786417	0.03309402
ASV_178	0.08757	0.08270720	0.09632195	0.08368130
ASV_160	0.087301	0.09330455	0.10180218	0.06679508
ASV_175	0.084373	0.17223249	0.02381909	0.05706632
ASV_197	0.085477	0.08755250	0.09727699	0.07160157
ASV_185	0.083238	0.12563792	0.05032110	0.07375478
ASV_189	0.083801	0.10997594	0.06796716	0.07346078
ASV_165	0.083759	0.09261864	0.09945057	0.05920872
ASV_187	0.081565	0.13498461	0.04646851	0.06324096
ASV_237	0.082412	0.09186795	0.06267535	0.09269341
ASV_192	0.081099	0.10420415	0.05813485	0.08095774
ASV_184	0.080454	0.11439315	0.05920562	0.06776389
ASV_177	0.081517	0.05531761	0.09227660	0.09695794
ASV_200	0.079029	0.05228711	0.04103366	0.14376671
ASV_196	0.079138	0.08637785	0.07383213	0.07720317
ASV_188	0.078292	0.08796684	0.06663994	0.08026905
ASV_217	0.080032	0.03837541	0.14170533	0.06001501
ASV_202	0.080411	0.03707674	0.15982523	0.04433081
ASV_209	0.076699	0.07558618	0.06443865	0.09007366
ASV_198	0.076456	0.10663410	0.06381478	0.05892035
ASV_224	0.076895	0.08566127	0.07513905	0.06988347
ASV_204	0.075471	0.02587059	0.08129860	0.11924408
ASV_207	0.074962	0.09054710	0.06796912	0.06636886
ASV_213	0.074597	0.07065237	0.06488166	0.08825573
ASV_248	0.074524	0.07282966	0.09843426	0.05230770
ASV_206	0.070441	0.15094112	0.02876068	0.03162258
ASV_203	0.072807	0.04215612	0.08025903	0.09600709
ASV_246	0.076285	0.04373725	0.15692933	0.02818956
ASV_226	0.073454	0.06909563	0.09796642	0.05330142
ASV_199	0.072623	0.06337928	0.07532329	0.07916639
ASV_211	0.070904	0.11027303	0.04759817	0.05484015
ASV_215	0.07057	0.07600474	0.05576974	0.07993656
ASV_219	0.071164	0.07228956	0.07362176	0.06758047
ASV_194	0.070682	0.06704195	0.06855720	0.07644553
ASV_201	0.069345	0.14238781	0.02151464	0.04413341
ASV_210	0.071623	0.06264051	0.08598254	0.06624536
ASV_240	0.071363	0.05570804	0.08792707	0.07045400
ASV_235	0.070652	0.05417673	0.07292769	0.08485161
ASV_218	0.068644	0.12074082	0.03171496	0.05347579
ASV_227	0.070464	0.05822078	0.07568782	0.07748447
ASV_191	0.070204	0.02393032	0.09168877	0.09499339
ASV_208	0.069323	0.04083143	0.06723906	0.09989796
ASV_212	0.068715	0.07035266	0.06369475	0.07209850
ASV_238	0.067787	0.08681825	0.05355128	0.06299264
ASV_245	0.068811	0.07146610	0.08038316	0.05458365
ASV_216	0.069013	0.06936183	0.08045479	0.05722350
ASV_232	0.066915	0.10505710	0.05446805	0.04121982
ASV_328	0.067223	0.09086189	0.05328234	0.05752507
ASV_222	0.067138	0.04615779	0.07333821	0.08191762
ASV_225	0.065046	0.07308032	0.04366828	0.07839024
ASV_233	0.06585	0.07621147	0.05933539	0.06200230
ASV_243	0.065557	0.04583519	0.05909999	0.09173678
ASV_234	0.064907	0.07254296	0.05672888	0.06544901
ASV_274	0.063659	0.10417381	0.03497819	0.05182415
ASV_221	0.064846	0.08163544	0.05766667	0.05523679
ASV_223	0.064902	0.10293092	0.03123288	0.06054332
ASV_231	0.065475	0.04490891	0.09707628	0.05443910
ASV_214	0.065905	0.05186353	0.08345678	0.06239335
ASV_236	0.064985	0.05643116	0.07842690	0.06009734
ASV_220	0.063346	0.08718501	0.04583964	0.05701285
ASV_205	0.064228	0.05529262	0.06337818	0.07401399
ASV_229	0.063652	0.04376908	0.06067249	0.08651570
ASV_244	0.062829	0.09252498	0.06509283	0.03086945
ASV_279	0.063029	0.05934280	0.06526944	0.06447547
ASV_289	0.064341	0.03416556	0.09603866	0.06281889
ASV_242	0.062948	0.06463335	0.06133751	0.06287439
ASV_256	0.063421	0.04589177	0.07743714	0.06693458
ASV_276	0.06293	0.05740153	0.06156992	0.06981859
ASV_249	0.06133	0.06975598	0.04743257	0.06680089
ASV_228	0.062204	0.05428088	0.06300496	0.06932718
ASV_252	0.061074	0.06256426	0.05126253	0.06939585
ASV_250	0.061688	0.04485261	0.05452216	0.08569064
ASV_288	0.061962	0.05381391	0.06970474	0.06236755
ASV_258	0.059847	0.07601350	0.05753689	0.04599006
ASV_266	0.061932	0.05319881	0.07491159	0.05768616
ASV_254	0.062732	0.07571774	0.07286841	0.03960939
ASV_265	0.061204	0.05076375	0.07351821	0.05932945
ASV_251	0.059284	0.10519716	0.02407235	0.04858137
ASV_259	0.060877	0.04121606	0.06775609	0.07365742
ASV_261	0.060212	0.03360769	0.06134612	0.08568117
ASV_230	0.059293	0.04612997	0.04899059	0.08275835
ASV_273	0.059722	0.05663301	0.06162014	0.06091343
ASV_263	0.059451	0.06636438	0.06719889	0.04478931
ASV_247	0.059876	0.01583253	0.08112966	0.08266608
ASV_255	0.060353	0.04306208	0.08018622	0.05781035
ASV_301	0.059252	0.07602697	0.05885721	0.04287135
ASV_257	0.058122	0.08607570	0.04148591	0.04680373
ASV_286	0.059668	0.03924570	0.07997120	0.05978625
ASV_264	0.058767	0.05455854	0.06247763	0.05926519
ASV_253	0.057001	0.08129946	0.03612807	0.05357684
ASV_267	0.05684	0.07095377	0.03418647	0.06538123
ASV_283	0.05818	0.04457379	0.06149725	0.06846784
ASV_278	0.05704	0.07599692	0.04923170	0.04588993
ASV_294	0.058803	0.03599944	0.08404183	0.05636892
ASV_281	0.057962	0.06097149	0.06575314	0.04716025
ASV_239	0.055889	0.06254103	0.03757335	0.06755174
ASV_271	0.058437	0.04809201	0.08703756	0.04018059
ASV_241	0.056585	0.03692171	0.06956512	0.06326786
ASV_306	0.055592	0.06057051	0.04640103	0.05980376
ASV_324	0.055395	0.05847795	0.04858717	0.05912137
ASV_269	0.054903	0.06447362	0.04447900	0.05575509
ASV_280	0.055189	0.06505503	0.05095752	0.04955416
ASV_322	0.05355	0.12038352	0.02499709	0.01526874
ASV_262	0.055296	0.05670423	0.05036992	0.05881330
ASV_300	0.054784	0.05750489	0.05583353	0.05101242
ASV_421	0.055616	0.03203755	0.06834566	0.06646540
ASV_284	0.055403	0.05700243	0.06841955	0.04078602
ASV_342	0.055022	0.05564836	0.06523366	0.04418388
ASV_260	0.054924	0.04515745	0.06607781	0.05353625
ASV_282	0.053232	0.08515058	0.03928473	0.03526063
ASV_275	0.052197	0.06001081	0.03075872	0.06582042
ASV_312	0.052785	0.08147682	0.04106024	0.03581707
ASV_277	0.052331	0.07500710	0.04131032	0.04067472
ASV_291	0.052719	0.05340538	0.05085178	0.05389874
ASV_327	0.054063	0.04015086	0.07342806	0.04860958
ASV_270	0.052857	0.06081597	0.04843286	0.04932357
ASV_268	0.053283	0.04623464	0.06946349	0.04415165
ASV_287	0.052442	0.05171016	0.06454858	0.04106620
ASV_331	0.05147	0.07270352	0.03762659	0.04408058
ASV_272	0.052637	0.03612070	0.06450664	0.05728303
ASV_285	0.052363	0.04211066	0.05819215	0.05678650
ASV_321	0.051759	0.05907396	0.04838316	0.04781935
ASV_305	0.051411	0.03276899	0.05826124	0.06320301
ASV_308	0.050882	0.07429710	0.04557896	0.03277015
ASV_297	0.051991	0.04437001	0.07507239	0.03653149
ASV_292	0.049528	0.06814566	0.03725992	0.04317912
ASV_307	0.04941	0.08214629	0.03069161	0.03539182
ASV_295	0.049667	0.05043626	0.05313253	0.04543275
ASV_323	0.048815	0.05478219	0.04391539	0.04774653
ASV_296	0.050207	0.02011785	0.07905115	0.05145272
ASV_314	0.049579	0.03534075	0.06682901	0.04656601
ASV_316	0.048177	0.02351954	0.03292207	0.08809024
ASV_317	0.048764	0.08461237	0.03695957	0.02471891
ASV_302	0.049356	0.01598575	0.07574714	0.05633460
ASV_310	0.049663	0.02565919	0.07974828	0.04358126
ASV_303	0.048925	0.02755941	0.06866033	0.05055446
ASV_345	0.048817	0.03875428	0.06249687	0.04519937
ASV_311	0.048764	0.02473581	0.07788533	0.04366948
ASV_356	0.047903	0.03599547	0.05380417	0.05391072
ASV_290	0.047714	0.05053304	0.04680139	0.04580613
ASV_354	0.047756	0.05340568	0.04873926	0.04112159
ASV_293	0.0472	0.02980086	0.06124823	0.05055202
ASV_304	0.047853	0.02965722	0.06083289	0.05306958
ASV_2250	0.047187	0.07777094	0.02906681	0.03472312
ASV_299	0.046417	0.05451636	0.03105437	0.05368020
ASV_315	0.04624	0.05187982	0.03926418	0.04757717
ASV_298	0.044855	0.06209440	0.02813138	0.04433875
ASV_330	0.045202	0.05071127	0.04860086	0.03629516
ASV_351	0.047135	0.03947989	0.08144679	0.02047791
ASV_319	0.044507	0.05009288	0.03450056	0.04892698
ASV_343	0.044924	0.04428719	0.04122300	0.04926233
ASV_360	0.044709	0.03747993	0.04694636	0.04970009
ASV_378	0.04465	0.04566860	0.04289860	0.04538406
ASV_349	0.044515	0.05591557	0.04294919	0.03468023
ASV_309	0.044217	0.04588322	0.04070731	0.04605996
ASV_340	0.044993	0.03177504	0.06024101	0.04296296
ASV_368	0.044958	0.03190298	0.06144484	0.04152477
ASV_326	0.045012	0.02845338	0.06503915	0.04154467
ASV_339	0.043663	0.06823509	0.03818203	0.02457271
ASV_333	0.044554	0.03100676	0.05301548	0.04964039
ASV_346	0.044266	0.04066009	0.05568481	0.03645380
ASV_335	0.04444	0.02580468	0.07179614	0.03572005
ASV_336	0.042779	0.06604239	0.03417690	0.02811771
ASV_344	0.042846	0.06428282	0.03037689	0.03387752
ASV_338	0.042063	0.08286605	0.01258684	0.03073644
ASV_369	0.043647	0.04992478	0.04640300	0.03461302
ASV_325	0.044261	0.02182626	0.06594003	0.04501734
ASV_362	0.043784	0.03607169	0.05794836	0.03733189
ASV_347	0.04309	0.04547195	0.04814000	0.03565897
ASV_313	0.042645	0.03039913	0.04660807	0.05092868
ASV_318	0.042326	0.02559435	0.04068160	0.06070099
ASV_371	0.04244	0.03712635	0.04085708	0.04933509
ASV_387	0.04315	0.04824927	0.05572208	0.02547926
ASV_320	0.041908	0.05265331	0.02482321	0.04824849
ASV_332	0.042376	0.05010832	0.03768780	0.03933125
ASV_376	0.043684	0.02704663	0.08111765	0.02288872
ASV_366	0.042014	0.04658989	0.04001279	0.03944025
ASV_370	0.042471	0.02609803	0.05489492	0.04642075
ASV_372	0.042242	0.03547121	0.05344127	0.03781341
ASV_357	0.040698	0.04999353	0.03065906	0.04144238
ASV_364	0.042744	0.01992389	0.07453262	0.03377558
ASV_396	0.041654	0.03192572	0.04613884	0.04689683
ASV_334	0.041722	0.02091854	0.05650547	0.04774141
ASV_337	0.042484	0.02990029	0.05914686	0.03840421
ASV_350	0.040479	0.02674411	0.02700528	0.06768854
ASV_379	0.041219	0.06278055	0.02715921	0.03371763
ASV_348	0.041745	0.01840550	0.05535764	0.05147299
ASV_391	0.04032	0.06897372	0.02176926	0.03021640
ASV_388	0.041297	0.03459430	0.05336400	0.03593184
ASV_353	0.040558	0.04714066	0.04231252	0.03222004
ASV_394	0.040267	0.03374089	0.03372646	0.05333247
ASV_341	0.04	0.04494319	0.03312689	0.04192979
ASV_382	0.041263	0.03727783	0.05530125	0.03120868
ASV_374	0.040801	0.03096911	0.05299434	0.03843925
ASV_393	0.039735	0.04580603	0.03598902	0.03741040
ASV_439	0.040169	0.03267837	0.04861313	0.03921435
ASV_373	0.039842	0.03326812	0.04397936	0.04227732
ASV_555	0.039296	0.03497416	0.04162831	0.04128616
ASV_352	0.039779	0.03147623	0.05479109	0.03306957
ASV_361	0.039199	0.04265774	0.04374108	0.03119807
ASV_426	0.038866	0.04988284	0.03759143	0.02912328
ASV_329	0.039045	0.01797882	0.04515088	0.05400630
ASV_363	0.038439	0.03223690	0.03540294	0.04767828
ASV_355	0.038796	0.03634796	0.04649944	0.03354003
ASV_407	0.03798	0.03494656	0.03157980	0.04741306
ASV_359	0.038605	0.04555559	0.04170524	0.02855535
ASV_365	0.036429	0.05085335	0.02048404	0.03794946
ASV_383	0.037668	0.02259856	0.04180465	0.04860146
ASV_381	0.037756	0.03083809	0.04806961	0.03435997
ASV_358	0.037143	0.03555067	0.03929572	0.03658299
ASV_402	0.03641	0.05114377	0.03272553	0.02536179
ASV_401	0.036996	0.02981222	0.04317857	0.03799721
ASV_400	0.036292	0.03374840	0.03859892	0.03652725
ASV_414	0.037003	0.02592057	0.05550486	0.02958309
ASV_389	0.035734	0.05131920	0.03306047	0.02282224
ASV_435	0.036098	0.03483739	0.03956422	0.03389135
ASV_441	0.035063	0.04631471	0.03231399	0.02655982
ASV_375	0.035298	0.03387006	0.03675083	0.03527385
ASV_395	0.035791	0.03461991	0.04161095	0.03114288
ASV_405	0.035046	0.05501067	0.02521664	0.02490964
ASV_413	0.035204	0.02929314	0.03264368	0.04367539
ASV_458	0.036323	0.04339665	0.04814356	0.01742972
ASV_461	0.035909	0.02889944	0.04593523	0.03289293
ASV_385	0.035208	0.03537570	0.03522279	0.03502578
ASV_380	0.035334	0.02788059	0.04315264	0.03496857
ASV_404	0.035772	0.02707811	0.04858689	0.03165164
ASV_418	0.035464	0.03802347	0.03754686	0.03082108
ASV_2902	0.035781	0.01212438	0.05055544	0.04466441
ASV_445	0.035297	0.03772761	0.04037572	0.02778682
ASV_556	0.035312	0.04519574	0.03846443	0.02227459
ASV_384	0.034368	0.03319200	0.02870279	0.04121055
ASV_412	0.034465	0.03720656	0.02974934	0.03643972
ASV_417	0.035082	0.03718346	0.04228132	0.02578192
ASV_386	0.035124	0.03102585	0.03686228	0.03748521
ASV_422	0.034337	0.04030238	0.03009593	0.03261306
ASV_398	0.034681	0.03126880	0.04588608	0.02688852
ASV_419	0.034193	0.03685468	0.04291487	0.02280943
ASV_433	0.034043	0.03672235	0.02546100	0.03994466
ASV_438	0.034153	0.05074314	0.03292690	0.01878922
ASV_416	0.034615	0.04731752	0.03854547	0.01798069
ASV_367	0.033604	0.04536774	0.03079147	0.02465188
ASV_377	0.03413	0.03034837	0.04387009	0.02817004
ASV_425	0.034721	0.01428698	0.05487748	0.03499797
ASV_436	0.033743	0.03640640	0.03545260	0.02937121
ASV_593	0.033488	0.03954712	0.02870934	0.03220618
ASV_420	0.033565	0.03461990	0.04018211	0.02589269
ASV_409	0.033287	0.04252122	0.03469524	0.02264443
ASV_460	0.031974	0.05160279	0.01457389	0.02974473
ASV_392	0.032297	0.03221268	0.02375153	0.04092786
ASV_397	0.03334	0.02241582	0.05031244	0.02729316
ASV_411	0.032521	0.03292894	0.02714615	0.03748719
ASV_427	0.032622	0.02394295	0.02671466	0.04720818
ASV_403	0.032986	0.008733895	0.058169162	0.032054174
ASV_442	0.03137	0.06008752	0.01891203	0.01511045
ASV_478	0.032183	0.03704022	0.02730329	0.03220503
ASV_465	0.032971	0.05903255	0.02833264	0.01154884
ASV_585	0.032633	0.03130273	0.04028302	0.02631212
ASV_390	0.031961	0.03403365	0.03241734	0.02943055
ASV_444	0.03165	0.03849058	0.03044053	0.02601774
ASV_440	0.031798	0.02715890	0.04018541	0.02805012
ASV_507	0.032062	0.03571286	0.03851199	0.02195976
ASV_434	0.031609	0.01503374	0.03075341	0.04903875
ASV_470	0.03206	0.02042994	0.04760562	0.02814422
ASV_410	0.030716	0.04567952	0.02239999	0.02406862
ASV_415	0.030995	0.06908126	0.01360694	0.01029581
ASV_452	0.031918	0.03701930	0.03457120	0.02416207
ASV_399	0.03072	0.02587897	0.02897055	0.03730986
ASV_424	0.031715	0.01729818	0.04735040	0.03049739
ASV_454	0.031663	0.01290527	0.06591968	0.01616425
ASV_457	0.031004	0.02905518	0.03041168	0.03354392
ASV_406	0.031164	0.02857683	0.03321714	0.03169740
ASV_432	0.030339	0.05228479	0.01156194	0.02717112
ASV_428	0.030408	0.03297349	0.02707330	0.03117687
ASV_467	0.031612	0.01881992	0.05592356	0.02009107
ASV_506	0.03122	0.02787968	0.04075441	0.02502457
ASV_408	0.029755	0.05503788	0.02045002	0.01377609
ASV_423	0.030781	0.02452179	0.03481559	0.03300620
ASV_509	0.031389	0.01350833	0.05874479	0.02191418
ASV_480	0.030797	0.01398315	0.03800557	0.04040164
ASV_542	0.030333	0.02904869	0.03336322	0.02858733
ASV_588	0.030731	0.02397625	0.03865874	0.02955935
ASV_450	0.029528	0.03531931	0.02442414	0.02884183
ASV_477	0.029572	0.04098587	0.02674036	0.02099101
ASV_448	0.029932	0.02334164	0.03934141	0.02711391
ASV_481	0.029764	0.03051193	0.03556126	0.02321900
ASV_569	0.03006	0.01961569	0.03838927	0.03217462
ASV_443	0.029113	0.003208773	0.031225155	0.052905550
ASV_463	0.029557	0.02443188	0.03074744	0.03349266
ASV_485	0.030516	0.01616271	0.05528131	0.02010300
ASV_494	0.029384	0.02826478	0.02773045	0.03215596
ASV_482	0.029439	0.02649672	0.02965535	0.03216369
ASV_430	0.029123	0.02223218	0.03242615	0.03271080
ASV_456	0.029199	0.02687628	0.03424661	0.02647335
ASV_472	0.028928	0.01952046	0.03332123	0.03394222
ASV_479	0.028904	0.02210152	0.03104250	0.03356876
ASV_513	0.029142	0.01647625	0.03481638	0.03613382
ASV_466	0.028815	0.03530660	0.02619019	0.02494724
ASV_429	0.02885	0.02361115	0.03342877	0.02951065
ASV_486	0.028545	0.02843858	0.03166061	0.02553581
ASV_535	0.029139	0.03126401	0.03873979	0.01741396
ASV_540	0.029824	0.01082581	0.06479472	0.01385107
ASV_544	0.029657	0.008621565	0.059844164	0.020504734
ASV_471	0.028538	0.02312052	0.03063367	0.03185992
ASV_476	0.028163	0.03060931	0.02575781	0.02812172
