#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_166	109	99	153	96	159	108	98	88	130	100	118	104	118	167	124	145	127	137
ASV_63	173	133	151	135	189	165	86	62	68	78	121	90	110	120	76	84	94	117
ASV_44	146	79	177	149	301	125	73	34	85	77	81	52	118	158	82	44	138	81
ASV_40	2	36	6	52	106	3	41	248	6	113	142	95	727	50	16	40	210	117
ASV_50	116	62	101	266	185	260	29	28	106	71	59	46	161	156	64	101	94	90
ASV_378	57	199	113	58	50	81	94	117	158	92	128	89	100	164	139	143	87	158
ASV_45	95	214	185	84	156	56	92	80	90	42	94	93	148	112	95	212	70	75
ASV_48	97	53	154	105	126	89	134	146	128	104	162	191	46	62	82	107	146	101
ASV_49	91	159	158	47	38	82	122	116	68	52	86	159	148	61	105	242	110	147
ASV_51	154	94	492	6	32	69	31	31	332	272	25	17	43	45	69	16	49	26
ASV_53	91	147	122	102	51	74	96	147	102	81	106	74	84	84	104	126	83	116
ASV_57	66	46	82	27	290	69	177	112	59	92	68	37	150	65	112	91	59	162
ASV_54	102	237	81	88	118	136	152	147	42	84	74	96	74	19	62	44	109	68
ASV_56	126	95	112	136	148	109	75	80	57	91	98	66	85	73	81	70	82	83
ASV_59	91	109	103	105	86	100	76	130	90	62	136	63	78	97	86	80	91	71
ASV_2105	76	88	89	97	74	103	94	65	76	74	218	76	73	88	88	73	65	100
ASV_62	87	74	130	123	175	113	54	53	58	66	71	86	44	118	47	79	117	87
ASV_60	102	86	97	113	159	109	52	40	63	59	54	57	74	73	65	69	80	105
ASV_61	72	68	44	59	143	63	112	79	60	105	59	46	99	107	100	79	60	101
ASV_67	31	27	32	27	46	29	125	116	63	396	91	348	21	14	20	27	79	39
ASV_64	51	74	100	133	97	105	48	27	62	61	65	41	57	106	57	74	126	39
ASV_69	17	14	4	973	2	25	25	24	12	31	32	12	66	11	5	31	8	45
ASV_77	93	61	52	49	22	56	110	68	74	79	83	98	64	80	119	87	69	99
ASV_66	64	98	27	37	29	42	152	101	77	83	81	110	81	53	98	66	53	78
ASV_68	68	70	95	44	58	68	117	57	64	63	80	51	45	69	137	43	56	78
ASV_72	85	47	41	55	22	73	50	40	56	54	87	79	28	103	85	256	77	50
ASV_73	129	72	86	198	91	162	28	14	45	36	51	50	47	58	42	49	48	52
ASV_70	88	39	51	79	61	303	39	34	63	62	46	101	41	39	71	49	48	56
ASV_2157	26	8	26	36	174	17	43	305	13	61	156	50	7	22	95	17	135	79
ASV_79	94	104	80	76	98	139	42	33	47	59	55	63	46	42	54	80	59	49
ASV_74	66	77	73	63	96	64	84	66	49	61	101	63	62	62	72	60	70	64
ASV_81	67	20	77	81	63	56	27	33	126	72	50	63	61	92	84	82	71	78
ASV_427	51	69	72	46	31	39	27	70	62	53	48	39	100	85	69	54	131	103
ASV_76	48	40	88	53	55	52	44	24	56	35	53	87	29	143	36	233	26	45
ASV_75	59	56	27	30	85	50	72	54	54	51	82	74	53	35	70	140	91	62
ASV_80	84	26	32	48	93	32	39	89	38	91	190	51	43	21	91	52	70	43
ASV_86	56	79	8	34	24	34	54	118	32	27	47	57	87	111	100	53	135	54
ASV_78	85	61	48	67	36	60	31	65	12	32	117	62	5	0	88	81	122	117
ASV_84	40	86	32	2	6	275	79	15	27	131	22	23	168	0	28	57	20	39
ASV_83	101	29	39	72	88	133	16	18	76	33	23	48	59	118	32	47	59	35
ASV_87	30	59	89	74	86	66	32	63	46	29	122	44	51	39	51	48	50	45
ASV_85	52	87	45	70	69	179	37	19	82	29	50	44	34	26	41	29	110	33
ASV_93	7	10	61	56	44	27	32	72	24	23	69	48	47	32	29	40	193	183
ASV_88	87	120	4	16	2	370	48	37	30	65	27	62	44	10	12	36	0	12
ASV_89	48	54	27	34	23	40	83	58	50	74	67	62	38	72	57	77	55	76
ASV_91	164	59	57	100	0	42	77	84	123	125	71	25	8	14	1	57	18	2
ASV_102	39	58	41	52	102	41	63	48	39	45	52	54	52	43	82	68	47	56
ASV_92	20	96	6	130	8	55	81	24	46	43	68	35	33	104	54	83	42	36
ASV_114	56	47	70	70	68	42	37	32	38	40	52	37	55	49	58	59	47	69
ASV_94	38	18	14	22	282	20	66	91	29	24	30	17	39	24	82	35	40	40
ASV_100	70	17	27	49	243	19	28	51	14	107	62	39	30	4	42	46	34	57
ASV_101	78	83	8	23	22	43	100	51	53	43	68	101	49	33	62	30	45	58
ASV_104	59	60	58	59	87	64	23	26	39	43	46	69	40	53	51	37	58	26
ASV_97	60	21	69	29	154	57	52	20	38	30	42	27	48	88	21	35	49	55
ASV_96	52	43	109	79	93	70	37	30	39	38	51	35	23	45	26	45	41	46
ASV_110	11	34	46	84	108	19	65	39	24	59	44	24	47	100	58	52	46	26
ASV_98	55	36	49	62	70	102	43	26	45	28	45	40	42	36	22	25	100	36
ASV_106	45	24	15	22	16	13	21	42	219	129	38	49	64	25	48	64	22	30
ASV_109	46	52	10	18	1	1	56	96	34	44	27	73	141	14	75	87	0	109
ASV_99	42	22	25	67	33	65	24	18	82	75	39	26	95	70	27	46	32	34
ASV_284	45	66	43	21	31	106	19	70	21	68	60	85	16	14	32	100	23	29
ASV_113	29	77	42	50	41	41	53	51	49	48	34	55	41	36	64	35	38	47
ASV_2325	43	55	49	42	12	36	58	78	57	42	47	51	55	40	58	28	35	53
ASV_105	35	15	32	50	245	47	6	122	1	37	27	21	3	7	27	23	39	81
ASV_193	36	70	26	49	12	26	55	65	41	52	50	36	26	71	52	77	26	78
ASV_103	44	51	12	65	51	123	24	31	36	35	49	40	68	45	43	46	43	33
ASV_108	45	22	41	41	65	39	25	37	45	89	77	68	24	38	33	41	45	43
ASV_621	36	17	42	17	25	48	25	116	144	76	54	21	27	40	47	49	8	29
ASV_107	58	45	46	54	42	62	47	31	37	32	52	55	29	28	56	43	42	38
ASV_658	38	25	10	16	8	11	95	62	83	70	62	42	44	53	68	50	27	45
ASV_111	40	44	25	12	28	27	49	38	39	58	45	57	33	67	61	58	47	64
ASV_874	37	47	55	64	46	57	33	29	41	35	43	42	30	32	29	59	64	39
ASV_150	47	37	38	51	37	57	37	33	29	42	40	47	44	43	63	59	45	53
ASV_122	38	65	27	37	16	41	58	64	59	47	39	54	49	30	42	47	29	47
ASV_112	27	10	8	15	7	9	69	42	89	97	59	32	51	79	62	70	34	23
ASV_116	5	31	5	6	411	11	14	17	8	18	18	11	52	14	24	3	66	15
ASV_115	29	82	12	85	6	54	5	10	1	5	21	440	1	14	18	2	2	19
ASV_352	26	62	34	33	17	34	47	78	58	37	33	68	42	35	67	29	23	49
ASV_119	39	24	54	24	12	16	65	50	47	33	56	40	32	67	52	66	52	39
ASV_125	10	99	46	72	12	20	42	65	29	41	63	16	19	67	52	23	6	59
ASV_126	39	39	38	31	21	30	38	66	47	37	32	57	37	14	55	40	50	68
ASV_118	45	39	29	38	32	87	36	20	29	71	33	69	21	37	29	25	65	11
ASV_120	44	64	81	63	41	73	21	24	31	24	26	33	22	25	44	45	26	21
ASV_129	19	22	75	44	51	41	24	42	25	30	53	29	19	25	34	31	60	58
ASV_708	38	54	30	34	19	53	55	48	38	32	43	47	29	17	49	34	31	32
ASV_123	55	43	28	43	45	45	33	16	37	27	44	35	29	42	43	29	37	36
ASV_127	34	48	28	43	39	41	31	25	23	36	43	29	34	46	37	58	47	31
ASV_137	44	42	63	53	40	40	35	28	36	18	33	24	36	29	34	47	41	29
ASV_135	18	65	19	41	4	60	36	62	31	45	43	39	68	26	35	19	30	47
ASV_971	38	40	51	38	17	34	26	30	48	33	26	17	55	30	28	27	48	51
ASV_124	46	27	102	22	13	18	44	14	24	27	53	31	34	25	53	44	28	54
ASV_121	45	31	32	21	11	38	63	42	37	46	50	69	28	28	40	18	40	40
ASV_133	47	41	28	57	26	41	31	20	36	34	31	48	39	34	40	22	34	31
ASV_140	36	35	46	38	66	55	34	26	23	33	42	17	16	37	36	35	42	26
ASV_156	48	60	45	23	47	66	55	23	21	27	38	43	12	21	29	26	31	27
ASV_128	37	30	28	23	11	33	54	30	37	33	40	52	30	36	49	33	34	49
ASV_132	6	19	167	55	20	44	50	22	35	21	13	2	25	30	25	10	18	31
ASV_142	37	44	25	27	11	36	69	26	38	40	41	35	19	29	45	24	27	67
ASV_206	18	14	46	231	28	21	20	16	15	15	27	16	9	25	17	27	24	23
ASV_141	76	43	53	63	61	63	5	19	14	30	15	9	27	38	16	18	19	21
ASV_130	24	62	12	44	6	95	23	6	17	44	16	21	9	16	78	16	12	98
ASV_154	28	72	17	43	29	29	28	38	20	34	25	48	57	31	26	59	13	28
ASV_153	27	31	78	14	14	20	41	28	35	32	36	35	20	41	38	55	16	28
ASV_461	19	24	13	99	33	57	49	24	14	36	20	27	15	27	39	49	5	32
ASV_163	21	41	24	25	16	22	39	43	34	32	40	59	45	23	34	29	29	34
ASV_964	16	39	55	20	15	14	33	30	41	27	39	28	36	48	35	33	29	32
ASV_162	39	42	48	47	7	34	56	27	32	33	32	51	19	12	40	14	19	28
ASV_157	26	16	82	27	51	22	15	62	17	25	48	18	6	12	12	42	66	29
ASV_145	7	32	18	53	64	23	16	22	11	32	27	15	27	24	33	33	58	58
ASV_1068	48	49	136	24	22	52	28	20	20	32	14	15	14	18	24	21	9	10
ASV_147	43	63	38	20	20	51	45	19	20	24	37	20	15	37	20	28	58	26
ASV_144	38	12	15	36	39	26	52	38	39	48	25	27	42	30	26	22	28	18
ASV_143	32	20	24	33	48	34	24	18	38	40	25	20	52	46	17	26	37	36
ASV_148	52	53	32	17	13	31	43	27	28	20	43	41	21	20	56	29	17	38
ASV_151	80	51	9	31	16	23	48	32	40	39	26	27	30	21	37	21	9	22
ASV_146	31	9	25	24	11	28	23	14	37	27	28	20	24	48	45	70	43	37
ASV_159	47	30	6	10	7	15	30	29	49	44	34	20	35	28	74	43	33	30
ASV_158	33	39	20	73	5	23	30	39	34	20	19	30	31	14	26	29	26	62
ASV_149	6	124	0	25	35	12	43	41	21	6	5	26	56	8	88	16	10	12
ASV_172	28	23	5	12	8	14	96	41	45	74	35	133	5	3	16	7	7	12
ASV_173	2	2	0	448	0	0	6	25	1	4	0	18	2	1	1	0	1	0
ASV_167	27	44	31	45	46	43	26	11	33	19	23	31	20	25	21	27	19	17
ASV_164	39	23	18	17	2	19	77	35	32	32	29	72	33	13	27	10	19	47
ASV_170	29	26	32	19	18	35	48	29	34	33	33	41	22	27	35	25	11	42
ASV_152	13	36	16	17	29	40	20	20	23	30	10	15	41	22	71	38	45	28
ASV_240	24	31	21	22	14	27	34	41	40	31	29	33	30	35	32	25	15	33
ASV_181	39	25	15	12	8	30	39	23	20	28	31	48	35	29	38	37	24	32
ASV_174	9	11	1	2	5	1	16	55	15	35	16	5	6	5	24	237	61	2
ASV_182	42	15	33	28	45	74	22	8	18	22	28	38	9	34	10	43	35	17
ASV_195	29	31	26	46	35	46	38	17	24	28	19	43	7	19	25	27	27	14
ASV_190	23	9	57	16	63	30	15	37	7	7	28	11	69	8	14	24	33	38
ASV_742	19	27	51	47	20	19	28	30	31	15	20	26	29	29	37	24	22	25
ASV_169	30	11	5	11	37	12	53	47	12	22	13	16	75	38	23	21	17	58
ASV_243	22	110	9	11	8	23	7	17	13	22	36	36	82	13	16	12	30	27
ASV_186	23	34	23	12	9	14	28	44	16	38	12	37	47	25	25	21	52	30
ASV_330	20	15	29	29	65	53	13	18	14	24	56	16	30	7	18	27	26	21
ASV_161	4	20	1	2	0	1	9	6	14	305	25	9	22	7	13	57	1	4
ASV_183	52	15	56	1	16	27	27	108	4	80	28	21	2	29	10	0	9	11
ASV_178	28	48	23	20	18	18	20	48	31	30	29	25	24	34	29	20	16	27
ASV_160	24	29	15	29	14	56	21	24	28	18	65	27	29	20	11	24	27	13
ASV_175	80	12	37	28	88	64	5	3	15	12	10	0	16	16	16	13	22	28
ASV_185	43	25	30	50	26	46	14	9	33	20	7	10	36	19	11	10	30	21
ASV_237	48	28	23	28	13	35	16	19	21	20	19	12	14	33	26	44	21	25
ASV_187	46	17	31	50	37	63	8	8	10	12	17	29	15	22	14	23	26	23
ASV_192	31	15	26	34	47	39	13	20	21	22	16	15	15	36	19	30	34	23
ASV_165	9	98	33	3	1	19	15	2	87	8	1	78	43	14	4	12	0	32
ASV_1654	15	48	15	17	9	20	39	25	35	24	24	34	25	23	31	28	15	33
ASV_184	23	15	42	46	41	32	17	6	41	16	22	13	17	20	23	21	23	19
ASV_177	15	5	11	55	4	10	39	17	26	26	5	50	66	56	17	13	8	6
ASV_200	29	16	3	9	21	13	13	7	20	30	4	4	111	13	8	21	93	27
ASV_188	21	38	13	7	32	48	23	26	8	35	12	13	26	25	25	22	20	18
ASV_217	21	2	4	10	24	6	12	78	57	94	13	9	21	8	32	8	10	28
ASV_223	101	14	4	7	81	3	12	7	24	3	9	7	32	5	66	23	5	11
ASV_202	2	5	4	9	23	22	15	92	8	60	31	92	1	4	20	10	22	23
ASV_209	25	32	54	3	12	15	10	41	9	27	14	15	56	8	42	35	11	28
ASV_198	20	53	8	50	4	48	22	20	19	20	22	14	13	22	26	17	10	10
ASV_224	33	76	7	8	5	18	27	42	18	12	10	26	23	31	27	17	10	17
ASV_204	12	10	11	6	3	2	26	19	32	27	16	26	23	50	32	47	38	32
ASV_207	35	21	36	34	20	29	23	30	15	19	27	18	17	23	16	21	23	22
ASV_213	27	23	26	20	16	14	20	12	19	14	29	24	16	34	29	43	16	24
ASV_248	27	36	10	28	9	26	42	28	28	27	20	38	21	14	18	19	8	12
ASV_203	18	11	9	19	5	14	38	13	25	14	27	32	16	24	40	23	24	41
ASV_246	22	19	8	4	11	12	44	24	31	61	16	107	5	4	9	14	3	16
ASV_199	36	24	8	10	18	20	33	13	11	25	31	23	37	35	28	15	15	16
ASV_215	19	36	51	8	0	22	14	13	37	17	8	13	15	17	27	30	56	13
ASV_210	28	30	10	15	23	14	32	35	14	24	23	32	6	18	33	21	20	26
ASV_219	14	22	29	32	12	13	22	28	15	28	23	24	20	13	29	27	21	14
ASV_194	19	31	8	19	35	13	17	22	13	33	18	20	28	12	30	23	17	28
ASV_201	69	21	21	27	82	28	6	4	10	11	7	3	15	12	11	12	9	23
ASV_2195	17	38	16	21	9	14	33	37	15	41	21	29	15	13	26	9	13	17
ASV_235	17	39	33	5	2	4	29	31	19	20	25	13	12	29	36	31	6	35
ASV_218	14	24	1	135	17	28	12	10	10	7	11	11	14	12	44	5	0	14
ASV_227	16	25	21	11	9	17	31	38	15	17	19	19	14	13	24	36	9	45
ASV_212	14	13	25	25	25	25	17	15	23	23	27	15	15	16	43	19	16	22
ASV_191	14	9	3	12	3	6	30	21	29	37	44	8	16	61	23	37	13	26
ASV_208	16	9	5	0	5	42	25	34	9	10	18	24	31	8	8	26	60	49
ASV_238	15	40	30	16	26	31	22	17	9	12	19	19	13	12	23	17	27	22
ASV_245	17	30	57	7	3	17	36	21	17	10	18	33	9	5	19	13	21	28
ASV_216	26	51	11	24	5	7	23	31	20	26	29	21	36	11	23	15	5	22
ASV_279	12	35	16	30	6	13	21	30	24	18	18	21	31	7	29	17	16	28
ASV_222	23	9	37	4	2	13	21	15	25	19	32	24	8	33	31	17	18	41
ASV_225	10	9	22	32	56	12	7	9	13	26	18	9	20	76	15	7	24	7
ASV_345	23	30	4	19	9	13	38	37	28	22	19	28	19	13	37	13	11	27
ASV_1351	24	21	19	22	1	23	12	28	30	18	18	37	42	10	15	34	8	15
ASV_233	26	15	28	30	14	15	15	17	34	11	13	16	17	21	24	32	16	9
ASV_234	20	28	19	16	20	31	15	9	25	17	16	23	19	29	21	23	14	12
ASV_274	26	26	21	23	87	11	6	12	16	5	18	10	34	10	21	14	13	4
ASV_221	16	38	0	1	35	59	3	69	6	9	15	6	2	41	44	14	2	3
ASV_231	16	24	14	12	7	5	5	7	122	11	30	6	9	6	10	16	36	21
ASV_244	38	12	110	7	4	5	21	19	27	9	11	40	15	5	10	7	1	20
ASV_214	29	21	14	11	6	12	37	15	17	26	31	31	7	33	31	18	10	17
ASV_236	10	29	14	28	11	13	19	30	21	14	32	25	22	22	19	16	24	17
ASV_220	23	13	30	11	62	20	21	20	9	12	14	7	22	18	14	18	19	20
ASV_205	18	21	13	11	19	15	14	23	19	24	12	21	30	27	27	29	10	12
ASV_229	13	20	15	8	9	12	24	13	11	16	28	22	16	26	27	22	28	39
ASV_289	16	11	13	7	7	9	18	46	27	26	28	35	13	7	21	37	10	24
ASV_242	22	34	10	18	7	29	17	12	21	16	25	24	23	26	32	10	8	19
ASV_276	25	11	18	28	6	16	33	8	19	15	17	20	9	10	25	28	21	26
ASV_249	9	15	17	20	55	15	16	12	9	16	15	17	24	41	12	10	19	14
ASV_421	21	5	7	9	9	11	9	12	36	39	17	34	13	28	27	41	7	21
ASV_228	20	20	16	7	18	10	15	22	11	24	24	19	21	29	23	10	30	17
ASV_252	7	8	22	36	21	13	25	10	9	12	12	28	8	31	29	11	23	23
ASV_250	25	12	2	6	22	14	20	8	11	15	22	21	24	15	22	16	39	35
ASV_288	15	18	20	15	15	17	21	27	14	12	27	27	27	22	20	14	15	18
ASV_258	9	8	13	61	36	5	1	6	62	29	4	7	16	26	7	5	23	6
ASV_254	75	21	2	0	29	6	37	12	19	27	9	29	11	1	34	4	8	13
ASV_265	17	13	20	28	7	6	24	17	26	18	21	32	17	19	19	10	11	27
ASV_251	40	23	36	29	17	52	8	4	10	6	11	6	18	16	12	15	13	11
ASV_259	22	14	10	8	13	8	31	13	15	18	23	28	33	22	28	16	9	25
ASV_261	8	17	7	8	5	14	13	9	14	6	54	21	79	23	9	7	17	18
ASV_230	14	10	9	19	20	13	10	5	24	20	11	14	23	55	16	12	18	26
ASV_263	9	29	11	21	35	26	14	28	23	15	13	25	17	8	23	12	5	18
ASV_273	11	37	19	27	4	7	31	18	18	12	13	25	26	8	26	22	8	16
ASV_247	12	7	6	4	1	2	24	17	33	29	28	17	23	41	19	30	18	23
ASV_255	20	16	8	15	5	16	36	19	23	10	29	32	9	9	22	31	14	20
ASV_301	24	14	17	36	23	24	19	17	19	13	20	20	12	7	10	12	15	17
ASV_257	25	32	21	19	31	33	11	9	7	12	10	20	14	14	7	25	14	12
ASV_253	21	13	20	33	27	34	7	13	12	10	15	11	14	29	9	16	19	7
ASV_286	20	15	12	13	6	7	47	24	18	16	16	25	13	23	27	19	9	21
ASV_264	14	43	18	9	3	12	18	23	14	29	16	16	27	19	13	19	16	17
ASV_267	19	14	25	15	46	11	10	10	9	8	16	9	19	26	18	19	14	23
ASV_283	24	21	6	11	8	7	24	12	18	15	25	23	19	25	19	13	34	16
ASV_278	18	19	28	16	45	15	9	22	12	9	23	14	20	16	14	8	16	15
ASV_294	15	14	11	8	5	13	27	17	27	22	26	31	19	9	26	15	12	26
ASV_281	23	34	4	15	14	18	27	24	12	16	20	25	21	18	6	12	16	13
ASV_239	21	9	19	10	31	18	12	10	12	5	22	9	25	28	8	23	14	19
ASV_271	26	22	7	9	5	19	41	21	19	17	22	40	12	6	8	17	15	15
ASV_241	10	5	27	8	5	7	29	13	18	25	19	20	15	8	28	14	5	38
ASV_2086	18	22	10	14	23	19	18	18	10	12	21	13	20	15	14	20	20	19
ASV_269	26	9	30	21	23	11	5	10	3	22	21	17	12	17	18	20	18	17
ASV_306	18	17	32	8	13	23	22	17	12	15	9	11	12	7	47	21	7	19
ASV_324	18	6	19	23	11	28	8	6	18	14	17	22	29	23	10	11	28	11
ASV_280	20	15	17	36	23	13	26	14	11	14	14	14	10	11	15	18	12	17
ASV_262	23	16	11	9	9	33	15	11	4	13	15	29	9	21	19	17	9	41
ASV_300	8	21	41	9	12	15	14	30	17	17	8	16	16	9	23	17	10	15
ASV_393	14	7	14	28	22	19	14	6	29	17	19	8	8	21	11	20	16	12
ASV_1414	17	16	43	49	4	15	18	15	2	10	24	14	5	6	9	28	6	14
ASV_342	21	18	10	19	20	15	23	14	12	13	26	31	15	8	18	7	16	7
ASV_260	19	21	13	14	5	13	30	23	18	12	15	26	20	14	20	13	12	20
ASV_282	15	6	45	21	40	28	6	31	5	4	13	12	9	10	17	4	16	9
ASV_897	25	14	14	11	23	25	20	23	10	9	17	18	17	23	14	8	14	14
ASV_275	11	16	56	0	0	26	1	5	7	26	4	13	4	60	1	45	7	7
ASV_312	18	13	20	31	42	12	18	18	2	10	10	16	7	5	18	12	18	6
ASV_277	14	15	68	23	10	14	9	13	12	15	9	19	12	12	11	21	8	11
ASV_291	15	12	14	8	22	20	14	8	35	15	7	15	31	13	13	9	21	10
ASV_268	24	5	20	13	11	16	10	53	12	15	20	21	11	10	8	14	18	24
ASV_327	21	14	4	15	5	15	35	23	13	18	19	29	16	19	18	11	10	24
ASV_270	22	13	2	13	23	37	11	15	12	9	21	20	10	11	26	26	6	13
ASV_287	11	9	23	16	5	27	25	19	14	7	27	25	5	21	21	16	4	7
ASV_321	12	24	16	16	16	20	12	18	11	16	14	18	15	12	24	12	10	15
ASV_331	18	26	20	14	27	24	11	8	16	6	15	15	6	18	14	12	20	15
ASV_285	21	14	10	12	2	13	10	21	26	11	15	24	16	13	19	25	9	24
ASV_2368	10	17	15	10	5	10	19	22	14	20	23	15	17	16	22	14	14	18
ASV_515	17	15	11	14	2	18	24	21	12	14	25	30	16	18	14	15	8	20
ASV_305	9	10	6	12	12	13	34	8	8	24	14	15	8	27	13	24	24	17
ASV_308	25	17	2	19	63	12	22	23	4	11	10	13	17	19	5	10	2	4
ASV_297	19	12	8	7	5	35	47	17	10	12	21	25	11	13	12	6	13	11
ASV_2201	20	17	29	7	16	54	14	25	7	17	13	11	3	5	10	5	8	13
ASV_307	29	22	39	13	21	20	5	10	5	12	17	8	7	7	17	14	9	9
ASV_292	18	20	18	8	47	15	15	20	8	5	11	8	6	6	35	14	10	8
ASV_315	16	14	29	17	6	27	19	10	14	14	9	8	9	11	39	19	14	9
ASV_295	18	14	15	21	14	13	21	19	10	11	12	24	16	15	10	11	10	16
ASV_323	7	26	14	25	16	15	12	19	13	9	7	22	22	8	13	16	19	9
ASV_948	16	16	6	20	24	17	20	17	12	19	12	14	13	14	20	11	9	11
ASV_296	12	4	4	7	2	3	6	27	7	49	44	15	1	13	11	39	9	20
ASV_314	11	9	6	7	9	26	5	18	25	25	13	30	19	8	15	31	8	15
ASV_316	5	11	5	10	1	8	13	7	4	18	8	11	11	14	22	24	3	86
ASV_317	57	4	84	6	1	8	5	8	9	9	11	26	1	5	11	22	2	4
ASV_302	9	6	1	6	8	4	24	22	24	20	27	19	17	14	23	19	13	22
ASV_310	7	12	8	8	5	8	24	22	11	32	12	46	2	4	3	6	56	11
ASV_303	26	12	0	2	1	12	11	18	53	16	9	25	17	1	9	3	6	56
ASV_311	9	9	12	9	5	2	31	28	20	40	15	7	7	19	18	12	14	12
ASV_354	17	17	8	13	16	20	14	15	16	15	17	16	8	7	18	14	16	9
ASV_356	7	17	12	11	11	10	20	19	14	11	15	14	21	19	12	22	15	16
ASV_290	14	24	10	6	17	19	19	11	12	16	18	11	9	5	27	17	10	17
ASV_293	3	0	4	1	46	1	9	0	37	3	62	1	68	2	18	2	1	0
ASV_304	11	19	10	11	2	6	27	16	19	15	18	14	11	16	14	22	20	21
ASV_531	33	9	5	1	108	6	1	40	1	9	15	5	1	4	2	2	1	7
ASV_299	16	31	7	18	13	13	9	4	13	11	11	6	16	12	18	21	5	24
ASV_298	14	27	17	6	43	14	2	4	13	8	10	17	4	50	6	6	6	7
ASV_340	15	22	6	6	1	9	12	26	21	13	21	23	28	5	10	22	6	13
ASV_412	16	12	15	31	15	13	23	7	10	8	20	9	13	17	10	13	22	9
ASV_351	26	1	2	21	12	10	45	11	23	18	14	37	5	8	6	7	5	5
ASV_319	12	10	9	25	15	17	10	4	15	13	14	7	16	25	14	10	15	14
ASV_343	21	18	6	11	8	12	14	14	15	6	13	15	15	6	13	21	13	19
ASV_360	13	12	39	7	2	2	28	5	12	20	14	9	0	30	5	25	11	19
